session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Community Secondary School, City Centre",Female,ALL,NABTEB,15,12,18,14,3,3,72.7273,34.6154,15.3846,75.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Community Secondary School, City Centre",Female,ALL,NECO,25,18,32,27,5,4,65.7895,36.9565,13.0435,83.3333
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Community Secondary School, City Centre",Female,ALL,WAEC,32,25,41,34,7,6,69.3878,36.2069,13.7931,87.5
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Community Secondary School, City Centre",Female,Disabled,NABTEB,1,1,1,2,1,0,50.0,50.0,50.0,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Community Secondary School, City Centre",Female,Disabled,NECO,3,2,3,3,0,0,75.0,50.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Community Secondary School, City Centre",Female,Disabled,WAEC,3,3,4,3,1,0,80.0,33.3333,16.6667,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Community Secondary School, City Centre",Male,ALL,NABTEB,13,10,15,13,4,3,73.6842,36.3636,22.7273,80.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Community Secondary School, City Centre",Male,ALL,NECO,21,14,27,22,5,4,64.5161,36.8421,15.7895,83.3333
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Community Secondary School, City Centre",Male,ALL,WAEC,28,22,34,29,7,6,69.7674,36.7347,16.3265,87.5
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Community Secondary School, City Centre",Male,Disabled,NABTEB,1,1,1,2,1,0,50.0,50.0,50.0,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Community Secondary School, City Centre",Male,Disabled,NECO,2,1,3,2,0,0,66.6667,25.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Community Secondary School, City Centre",Male,Disabled,WAEC,3,2,4,3,0,0,75.0,40.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Comprehensive High School, City Centre",Female,ALL,NABTEB,13,11,15,13,3,2,75.0,36.3636,13.6364,66.6667
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Comprehensive High School, City Centre",Female,ALL,NECO,23,17,30,24,4,3,65.7143,34.8837,11.6279,80.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Comprehensive High School, City Centre",Female,ALL,WAEC,28,22,35,29,6,5,69.7674,36.0,14.0,85.7143
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Comprehensive High School, City Centre",Female,Disabled,NABTEB,1,1,1,2,1,0,50.0,50.0,50.0,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Comprehensive High School, City Centre",Female,Disabled,NECO,2,1,2,2,0,0,66.6667,33.3333,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Comprehensive High School, City Centre",Female,Disabled,WAEC,2,1,3,2,0,0,66.6667,25.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Comprehensive High School, City Centre",Male,ALL,NABTEB,12,9,15,11,3,3,72.2222,33.3333,19.0476,75.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Comprehensive High School, City Centre",Male,ALL,NECO,19,14,24,19,5,4,65.5172,35.2941,17.6471,83.3333
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Comprehensive High School, City Centre",Male,ALL,WAEC,24,18,31,26,7,6,69.4444,36.3636,18.1818,87.5
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Comprehensive High School, City Centre",Male,Disabled,NABTEB,1,1,1,2,1,0,50.0,50.0,50.0,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Comprehensive High School, City Centre",Male,Disabled,NECO,1,1,1,2,0,0,50.0,50.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Comprehensive High School, City Centre",Male,Disabled,WAEC,2,1,2,2,0,0,66.6667,33.3333,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Female,ALL,NABTEB,21,17,25,21,4,3,74.1935,37.1429,14.2857,80.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Female,ALL,NECO,44,31,51,42,8,7,65.1515,36.1111,12.5,88.8889
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Female,ALL,WAEC,56,43,72,59,11,9,70.2381,35.9223,12.6214,84.6154
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Female,Disabled,NABTEB,1,1,1,2,1,0,50.0,50.0,50.0,0.0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Female,Disabled,NECO,3,2,3,3,0,0,75.0,50.0,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Female,Disabled,WAEC,3,2,4,3,0,0,60.0,33.3333,0.0,0
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Male,ALL,NABTEB,17,13,23,19,5,4,72.0,37.5,18.75,83.3333
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Male,ALL,NECO,36,26,46,38,9,8,65.4545,36.3636,16.6667,81.8182
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Male,ALL,WAEC,44,33,53,43,11,10,69.697,36.0,17.3333,92.3077
2022/2023,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,City Centre,"Government Secondary School, City Centre",Male,Disabled,NABTEB,1,1,1,2,1,0,50.0,50.0,50.0,0.0
