session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,NABTEB,0,0,0,0,31,29,0,0,0,93.3333
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,NECO,0,0,0,0,73,69,0,0,0,94.2857
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,WAEC,0,0,0,0,99,98,0,0,0,97.9167
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,Disabled,NABTEB,0,0,0,0,6,4,0,0,0,66.6667
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,Disabled,NECO,0,0,0,0,6,4,0,0,0,66.6667
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,Disabled,WAEC,0,0,0,0,6,4,0,0,0,66.6667
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Male,ALL,NABTEB,0,0,0,0,48,46,0,0,0,95.6522
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Male,ALL,NECO,0,0,0,0,104,102,0,0,0,98.0
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Male,ALL,WAEC,0,0,0,0,99,85,0,0,0,85.4167
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Male,Disabled,NABTEB,0,0,0,0,8,6,0,0,0,75.0
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Male,Disabled,NECO,0,0,0,0,8,6,0,0,0,75.0
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Male,Disabled,WAEC,0,0,0,0,6,4,0,0,0,66.6667
