session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Female,ALL,NABTEB,110,86,149,129,87,80,70.4918,37.9085,47.7124,91.7808
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Female,ALL,NECO,186,131,241,206,123,111,63.285,37.6518,41.7004,90.2913
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Female,ALL,WAEC,278,211,349,297,195,182,67.9612,37.535,45.9384,92.6829
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Female,Disabled,NABTEB,11,8,13,11,8,7,66.6667,38.4615,53.8462,85.7143
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Female,Disabled,NECO,20,14,27,22,7,6,63.6364,35.7143,21.4286,83.3333
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Female,Disabled,WAEC,24,18,35,29,14,12,66.6667,36.1111,33.3333,83.3333
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Male,ALL,NABTEB,121,95,150,129,74,63,70.3704,37.6623,40.2597,85.4839
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Male,ALL,NECO,218,154,280,242,123,109,62.963,37.9791,35.8885,88.3495
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Male,ALL,WAEC,337,256,424,361,255,242,68.0,37.5576,49.3088,94.3925
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Male,Disabled,NABTEB,11,9,14,11,11,8,75.0,35.7143,64.2857,77.7778
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Male,Disabled,NECO,19,13,22,20,7,6,61.9048,39.1304,26.087,83.3333
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Male,Disabled,WAEC,31,23,40,33,15,13,67.6471,36.5854,31.7073,84.6154
2022/2023,North West,Kaduna,Jema'a,Asso,"Comprehensive High School, Asso",Female,ALL,NABTEB,89,70,108,93,63,54,70.7071,37.8378,47.7477,84.9057
2022/2023,North West,Kaduna,Jema'a,Asso,"Comprehensive High School, Asso",Female,ALL,NECO,206,144,252,217,112,101,62.8821,37.9845,36.4341,89.3617
2022/2023,North West,Kaduna,Jema'a,Asso,"Comprehensive High School, Asso",Female,ALL,WAEC,265,202,335,286,206,193,68.1356,37.6093,50.4373,93.0636
2022/2023,North West,Kaduna,Jema'a,Asso,"Comprehensive High School, Asso",Female,Disabled,NABTEB,7,6,9,9,8,7,75.0,44.4444,77.7778,85.7143
2022/2023,North West,Kaduna,Jema'a,Asso,"Comprehensive High School, Asso",Female,Disabled,NECO,18,13,24,22,7,6,65.0,40.0,24.0,83.3333
2022/2023,North West,Kaduna,Jema'a,Asso,"Comprehensive High School, Asso",Female,Disabled,WAEC,19,14,25,22,14,12,66.6667,38.4615,46.1538,83.3333
2022/2023,North West,Kaduna,Jema'a,Asso,"Comprehensive High School, Asso",Male,ALL,NABTEB,86,67,111,95,74,63,69.7917,37.7193,54.386,85.4839
