session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,ALL,NABTEB,59,45,79,66,40,38,69.8413,36.7089,41.7722,93.9394
2022/2023,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,ALL,NECO,105,72,132,112,53,50,62.5,37.4046,32.8244,95.3488
2022/2023,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,ALL,WAEC,143,106,183,153,77,69,67.3203,36.8132,34.6154,88.8889
2022/2023,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,Disabled,NABTEB,4,3,4,2,5,4,75.0,25.0,100.0,75.0
2022/2023,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,Disabled,NECO,7,4,9,7,4,2,57.1429,33.3333,33.3333,66.6667
2022/2023,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Female,Disabled,WAEC,7,5,10,9,4,2,62.5,40.0,30.0,66.6667
2022/2023,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,ALL,NABTEB,52,40,68,57,40,39,69.6429,36.7647,48.5294,96.9697
2022/2023,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,ALL,NECO,98,68,127,107,69,64,62.8571,37.3016,44.4444,92.8571
2022/2023,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,ALL,WAEC,119,89,154,128,80,71,67.7165,36.6013,42.4837,89.2308
2022/2023,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,Disabled,NABTEB,4,3,4,2,5,4,75.0,25.0,100.0,75.0
2022/2023,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,Disabled,NECO,5,3,7,7,4,2,60.0,42.8571,42.8571,66.6667
2022/2023,North East,Borno,Biu,Buratai,"Community Secondary School, Buratai",Male,Disabled,WAEC,7,6,9,7,4,2,75.0,33.3333,33.3333,66.6667
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,ALL,NABTEB,38,30,46,39,23,20,70.7317,36.9565,41.3043,84.2105
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,ALL,NECO,61,42,76,64,31,30,63.0769,36.8421,32.8947,96.0
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,ALL,WAEC,78,58,94,80,40,39,67.4699,37.234,35.1064,96.9697
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,NABTEB,4,3,4,2,5,4,75.0,25.0,100.0,75.0
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,NECO,4,2,4,5,4,2,50.0,50.0,75.0,66.6667
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Female,Disabled,WAEC,6,4,7,7,4,2,66.6667,42.8571,42.8571,66.6667
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,NABTEB,38,30,47,39,27,23,70.7317,36.1702,46.8085,86.3636
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,NECO,60,41,74,62,34,32,62.5,36.4865,37.8378,92.8571
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,ALL,WAEC,81,61,102,84,54,49,67.8161,36.2745,43.1373,90.9091
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,Disabled,NABTEB,4,3,4,2,5,4,75.0,25.0,100.0,75.0
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,Disabled,NECO,5,3,5,5,4,2,60.0,40.0,60.0,66.6667
2022/2023,North East,Borno,Biu,Buratai,"Comprehensive High School, Buratai",Male,Disabled,WAEC,6,4,8,7,4,2,66.6667,37.5,37.5,66.6667
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,ALL,NABTEB,34,26,43,34,23,20,69.4444,34.8837,44.186,84.2105
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,ALL,NECO,60,41,74,62,31,30,62.5,36.4865,33.7838,96.0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,ALL,WAEC,74,55,89,75,40,39,67.0886,37.0787,37.0787,96.9697
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,Disabled,NABTEB,4,3,4,2,5,4,75.0,25.0,100.0,75.0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,Disabled,NECO,6,4,8,7,4,2,66.6667,37.5,37.5,66.6667
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Female,Disabled,WAEC,7,5,9,7,4,2,71.4286,33.3333,33.3333,66.6667
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,ALL,NABTEB,29,23,37,32,26,23,70.9677,37.8378,56.7568,90.4762
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,ALL,NECO,54,37,72,62,39,38,62.069,37.5,44.4444,96.875
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,ALL,WAEC,67,49,86,73,40,38,66.6667,37.2093,38.3721,93.9394
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,Disabled,NABTEB,4,3,4,2,5,4,75.0,25.0,100.0,75.0
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,Disabled,NECO,5,3,5,5,4,2,60.0,40.0,60.0,66.6667
2022/2023,North East,Borno,Biu,Buratai,"Government Secondary School, Buratai",Male,Disabled,WAEC,6,4,8,7,4,2,66.6667,37.5,37.5,66.6667
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,ALL,NABTEB,61,46,73,62,23,18,69.2308,36.9863,26.0274,78.9474
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,ALL,NECO,133,92,168,141,56,53,62.6761,37.1257,27.5449,93.4783
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,ALL,WAEC,160,120,188,157,70,60,67.8363,36.8984,30.4813,85.9649
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,Disabled,NABTEB,4,3,4,2,0,0,75.0,25.0,0.0,0
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,Disabled,NECO,8,6,11,9,4,2,66.6667,36.3636,27.2727,66.6667
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Female,Disabled,WAEC,10,7,12,9,4,2,63.6364,33.3333,25.0,66.6667
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Male,ALL,NABTEB,52,40,61,50,20,15,69.6429,36.0656,26.2295,75.0
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Male,ALL,NECO,102,70,131,109,54,49,62.3853,36.9231,33.8462,90.9091
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Male,ALL,WAEC,136,101,165,139,71,66,67.5862,37.1951,35.3659,93.1034
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Male,Disabled,NABTEB,4,3,4,2,0,0,75.0,25.0,0.0,0
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Male,Disabled,NECO,7,4,8,7,4,2,57.1429,37.5,37.5,66.6667
2022/2023,North East,Borno,Biu,Buratai,"Unity College, Biu",Male,Disabled,WAEC,8,6,11,9,4,2,66.6667,36.3636,27.2727,66.6667
2022/2023,North East,Borno,Biu,Dadin Kowa,"Community Secondary School, Dadin Kowa",Female,ALL,NABTEB,61,46,79,66,34,32,69.2308,36.7089,35.443,92.8571
2022/2023,North East,Borno,Biu,Dadin Kowa,"Community Secondary School, Dadin Kowa",Female,ALL,NECO,104,71,128,107,48,44,62.1622,37.0079,30.7087,92.3077
2022/2023,North East,Borno,Biu,Dadin Kowa,"Community Secondary School, Dadin Kowa",Female,ALL,WAEC,137,102,175,146,77,69,67.8082,36.7816,36.2069,88.8889
2022/2023,North East,Borno,Biu,Dadin Kowa,"Community Secondary School, Dadin Kowa",Female,Disabled,NABTEB,6,4,6,5,5,4,66.6667,33.3333,66.6667,75.0
2022/2023,North East,Borno,Biu,Dadin Kowa,"Community Secondary School, Dadin Kowa",Female,Disabled,NECO,9,6,11,9,4,2,60.0,36.3636,27.2727,66.6667
