session,zone,state,lga,ward,school,gender,disability,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,ALL,NABTEB,229,179,267,216,38,30,70.4626,35.6436,11.5512,80.0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,ALL,NECO,427,297,506,415,76,67,62.9063,36.1739,12.3478,87.3239
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,ALL,WAEC,512,383,608,501,94,90,67.5159,36.3242,12.7352,94.3182
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Disabled,NABTEB,14,11,16,12,0,0,70.5882,33.3333,0.0,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Disabled,NECO,27,19,34,28,5,4,63.6364,35.8974,12.8205,80.0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Disabled,WAEC,34,25,43,36,5,4,66.6667,36.7347,10.2041,80.0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,ALL,NABTEB,212,165,239,194,44,36,70.3846,35.7934,15.1292,80.4878
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,ALL,NECO,383,267,444,366,76,64,62.766,36.3095,14.0873,83.0986
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,ALL,WAEC,433,324,549,451,115,107,67.6083,36.2179,17.1474,92.5234
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Disabled,NABTEB,15,12,13,10,0,0,72.2222,33.3333,0.0,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Disabled,NECO,24,16,30,24,6,5,62.069,35.2941,17.6471,83.3333
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Disabled,WAEC,29,22,39,30,5,4,66.6667,34.0909,11.3636,80.0
2022/2023,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,ALL,NABTEB,86,68,106,84,19,18,70.7547,34.7107,14.876,94.4444
2022/2023,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,ALL,NECO,139,96,156,126,30,25,62.3529,35.5932,15.8192,82.1429
2022/2023,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,ALL,WAEC,194,146,228,190,47,45,68.0672,36.6795,16.9884,95.4545
2022/2023,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,Disabled,NABTEB,14,11,16,12,0,0,70.5882,33.3333,0.0,0
