session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,101,62,28,22,6,0,39,34,6
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,164,93,33,35,0,0,71,60,0
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,277,166,51,47,5,0,111,115,5
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,180,102,35,35,0,0,78,67,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,277,160,55,51,6,0,117,105,6
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,75,42,17,12,5,0,33,25,5
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,145,89,28,23,5,0,56,61,5
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,197,113,33,33,1,0,84,80,1
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,29,15,6,6,0,0,14,9,0
2019/2020,Female,all,NABTEB,1-year,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,148,80,28,23,6,0,68,52,6
2019/2020,Female,all,NABTEB,1-year,University,lga,Idah,North Central,Kogi,Idah,,,0,156,93,30,30,0,0,63,63,0
2019/2020,Female,all,NABTEB,1-year,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,58,30,12,12,0,0,28,18,0
2019/2020,Female,all,NABTEB,1-year,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,355,210,61,54,7,0,145,149,7
2019/2020,Female,all,NABTEB,1-year,University,lga,Okene,North Central,Kogi,Okene,,,0,197,117,40,36,5,0,80,77,5
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,64,39,10,10,0,0,25,29,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,103,60,28,30,0,0,43,32,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,188,108,46,42,5,0,80,62,5
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,115,66,30,30,0,0,49,36,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,182,102,37,34,6,0,80,65,6
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,43,27,12,12,0,0,16,15,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,90,54,17,18,0,0,36,37,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,126,72,28,26,2,0,54,44,2
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,17,9,0,0,0,0,8,9,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,90,48,22,18,5,0,42,26,5
2019/2020,Female,all,NABTEB,2-year,University,lga,Idah,North Central,Kogi,Idah,,,0,97,54,30,30,0,0,43,24,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,34,18,6,6,0,0,16,12,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,224,126,38,39,0,0,98,88,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Okene,North Central,Kogi,Okene,,,0,132,78,36,36,0,0,54,42,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,43,27,11,10,1,0,16,16,1
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,68,42,18,18,0,0,26,24,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,107,60,30,24,6,0,47,30,6
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,70,39,18,12,6,0,31,21,6
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,107,66,27,28,1,0,41,39,1
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,29,15,6,6,0,0,14,9,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,57,33,17,18,0,0,24,16,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,74,45,22,17,6,0,29,23,6
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,11,6,0,0,0,0,5,6,0
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,60,33,11,6,5,0,27,22,5
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Idah,North Central,Kogi,Idah,,,0,65,36,17,6,12,0,29,19,12
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,22,12,0,0,0,0,10,12,0
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,143,81,38,33,6,0,62,43,6
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Okene,North Central,Kogi,Okene,,,0,85,51,24,18,6,0,34,27,6
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,28,15,10,5,5,0,13,5,5
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,44,24,6,0,6,0,20,18,6
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,65,36,0,0,0,0,29,36,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,44,24,0,0,0,0,20,24,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,59,30,0,0,0,0,29,30,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,20,12,6,6,0,0,8,6,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,34,18,6,0,6,0,16,12,6
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,41,24,6,0,6,0,17,18,6
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,6,3,0,0,0,0,3,3,0
2019/2020,Female,all,NABTEB,5+-year,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,31,18,0,0,0,0,13,18,0
2019/2020,Female,all,NABTEB,5+-year,University,lga,Idah,North Central,Kogi,Idah,,,0,36,21,0,0,0,0,15,21,0
2019/2020,Female,all,NABTEB,5+-year,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,15,9,0,0,0,0,6,9,0
2019/2020,Female,all,NABTEB,5+-year,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,84,54,16,6,11,0,30,38,11
2019/2020,Female,all,NABTEB,5+-year,University,lga,Okene,North Central,Kogi,Okene,,,0,51,30,0,0,0,0,21,30,0
2019/2020,Female,all,NECO,1-year,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,198,113,47,37,10,0,85,66,10
2019/2020,Female,all,NECO,1-year,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,318,189,75,67,11,0,129,114,11
2019/2020,Female,all,NECO,1-year,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,547,305,108,95,17,0,242,197,17
2019/2020,Female,all,NECO,1-year,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,334,188,70,64,10,0,146,118,10
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,503,287,94,99,3,0,216,193,3
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,129,78,28,31,0,0,51,50,0
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,279,162,57,53,6,0,117,105,6
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,355,211,79,69,13,0,144,132,13
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,66,35,9,11,0,0,31,26,0
2019/2020,Female,all,NECO,1-year,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,290,161,47,42,7,0,129,114,7
2019/2020,Female,all,NECO,1-year,University,lga,Idah,North Central,Kogi,Idah,,,0,276,161,55,56,4,0,115,106,4
2019/2020,Female,all,NECO,1-year,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,110,60,14,10,4,0,50,46,4
2019/2020,Female,all,NECO,1-year,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,710,407,133,127,12,0,303,274,12
2019/2020,Female,all,NECO,1-year,University,lga,Okene,North Central,Kogi,Okene,,,0,424,250,89,85,9,0,174,161,9
2019/2020,Female,all,NECO,2-year,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,120,67,23,26,0,0,53,44,0
2019/2020,Female,all,NECO,2-year,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,202,118,47,40,8,0,84,71,8
2019/2020,Female,all,NECO,2-year,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,377,216,69,66,8,0,161,147,8
2019/2020,Female,all,NECO,2-year,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,207,115,41,42,4,0,92,74,4
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,301,171,60,52,11,0,130,111,11
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,78,45,14,15,0,0,33,31,0
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,179,99,32,31,3,0,80,67,3
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,233,132,50,42,12,0,101,82,12
2019/2020,Female,all,NECO,2-year,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,38,19,5,5,0,0,19,14,0
2019/2020,Female,all,NECO,2-year,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,188,101,28,31,0,0,87,73,0
2019/2020,Female,all,NECO,2-year,University,lga,Idah,North Central,Kogi,Idah,,,0,181,102,33,35,0,0,79,69,0
2019/2020,Female,all,NECO,2-year,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,70,38,10,10,0,0,32,28,0
2019/2020,Female,all,NECO,2-year,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,449,258,88,87,9,0,191,170,9
2019/2020,Female,all,NECO,2-year,University,lga,Okene,North Central,Kogi,Okene,,,0,280,165,61,58,7,0,115,104,7
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,85,45,18,15,4,0,40,27,4
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,138,80,29,30,0,0,58,51,0
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,233,128,47,35,12,0,105,81,12
2019/2020,Female,all,NECO,3-5-year,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,138,76,29,25,4,0,62,47,4
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,188,104,43,30,13,0,84,61,13
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,54,30,14,10,4,0,24,16,4
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,116,67,19,21,0,0,49,48,0
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,132,76,29,31,0,0,56,47,0
2019/2020,Female,all,NECO,3-5-year,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,25,13,5,5,0,0,12,8,0
2019/2020,Female,all,NECO,3-5-year,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,119,70,23,21,4,0,49,47,4
2019/2020,Female,all,NECO,3-5-year,University,lga,Idah,North Central,Kogi,Idah,,,0,120,68,29,25,4,0,52,39,4
2019/2020,Female,all,NECO,3-5-year,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,44,22,10,5,5,0,22,12,5
2019/2020,Female,all,NECO,3-5-year,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,276,157,51,41,12,0,119,106,12
2019/2020,Female,all,NECO,3-5-year,University,lga,Okene,North Central,Kogi,Okene,,,0,167,99,34,30,4,0,68,65,4
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,44,27,10,10,0,0,17,17,0
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,76,43,20,15,5,0,33,25,5
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,109,61,20,15,5,0,48,41,5
2019/2020,Female,all,NECO,5+-year,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,77,43,15,10,5,0,34,28,5
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,127,66,30,25,5,0,61,36,5
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,29,16,10,5,5,0,13,6,5
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,48,27,15,10,5,0,21,12,5
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,83,47,20,20,0,0,36,27,0
2019/2020,Female,all,NECO,5+-year,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,16,11,5,0,5,0,5,6,5
2019/2020,Female,all,NECO,5+-year,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,72,43,14,10,4,0,29,29,4
2019/2020,Female,all,NECO,5+-year,University,lga,Idah,North Central,Kogi,Idah,,,0,70,40,20,10,10,0,30,20,10
2019/2020,Female,all,NECO,5+-year,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,23,10,0,0,0,0,13,10,0
2019/2020,Female,all,NECO,5+-year,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,127,71,30,20,10,0,56,41,10
2019/2020,Female,all,NECO,5+-year,University,lga,Okene,North Central,Kogi,Okene,,,0,101,61,25,20,5,0,40,36,5
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,277,170,70,60,10,0,107,100,10
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,406,238,98,89,11,0,168,140,11
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,708,403,146,128,20,0,305,257,20
2019/2020,Female,all,WAEC,1-year,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,451,255,98,85,13,0,196,157,13
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,643,368,135,119,18,0,275,233,18
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,174,97,37,34,4,0,77,60,4
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,345,194,69,59,11,0,151,125,11
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,457,269,98,86,14,0,188,171,14
2019/2020,Female,all,WAEC,1-year,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,68,38,8,9,0,0,30,30,0
2019/2020,Female,all,WAEC,1-year,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,345,189,62,50,12,0,156,127,12
2019/2020,Female,all,WAEC,1-year,University,lga,Idah,North Central,Kogi,Idah,,,0,359,204,76,73,6,0,155,128,6
2019/2020,Female,all,WAEC,1-year,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,145,83,28,26,3,0,62,55,3
2019/2020,Female,all,WAEC,1-year,University,lga,Lokoja,North Central,Kogi,Lokoja,,,0,867,496,190,160,30,0,371,306,30
2019/2020,Female,all,WAEC,1-year,University,lga,Okene,North Central,Kogi,Okene,,,0,500,292,114,102,14,0,208,178,14
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Ankpa,North Central,Kogi,Ankpa,,,0,183,111,45,38,7,0,72,66,7
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Idah,North Central,Kogi,Idah,,,0,262,157,64,57,9,0,105,93,9
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,459,263,88,86,7,0,196,175,7
2019/2020,Female,all,WAEC,2-year,College of Education,lga,Okene,North Central,Kogi,Okene,,,0,289,165,60,52,9,0,124,105,9
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Ankpa,North Central,Kogi,Ankpa,,,0,421,241,89,77,14,0,180,152,14
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Idah,North Central,Kogi,Idah,,,0,106,62,20,22,0,0,44,42,0
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,230,130,44,43,3,0,100,86,3
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Lokoja,North Central,Kogi,Lokoja,,,0,290,166,57,56,4,0,124,109,4
2019/2020,Female,all,WAEC,2-year,Polytechnic,lga,Okene,North Central,Kogi,Okene,,,0,50,28,8,4,4,0,22,20,4
2019/2020,Female,all,WAEC,2-year,University,lga,Ankpa,North Central,Kogi,Ankpa,,,0,235,128,40,34,6,0,107,88,6
2019/2020,Female,all,WAEC,2-year,University,lga,Idah,North Central,Kogi,Idah,,,0,220,127,48,43,7,0,93,79,7
2019/2020,Female,all,WAEC,2-year,University,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,0,88,48,16,18,0,0,40,32,0
