"session","gender","disability_scope","exam_body","gap_band","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Abak","South South","Akwa Ibom","Abak","","","0","106","67","20","22","0","0","39","47","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Eket","South South","Akwa Ibom","Eket","","","0","138","92","34","39","0","0","46","58","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Ikot Ekpene","South South","Akwa Ibom","Ikot Ekpene","","","0","214","145","54","43","13","0","69","91","13"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Oron","South South","Akwa Ibom","Oron","","","0","75","52","19","18","2","0","23","33","2"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Uyo","South South","Akwa Ibom","Uyo","","","0","134","92","32","26","7","0","42","60","7"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Abak","South South","Akwa Ibom","Abak","","","0","126","79","32","17","15","0","47","47","15"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Eket","South South","Akwa Ibom","Eket","","","0","200","129","48","48","3","0","71","81","3"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Ikot Ekpene","South South","Akwa Ibom","Ikot Ekpene","","","0","72","51","23","17","6","0","21","28","6"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Oron","South South","Akwa Ibom","Oron","","","0","103","65","24","27","0","0","38","41","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Uyo","South South","Akwa Ibom","Uyo","","","0","125","83","31","35","0","0","42","52","0"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Abak","South South","Akwa Ibom","Abak","","","0","199","133","40","45","0","0","66","93","0"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Eket","South South","Akwa Ibom","Eket","","","0","65","43","19","13","6","0","22","24","6"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Ikot Ekpene","South South","Akwa Ibom","Ikot Ekpene","","","0","151","97","35","31","6","0","54","62","6"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Oron","South South","Akwa Ibom","Oron","","","0","255","166","67","53","15","0","89","99","15"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Uyo","South South","Akwa Ibom","Uyo","","","0","135","86","32","26","8","0","49","54","8"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Abak","South South","Akwa Ibom","Abak","","","0","64","43","16","12","4","0","21","27","4"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Eket","South South","Akwa Ibom","Eket","","","0","86","59","24","21","4","0","27","35","4"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Ikot Ekpene","South South","Akwa Ibom","Ikot Ekpene","","","0","128","84","32","31","3","0","44","52","3"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Oron","South South","Akwa Ibom","Oron","","","0","48","32","12","13","0","0","16","20","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Uyo","South South","Akwa Ibom","Uyo","","","0","86","53","20","16","4","0","33","33","4"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Abak","South South","Akwa Ibom","Abak","","","0","80","50","16","17","0","0","30","34","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Eket","South South","Akwa Ibom","Eket","","","0","129","83","36","34","4","0","46","47","4"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Ikot Ekpene","South South","Akwa Ibom","Ikot Ekpene","","","0","48","35","12","13","0","0","13","23","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Oron","South South","Akwa Ibom","Oron","","","0","65","42","12","12","0","0","23","30","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Uyo","South South","Akwa Ibom","Uyo","","","0","81","50","24","17","7","0","31","26","7"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Abak","South South","Akwa Ibom","Abak","","","0","124","81","24","26","0","0","43","57","0"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Eket","South South","Akwa Ibom","Eket","","","0","38","27","12","8","4","0","11","15","4"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Ikot Ekpene","South South","Akwa Ibom","Ikot Ekpene","","","0","98","64","24","17","8","0","34","40","8"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Oron","South South","Akwa Ibom","Oron","","","0","164","107","44","43","4","0","57","63","4"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Uyo","South South","Akwa Ibom","Uyo","","","0","83","59","20","17","4","0","24","39","4"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Abak","South South","Akwa Ibom","Abak","","","0","43","29","12","12","0","0","14","17","0"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Eket","South South","Akwa Ibom","Eket","","","0","61","42","16","16","0","0","19","26","0"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Ikot Ekpene","South South","Akwa Ibom","Ikot Ekpene","","","0","77","50","24","26","0","0","27","26","0"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Oron","South South","Akwa Ibom","Oron","","","0","26","16","8","8","0","0","10","8","0"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Uyo","South South","Akwa Ibom","Uyo","","","0","57","34","16","16","0","0","23","18","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Abak","South South","Akwa Ibom","Abak","","","0","48","32","16","17","0","0","16","16","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Eket","South South","Akwa Ibom","Eket","","","0","77","50","24","24","0","0","27","26","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Ikot Ekpene","South South","Akwa Ibom","Ikot Ekpene","","","0","29","18","8","8","0","0","11","10","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Oron","South South","Akwa Ibom","Oron","","","0","42","27","12","12","0","0","15","15","0"
