"session","gender","disability_scope","exam_body","gap_band","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Daura","North West","Katsina","Daura","","","0","214","119","50","44","11","0","95","69","11"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Dutsinma","North West","Katsina","Dutsinma","","","0","197","117","47","45","5","0","80","70","5"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Funtua","North West","Katsina","Funtua","","","0","263","148","54","50","6","0","115","94","6"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Katsina","North West","Katsina","Katsina","","","0","164","94","47","43","6","0","70","47","6"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Mashi","North West","Katsina","Mashi","","","0","80","46","13","15","0","0","34","33","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Daura","North West","Katsina","Daura","","","0","67","41","13","15","0","0","26","28","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Dutsinma","North West","Katsina","Dutsinma","","","0","152","87","33","30","6","0","65","54","6"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Funtua","North West","Katsina","Funtua","","","0","158","85","28","29","0","0","73","57","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Katsina","North West","Katsina","Katsina","","","0","272","154","64","51","18","0","118","90","18"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Mashi","North West","Katsina","Mashi","","","0","153","96","39","22","17","0","57","57","17"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Daura","North West","Katsina","Daura","","","0","202","116","38","43","0","0","86","78","0"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Dutsinma","North West","Katsina","Dutsinma","","","0","131","69","21","23","0","0","62","48","0"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Funtua","North West","Katsina","Funtua","","","0","78","44","20","14","6","0","34","24","6"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Katsina","North West","Katsina","Katsina","","","0","33","18","7","7","0","0","15","11","0"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Mashi","North West","Katsina","Mashi","","","0","320","180","53","60","0","0","140","127","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Daura","North West","Katsina","Daura","","","0","138","83","37","44","0","0","55","46","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Dutsinma","North West","Katsina","Dutsinma","","","0","137","79","34","37","0","0","58","45","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Funtua","North West","Katsina","Funtua","","","0","183","107","42","42","0","0","76","65","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Katsina","North West","Katsina","Katsina","","","0","106","62","27","28","0","0","44","35","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Mashi","North West","Katsina","Mashi","","","0","55","29","13","15","0","0","26","16","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Daura","North West","Katsina","Daura","","","0","42","26","6","7","0","0","16","20","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Dutsinma","North West","Katsina","Dutsinma","","","0","100","55","21","22","0","0","45","34","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Funtua","North West","Katsina","Funtua","","","0","105","62","28","29","0","0","43","34","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Katsina","North West","Katsina","Katsina","","","0","170","105","37","43","0","0","65","68","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Mashi","North West","Katsina","Mashi","","","0","92","52","19","21","0","0","40","33","0"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Daura","North West","Katsina","Daura","","","0","120","71","32","35","0","0","49","39","0"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Dutsinma","North West","Katsina","Dutsinma","","","0","81","44","20","23","0","0","37","24","0"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Funtua","North West","Katsina","Funtua","","","0","53","29","14","14","0","0","24","15","0"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Katsina","North West","Katsina","Katsina","","","0","19","12","7","7","0","0","7","5","0"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Mashi","North West","Katsina","Mashi","","","0","214","114","54","53","5","0","100","60","5"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Daura","North West","Katsina","Daura","","","0","83","48","19","22","0","0","35","29","0"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Dutsinma","North West","Katsina","Dutsinma","","","0","72","45","13","15","0","0","27","33","0"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Funtua","North West","Katsina","Funtua","","","0","113","69","35","21","14","0","44","34","14"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Katsina","North West","Katsina","Katsina","","","0","69","39","20","21","0","0","30","20","0"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Mashi","North West","Katsina","Mashi","","","0","36","21","7","0","7","0","15","14","7"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Daura","North West","Katsina","Daura","","","0","28","17","6","7","0","0","11","11","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Dutsinma","North West","Katsina","Dutsinma","","","0","63","36","21","14","7","0","27","15","7"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Funtua","North West","Katsina","Funtua","","","0","64","36","14","7","7","0","28","22","7"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Katsina","North West","Katsina","Katsina","","","0","119","63","31","29","6","0","56","32","6"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Mashi","North West","Katsina","Mashi","","","0","64","41","18","21","0","0","23","23","0"
"2019/2020","Female","all","NABTEB","3-5-year","University","lga","Daura","North West","Katsina","Daura","","","0","85","54","25","7","18","0","31","29","18"
"2019/2020","Female","all","NABTEB","3-5-year","University","lga","Dutsinma","North West","Katsina","Dutsinma","","","0","56","33","14","0","14","0","23","19","14"
"2019/2020","Female","all","NABTEB","3-5-year","University","lga","Funtua","North West","Katsina","Funtua","","","0","30","18","14","14","0","0","12","5","0"
"2019/2020","Female","all","NABTEB","3-5-year","University","lga","Katsina","North West","Katsina","Katsina","","","0","14","6","0","0","0","0","8","6","0"
"2019/2020","Female","all","NABTEB","3-5-year","University","lga","Mashi","North West","Katsina","Mashi","","","0","121","72","26","8","20","0","49","46","20"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","lga","Daura","North West","Katsina","Daura","","","0","49","24","0","0","0","0","25","24","0"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","lga","Dutsinma","North West","Katsina","Dutsinma","","","0","43","24","0","0","0","0","19","24","0"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","lga","Funtua","North West","Katsina","Funtua","","","0","51","30","7","0","7","0","21","24","7"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","lga","Katsina","North West","Katsina","Katsina","","","0","32","21","0","0","0","0","11","21","0"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","lga","Mashi","North West","Katsina","Mashi","","","0","19","9","0","0","0","0","10","9","0"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","lga","Daura","North West","Katsina","Daura","","","0","11","6","6","0","6","0","5","0","6"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","lga","Dutsinma","North West","Katsina","Dutsinma","","","0","39","24","7","0","7","0","15","17","7"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","lga","Funtua","North West","Katsina","Funtua","","","0","39","18","0","0","0","0","21","18","0"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","lga","Katsina","North West","Katsina","Katsina","","","0","61","39","6","0","6","0","22","33","6"
