session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Esan Central,South South,Edo,Esan Central,,,0,170,105,46,43,5,0,65,59,5
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Etsako West,South South,Edo,Etsako West,,,0,101,65,31,21,10,0,36,34,10
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Oredo,South South,Edo,Oredo,,,0,282,177,72,64,10,0,105,105,9
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Owan East,South South,Edo,Owan East,,,0,289,178,66,65,5,0,111,112,5
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Esan Central,South South,Edo,Esan Central,,,0,76,51,15,16,0,0,25,36,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Etsako West,South South,Edo,Etsako West,,,0,134,80,30,27,5,0,54,50,5
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Oredo,South South,Edo,Oredo,,,0,200,118,45,42,5,0,82,73,4
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Owan East,South South,Edo,Owan East,,,0,100,59,20,21,0,0,41,39,0
2019/2020,Female,all,NABTEB,1-year,University,lga,Esan Central,South South,Edo,Esan Central,,,0,193,114,46,31,15,0,79,68,15
2019/2020,Female,all,NABTEB,1-year,University,lga,Etsako West,South South,Edo,Etsako West,,,0,200,122,45,43,5,0,78,77,5
2019/2020,Female,all,NABTEB,1-year,University,lga,Oredo,South South,Edo,Oredo,,,0,376,223,80,67,15,0,153,143,15
2019/2020,Female,all,NABTEB,1-year,University,lga,Owan East,South South,Edo,Owan East,,,0,97,59,15,16,0,0,38,44,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Esan Central,South South,Edo,Esan Central,,,0,106,70,30,25,5,0,36,40,5
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Etsako West,South South,Edo,Etsako West,,,0,58,37,15,15,0,0,21,22,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Oredo,South South,Edo,Oredo,,,0,184,113,50,41,10,0,71,63,9
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Owan East,South South,Edo,Owan East,,,0,193,116,40,41,0,0,77,76,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Esan Central,South South,Edo,Esan Central,,,0,47,31,10,10,0,0,16,21,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Etsako West,South South,Edo,Etsako West,,,0,87,50,20,22,0,0,37,30,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Oredo,South South,Edo,Oredo,,,0,130,75,35,30,5,0,55,40,5
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Owan East,South South,Edo,Owan East,,,0,66,40,15,15,0,0,26,25,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Esan Central,South South,Edo,Esan Central,,,0,116,73,25,25,0,0,43,48,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Etsako West,South South,Edo,Etsako West,,,0,134,79,35,26,9,0,55,44,9
2019/2020,Female,all,NABTEB,2-year,University,lga,Oredo,South South,Edo,Oredo,,,0,244,145,55,55,0,0,99,90,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Owan East,South South,Edo,Owan East,,,0,58,34,10,10,0,0,24,24,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Esan Central,South South,Edo,Esan Central,,,0,70,40,20,20,0,0,30,20,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Etsako West,South South,Edo,Etsako West,,,0,44,23,10,10,0,0,21,13,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Oredo,South South,Edo,Oredo,,,0,112,69,25,26,0,0,43,44,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Owan East,South South,Edo,Owan East,,,0,113,70,30,25,5,0,43,40,5
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Esan Central,South South,Edo,Esan Central,,,0,28,17,10,10,0,0,11,7,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Etsako West,South South,Edo,Etsako West,,,0,52,31,20,22,0,0,21,11,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Oredo,South South,Edo,Oredo,,,0,78,49,25,25,0,0,29,24,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Owan East,South South,Edo,Owan East,,,0,38,26,15,15,0,0,12,11,0
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Esan Central,South South,Edo,Esan Central,,,0,78,46,25,20,5,0,32,21,5
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Etsako West,South South,Edo,Etsako West,,,0,84,50,25,26,0,0,34,25,0
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Oredo,South South,Edo,Oredo,,,0,153,90,45,40,5,0,63,45,5
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Owan East,South South,Edo,Owan East,,,0,37,19,10,10,0,0,18,9,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Esan Central,South South,Edo,Esan Central,,,0,33,21,5,0,5,0,12,16,5
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Etsako West,South South,Edo,Etsako West,,,0,21,15,5,5,0,0,6,10,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Oredo,South South,Edo,Oredo,,,0,70,47,10,5,5,0,23,37,5
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Owan East,South South,Edo,Owan East,,,0,77,51,25,5,20,0,26,26,20
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Esan Central,South South,Edo,Esan Central,,,0,15,9,5,0,5,0,6,4,5
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Etsako West,South South,Edo,Etsako West,,,0,31,21,5,0,5,0,10,16,5
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Oredo,South South,Edo,Oredo,,,0,52,33,10,5,5,0,19,23,5
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Owan East,South South,Edo,Owan East,,,0,23,14,5,0,5,0,9,9,5
2019/2020,Female,all,NABTEB,5+-year,University,lga,Esan Central,South South,Edo,Esan Central,,,0,46,29,5,5,0,0,17,24,0
2019/2020,Female,all,NABTEB,5+-year,University,lga,Etsako West,South South,Edo,Etsako West,,,0,41,24,5,0,5,0,17,19,5
2019/2020,Female,all,NABTEB,5+-year,University,lga,Oredo,South South,Edo,Oredo,,,0,86,57,5,0,5,0,29,52,5
2019/2020,Female,all,NABTEB,5+-year,University,lga,Owan East,South South,Edo,Owan East,,,0,20,12,5,0,5,0,8,7,5
2019/2020,Female,all,NECO,1-year,College of Education,lga,Esan Central,South South,Edo,Esan Central,,,0,326,199,72,63,9,0,127,127,9
2019/2020,Female,all,NECO,1-year,College of Education,lga,Etsako West,South South,Edo,Etsako West,,,0,177,111,40,39,3,0,66,71,3
2019/2020,Female,all,NECO,1-year,College of Education,lga,Oredo,South South,Edo,Oredo,,,0,527,321,108,98,13,0,206,213,12
