session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Alimosho,South West,Lagos,Alimosho,,,0,43,31,13,7,6,0,12,18,6
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Ikeja,South West,Lagos,Ikeja,,,0,200,129,46,44,6,0,71,83,6
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Kosofe,South West,Lagos,Kosofe,,,0,47,31,13,15,0,0,16,18,0
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Lagos Island,South West,Lagos,Lagos Island,,,0,184,130,39,37,6,0,54,91,6
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Surulere,South West,Lagos,Surulere,,,0,206,147,48,43,5,0,59,99,5
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Alimosho,South West,Lagos,Alimosho,,,0,435,290,105,104,11,0,145,185,11
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Ikeja,South West,Lagos,Ikeja,,,0,356,241,85,81,12,0,115,156,12
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Kosofe,South West,Lagos,Kosofe,,,0,172,120,47,37,10,0,52,73,10
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Lagos Island,South West,Lagos,Lagos Island,,,0,277,175,59,52,11,0,102,116,11
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Surulere,South West,Lagos,Surulere,,,0,215,138,47,44,5,0,77,91,5
2019/2020,Female,all,NABTEB,1-year,University,lga,Alimosho,South West,Lagos,Alimosho,,,0,203,143,47,44,5,0,60,96,5
2019/2020,Female,all,NABTEB,1-year,University,lga,Ikeja,South West,Lagos,Ikeja,,,0,117,76,26,30,0,0,41,50,0
2019/2020,Female,all,NABTEB,1-year,University,lga,Kosofe,South West,Lagos,Kosofe,,,0,470,307,99,88,17,0,163,208,17
2019/2020,Female,all,NABTEB,1-year,University,lga,Lagos Island,South West,Lagos,Lagos Island,,,0,239,151,53,43,12,0,88,98,12
2019/2020,Female,all,NABTEB,1-year,University,lga,Surulere,South West,Lagos,Surulere,,,0,228,147,52,52,6,0,81,95,6
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Alimosho,South West,Lagos,Alimosho,,,0,27,18,7,7,0,0,9,11,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Ikeja,South West,Lagos,Ikeja,,,0,133,93,34,28,6,0,40,59,6
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Kosofe,South West,Lagos,Kosofe,,,0,35,22,7,7,0,0,13,15,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Lagos Island,South West,Lagos,Lagos Island,,,0,121,84,33,21,12,0,37,51,12
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Surulere,South West,Lagos,Surulere,,,0,131,88,41,43,0,0,43,47,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Alimosho,South West,Lagos,Alimosho,,,0,273,187,61,57,6,0,86,126,6
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Ikeja,South West,Lagos,Ikeja,,,0,230,152,54,50,6,0,78,98,6
