session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Jema'a,North West,Kaduna,Jema'a,,,0,228,164,60,66,0,0,64,104,0
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Kaduna North,North West,Kaduna,Kaduna North,,,0,278,188,70,73,0,0,90,118,0
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Kaduna South,North West,Kaduna,Kaduna South,,,0,110,71,35,28,7,0,39,36,7
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Soba,North West,Kaduna,Soba,,,0,147,105,43,47,0,0,42,62,0
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Zaria,North West,Kaduna,Zaria,,,0,323,225,87,75,16,0,98,138,16
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Jema'a,North West,Kaduna,Jema'a,,,0,110,75,26,28,0,0,35,49,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Kaduna North,North West,Kaduna,Kaduna North,,,0,47,34,8,9,0,0,13,26,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Kaduna South,North West,Kaduna,Kaduna South,,,0,138,101,43,28,15,0,37,58,15
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Soba,North West,Kaduna,Soba,,,0,60,38,17,9,8,0,22,21,8
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Zaria,North West,Kaduna,Zaria,,,0,94,63,26,19,7,0,31,37,7
2019/2020,Female,all,NABTEB,1-year,University,lga,Jema'a,North West,Kaduna,Jema'a,,,0,312,218,62,64,0,0,94,156,0
2019/2020,Female,all,NABTEB,1-year,University,lga,Kaduna North,North West,Kaduna,Kaduna North,,,0,215,152,69,66,7,0,63,83,7
2019/2020,Female,all,NABTEB,1-year,University,lga,Kaduna South,North West,Kaduna,Kaduna South,,,0,266,177,70,65,8,0,89,107,8
2019/2020,Female,all,NABTEB,1-year,University,lga,Soba,North West,Kaduna,Soba,,,0,360,246,85,92,0,0,114,161,0
2019/2020,Female,all,NABTEB,1-year,University,lga,Zaria,North West,Kaduna,Zaria,,,0,124,80,26,29,0,0,44,54,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Jema'a,North West,Kaduna,Jema'a,,,0,144,105,52,37,15,0,39,53,15
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Kaduna North,North West,Kaduna,Kaduna North,,,0,182,124,69,64,7,0,58,55,7
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Kaduna South,North West,Kaduna,Kaduna South,,,0,71,47,27,28,0,0,24,20,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Soba,North West,Kaduna,Soba,,,0,98,67,25,27,0,0,31,42,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Zaria,North West,Kaduna,Zaria,,,0,210,139,63,65,0,0,71,76,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Jema'a,North West,Kaduna,Jema'a,,,0,70,50,18,19,0,0,20,32,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Kaduna North,North West,Kaduna,Kaduna North,,,0,27,17,8,9,0,0,10,9,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Kaduna South,North West,Kaduna,Kaduna South,,,0,88,59,27,28,0,0,29,32,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Soba,North West,Kaduna,Soba,,,0,37,25,9,9,0,0,12,16,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Zaria,North West,Kaduna,Zaria,,,0,58,42,18,19,0,0,16,24,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Jema'a,North West,Kaduna,Jema'a,,,0,202,134,62,54,8,0,68,72,8
2019/2020,Female,all,NABTEB,2-year,University,lga,Kaduna North,North West,Kaduna,Kaduna North,,,0,142,105,43,46,0,0,37,62,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Kaduna South,North West,Kaduna,Kaduna South,,,0,179,130,45,45,0,0,49,85,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Soba,North West,Kaduna,Soba,,,0,225,161,69,72,0,0,64,92,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Zaria,North West,Kaduna,Zaria,,,0,87,51,26,29,0,0,36,25,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Jema'a,North West,Kaduna,Jema'a,,,0,88,60,36,28,9,0,28,24,9
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Kaduna North,North West,Kaduna,Kaduna North,,,0,116,75,26,28,0,0,41,49,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Kaduna South,North West,Kaduna,Kaduna South,,,0,44,34,18,19,0,0,10,16,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Soba,North West,Kaduna,Soba,,,0,68,47,25,27,0,0,21,22,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Zaria,North West,Kaduna,Zaria,,,0,139,93,45,45,0,0,46,49,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Jema'a,North West,Kaduna,Jema'a,,,0,51,38,9,10,0,0,13,29,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Kaduna North,North West,Kaduna,Kaduna North,,,0,17,13,8,0,8,0,4,5,8
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Kaduna South,North West,Kaduna,Kaduna South,,,0,50,34,26,19,8,0,16,8,8
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Soba,North West,Kaduna,Soba,,,0,27,17,9,9,0,0,10,8,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Zaria,North West,Kaduna,Zaria,,,0,41,25,9,10,0,0,16,16,0
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Jema'a,North West,Kaduna,Jema'a,,,0,126,80,36,27,9,0,46,45,9
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Kaduna North,North West,Kaduna,Kaduna North,,,0,90,63,26,27,0,0,27,37,0
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Kaduna South,North West,Kaduna,Kaduna South,,,0,104,68,36,36,0,0,36,33,0
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Soba,North West,Kaduna,Soba,,,0,144,94,52,45,9,0,50,43,9
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Zaria,North West,Kaduna,Zaria,,,0,57,43,17,9,9,0,14,26,9
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Jema'a,North West,Kaduna,Jema'a,,,0,54,38,18,19,0,0,16,20,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Kaduna North,North West,Kaduna,Kaduna North,,,0,62,41,9,10,0,0,21,32,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Kaduna South,North West,Kaduna,Kaduna South,,,0,17,12,0,0,0,0,6,12,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Soba,North West,Kaduna,Soba,,,0,31,21,8,0,8,0,10,13,8
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Zaria,North West,Kaduna,Zaria,,,0,74,46,9,0,9,0,28,38,9
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Jema'a,North West,Kaduna,Jema'a,,,0,23,12,9,0,9,0,11,4,9
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Kaduna North,North West,Kaduna,Kaduna North,,,0,13,9,0,0,0,0,4,9,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Kaduna South,North West,Kaduna,Kaduna South,,,0,30,25,0,0,0,0,5,25,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Soba,North West,Kaduna,Soba,,,0,13,8,0,0,0,0,5,8,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Zaria,North West,Kaduna,Zaria,,,0,23,21,0,0,0,0,2,21,0
2019/2020,Female,all,NABTEB,5+-year,University,lga,Jema'a,North West,Kaduna,Jema'a,,,0,66,40,0,0,0,0,26,40,0
2019/2020,Female,all,NABTEB,5+-year,University,lga,Kaduna North,North West,Kaduna,Kaduna North,,,0,52,30,17,0,17,0,22,13,17
2019/2020,Female,all,NABTEB,5+-year,University,lga,Kaduna South,North West,Kaduna,Kaduna South,,,0,67,46,9,0,9,0,21,37,9
2019/2020,Female,all,NABTEB,5+-year,University,lga,Soba,North West,Kaduna,Soba,,,0,85,63,18,0,18,0,22,45,18
2019/2020,Female,all,NABTEB,5+-year,University,lga,Zaria,North West,Kaduna,Zaria,,,0,27,21,0,0,0,0,6,21,0
2019/2020,Female,all,NECO,1-year,College of Education,lga,Jema'a,North West,Kaduna,Jema'a,,,0,474,321,119,101,18,0,153,202,18
2019/2020,Female,all,NECO,1-year,College of Education,lga,Kaduna North,North West,Kaduna,Kaduna North,,,0,499,351,124,92,33,0,148,227,33
2019/2020,Female,all,NECO,1-year,College of Education,lga,Kaduna South,North West,Kaduna,Kaduna South,,,0,211,145,53,43,10,0,66,92,10
2019/2020,Female,all,NECO,1-year,College of Education,lga,Soba,North West,Kaduna,Soba,,,0,288,202,65,65,4,0,86,137,4
2019/2020,Female,all,NECO,1-year,College of Education,lga,Zaria,North West,Kaduna,Zaria,,,0,634,413,132,128,12,0,221,281,12
2019/2020,Female,all,NECO,1-year,Polytechnic,lga,Jema'a,North West,Kaduna,Jema'a,,,0,208,141,53,51,4,0,67,88,4
