"session","gender","disability_scope","exam_body","gap_band","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Abuja Municipal Area Council","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","","","0","346","218","89","80","13","0","128","129","13"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Bwari","North Central","Abuja Federal Capital Territory","Bwari","","","0","245","152","57","58","0","0","93","95","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Gwagwalada","North Central","Abuja Federal Capital Territory","Gwagwalada","","","0","134","84","32","32","0","0","50","52","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Kuje","North Central","Abuja Federal Capital Territory","Kuje","","","0","113","70","31","25","6","0","43","39","6"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Kwali","North Central","Abuja Federal Capital Territory","Kwali","","","0","122","70","25","20","6","0","52","45","6"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Abuja Municipal Area Council","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","","","0","118","74","26","26","0","0","44","48","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Bwari","North Central","Abuja Federal Capital Territory","Bwari","","","0","157","97","38","32","6","0","60","59","6"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Gwagwalada","North Central","Abuja Federal Capital Territory","Gwagwalada","","","0","135","89","32","26","7","0","46","57","7"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Kuje","North Central","Abuja Federal Capital Territory","Kuje","","","0","214","137","57","46","14","0","77","80","14"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Kwali","North Central","Abuja Federal Capital Territory","Kwali","","","0","145","87","31","32","0","0","58","56","0"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Abuja Municipal Area Council","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","","","0","27","15","6","7","0","0","12","9","0"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Bwari","North Central","Abuja Federal Capital Territory","Bwari","","","0","94","58","19","20","0","0","36","39","0"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Gwagwalada","North Central","Abuja Federal Capital Territory","Gwagwalada","","","0","175","112","51","44","7","0","63","61","7"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Kuje","North Central","Abuja Federal Capital Territory","Kuje","","","0","99","64","25","26","0","0","35","39","0"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Kwali","North Central","Abuja Federal Capital Territory","Kwali","","","0","197","118","37","39","0","0","79","81","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Abuja Municipal Area Council","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","","","0","218","138","55","60","0","0","80","83","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Bwari","North Central","Abuja Federal Capital Territory","Bwari","","","0","159","99","50","37","14","0","60","49","14"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Gwagwalada","North Central","Abuja Federal Capital Territory","Gwagwalada","","","0","81","48","25","25","0","0","33","23","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Kuje","North Central","Abuja Federal Capital Territory","Kuje","","","0","76","42","18","18","0","0","34","24","0"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Kwali","North Central","Abuja Federal Capital Territory","Kwali","","","0","75","42","18","20","0","0","33","24","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Abuja Municipal Area Council","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","","","0","73","48","12","12","0","0","25","36","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Bwari","North Central","Abuja Federal Capital Territory","Bwari","","","0","97","63","24","25","0","0","34","39","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Gwagwalada","North Central","Abuja Federal Capital Territory","Gwagwalada","","","0","84","54","25","19","7","0","30","29","7"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Kuje","North Central","Abuja Federal Capital Territory","Kuje","","","0","138","84","36","40","0","0","54","48","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Kwali","North Central","Abuja Federal Capital Territory","Kwali","","","0","92","54","24","26","0","0","38","30","0"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Abuja Municipal Area Council","North Central","Abuja Federal Capital Territory","Abuja Municipal Area Council","","","0","16","9","6","7","0","0","7","3","0"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Bwari","North Central","Abuja Federal Capital Territory","Bwari","","","0","56","36","19","12","7","0","20","17","7"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Gwagwalada","North Central","Abuja Federal Capital Territory","Gwagwalada","","","0","111","66","30","30","0","0","45","36","0"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Kuje","North Central","Abuja Federal Capital Territory","Kuje","","","0","59","39","18","19","0","0","20","21","0"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Kwali","North Central","Abuja Federal Capital Territory","Kwali","","","0","130","78","30","32","0","0","52","48","0"
