session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Ede North,South West,Osun,Ede North,,,0,21,14,5,5,0,0,7,9,0
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Ife Central,South West,Osun,Ife Central,,,0,85,56,15,15,0,0,29,41,0
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Ilesha East,South West,Osun,Ilesha East,,,0,134,97,39,33,7,0,37,58,7
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Ilesha West,South West,Osun,Ilesha West,,,0,56,33,15,10,5,0,23,18,5
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Osogbo,South West,Osun,Osogbo,,,0,258,170,64,58,8,0,88,106,8
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Ede North,South West,Osun,Ede North,,,0,155,106,40,26,15,0,49,66,15
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Ife Central,South West,Osun,Ife Central,,,0,121,89,34,33,3,0,32,55,3
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Ilesha East,South West,Osun,Ilesha East,,,0,186,132,49,49,3,0,54,83,3
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Ilesha West,South West,Osun,Ilesha West,,,0,226,144,40,42,0,0,82,104,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Osogbo,South West,Osun,Osogbo,,,0,90,59,20,15,5,0,31,39,5
2019/2020,Female,all,NABTEB,1-year,University,lga,Ede North,South West,Osun,Ede North,,,0,220,156,69,71,3,0,64,87,3
2019/2020,Female,all,NABTEB,1-year,University,lga,Ife Central,South West,Osun,Ife Central,,,0,246,168,73,60,15,0,78,95,15
2019/2020,Female,all,NABTEB,1-year,University,lga,Ilesha East,South West,Osun,Ilesha East,,,0,90,59,20,16,4,0,31,39,4
2019/2020,Female,all,NABTEB,1-year,University,lga,Ilesha West,South West,Osun,Ilesha West,,,0,137,92,39,38,3,0,45,53,3
2019/2020,Female,all,NABTEB,1-year,University,lga,Osogbo,South West,Osun,Osogbo,,,0,44,31,14,11,3,0,13,17,3
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Ede North,South West,Osun,Ede North,,,0,14,8,5,5,0,0,6,3,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Ife Central,South West,Osun,Ife Central,,,0,57,39,15,15,0,0,18,24,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Ilesha East,South West,Osun,Ilesha East,,,0,92,66,30,27,5,0,26,36,5
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Ilesha West,South West,Osun,Ilesha West,,,0,33,22,5,5,0,0,11,17,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Osogbo,South West,Osun,Osogbo,,,0,164,104,45,41,5,0,60,59,5
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Ede North,South West,Osun,Ede North,,,0,100,71,20,20,0,0,29,51,0
