session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Bungudu,North West,Zamfara,Bungudu,,,0,144,112,42,45,0,0,32,70,0
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Gusau,North West,Zamfara,Gusau,,,0,228,160,55,59,0,0,68,105,0
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,214,158,61,66,0,0,56,97,0
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Maru,North West,Zamfara,Maru,,,0,147,108,35,37,0,0,39,73,0
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,210,145,40,38,6,0,65,105,6
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Bungudu,North West,Zamfara,Bungudu,,,0,336,241,102,83,21,0,95,139,21
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Gusau,North West,Zamfara,Gusau,,,0,49,37,14,15,0,0,12,23,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,132,95,34,36,0,0,37,61,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Maru,North West,Zamfara,Maru,,,0,111,81,34,23,11,0,30,47,11
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,99,71,28,23,6,0,28,43,6
2019/2020,Female,all,NABTEB,1-year,University,lga,Gusau,North West,Zamfara,Gusau,,,0,159,112,41,36,5,0,47,71,5
2019/2020,Female,all,NABTEB,1-year,University,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,52,34,14,14,0,0,18,20,0
2019/2020,Female,all,NABTEB,1-year,University,lga,Maru,North West,Zamfara,Maru,,,0,227,158,68,43,25,0,69,90,25
2019/2020,Female,all,NABTEB,1-year,University,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,178,124,49,46,6,0,54,75,6
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Bungudu,North West,Zamfara,Bungudu,,,0,93,68,28,29,0,0,25,40,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Gusau,North West,Zamfara,Gusau,,,0,143,105,42,35,7,0,38,63,7
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,150,113,49,42,7,0,37,64,7
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Maru,North West,Zamfara,Maru,,,0,96,68,34,28,6,0,28,34,6
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,127,85,28,31,0,0,42,57,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Bungudu,North West,Zamfara,Bungudu,,,0,205,146,63,68,0,0,59,83,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Gusau,North West,Zamfara,Gusau,,,0,34,24,7,7,0,0,10,17,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,82,58,28,28,0,0,24,30,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Maru,North West,Zamfara,Maru,,,0,73,54,21,23,0,0,19,33,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,62,48,21,23,0,0,14,27,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Gusau,North West,Zamfara,Gusau,,,0,109,76,35,36,0,0,33,41,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,30,28,14,14,0,0,2,14,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Maru,North West,Zamfara,Maru,,,0,144,106,42,43,0,0,38,64,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,109,78,35,38,0,0,31,43,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Bungudu,North West,Zamfara,Bungudu,,,0,66,48,14,14,0,0,18,34,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Gusau,North West,Zamfara,Gusau,,,0,103,75,28,21,7,0,28,47,7
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,99,72,35,35,0,0,27,37,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Maru,North West,Zamfara,Maru,,,0,59,45,14,7,7,0,14,31,7
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,85,61,28,31,0,0,24,33,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Bungudu,North West,Zamfara,Bungudu,,,0,126,100,56,61,0,0,26,44,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Gusau,North West,Zamfara,Gusau,,,0,18,14,7,7,0,0,4,7,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,56,41,14,14,0,0,15,27,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Maru,North West,Zamfara,Maru,,,0,46,37,14,14,0,0,9,23,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,39,24,14,16,0,0,15,10,0
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Gusau,North West,Zamfara,Gusau,,,0,66,50,21,15,7,0,16,29,7
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,20,14,7,7,0,0,6,7,0
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Maru,North West,Zamfara,Maru,,,0,92,75,35,36,0,0,17,40,0
2019/2020,Female,all,NABTEB,3-5-year,University,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,71,55,21,22,0,0,16,34,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Bungudu,North West,Zamfara,Bungudu,,,0,31,24,14,0,14,0,7,10,14
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Gusau,North West,Zamfara,Gusau,,,0,56,40,14,7,7,0,16,26,7
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,51,35,21,7,14,0,16,14,14
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Maru,North West,Zamfara,Maru,,,0,36,24,7,7,0,0,12,17,0
2019/2020,Female,all,NABTEB,5+-year,College of Education,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,46,34,7,0,7,0,12,27,7
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Bungudu,North West,Zamfara,Bungudu,,,0,76,54,14,15,0,0,22,40,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Gusau,North West,Zamfara,Gusau,,,0,10,7,7,0,7,0,3,0,7
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,31,20,0,0,0,0,11,20,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Maru,North West,Zamfara,Maru,,,0,23,14,0,0,0,0,9,14,0
2019/2020,Female,all,NABTEB,5+-year,Polytechnic,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,21,13,0,0,0,0,8,13,0
2019/2020,Female,all,NABTEB,5+-year,University,lga,Gusau,North West,Zamfara,Gusau,,,0,42,31,0,0,0,0,11,31,0
2019/2020,Female,all,NABTEB,5+-year,University,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,10,7,0,0,0,0,3,7,0
2019/2020,Female,all,NABTEB,5+-year,University,lga,Maru,North West,Zamfara,Maru,,,0,55,39,0,0,0,0,16,39,0
2019/2020,Female,all,NABTEB,5+-year,University,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,44,38,7,0,7,0,8,31,7
2019/2020,Female,all,NECO,1-year,College of Education,lga,Bungudu,North West,Zamfara,Bungudu,,,0,301,220,78,70,11,0,81,142,11
2019/2020,Female,all,NECO,1-year,College of Education,lga,Gusau,North West,Zamfara,Gusau,,,0,418,291,105,105,10,0,127,186,10
