session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Bonny,South South,Rivers,Bonny,,,0,297,163,53,48,9,0,134,110,9
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Eleme,South South,Rivers,Eleme,,,0,90,57,15,15,0,0,33,42,0
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Obio-Akpor,South South,Rivers,Obio-Akpor,,,0,166,95,29,23,6,0,71,66,6
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Okrika,South South,Rivers,Okrika,,,0,38,23,7,7,0,0,15,16,0
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Port Harcourt,South South,Rivers,Port Harcourt,,,0,173,101,32,31,3,0,72,69,3
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Bonny,South South,Rivers,Bonny,,,0,138,75,21,23,0,0,63,54,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Eleme,South South,Rivers,Eleme,,,0,187,109,36,30,7,0,78,73,7
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Obio-Akpor,South South,Rivers,Obio-Akpor,,,0,279,153,46,41,6,0,126,107,6
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Okrika,South South,Rivers,Okrika,,,0,67,37,14,8,6,0,30,23,6
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Port Harcourt,South South,Rivers,Port Harcourt,,,0,195,113,32,30,3,0,82,81,3
2019/2020,Female,all,NABTEB,1-year,University,lga,Bonny,South South,Rivers,Bonny,,,0,47,29,7,7,0,0,18,22,0
2019/2020,Female,all,NABTEB,1-year,University,lga,Eleme,South South,Rivers,Eleme,,,0,218,126,44,37,7,0,92,82,7
2019/2020,Female,all,NABTEB,1-year,University,lga,Obio-Akpor,South South,Rivers,Obio-Akpor,,,0,79,43,11,11,0,0,36,32,0
2019/2020,Female,all,NABTEB,1-year,University,lga,Okrika,South South,Rivers,Okrika,,,0,315,174,58,54,6,0,141,116,6
2019/2020,Female,all,NABTEB,1-year,University,lga,Port Harcourt,South South,Rivers,Port Harcourt,,,0,125,68,22,16,6,0,57,46,6
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Bonny,South South,Rivers,Bonny,,,0,182,102,38,36,3,0,80,64,3
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Eleme,South South,Rivers,Eleme,,,0,61,37,11,12,0,0,24,26,0
