"session","gender","disability_scope","exam_body","gap_band","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Ado Ekiti","South West","Ekiti","Ado Ekiti","","","0","317","185","72","65","13","0","132","113","13"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Efon","South West","Ekiti","Efon","","","0","140","84","29","31","2","0","56","55","2"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Emure","South West","Ekiti","Emure","","","0","258","152","55","56","4","0","106","97","4"
"2019/2020","Female","all","NABTEB","1-year","College of Education","lga","Gbonyin","South West","Ekiti","Gbonyin","","","0","206","126","50","44","10","0","80","76","10"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Ado Ekiti","South West","Ekiti","Ado Ekiti","","","0","48","31","15","13","2","0","17","16","2"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Efon","South West","Ekiti","Efon","","","0","37","20","7","4","3","0","17","13","3"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Emure","South West","Ekiti","Emure","","","0","64","38","14","17","0","0","26","24","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Gbonyin","South West","Ekiti","Gbonyin","","","0","119","71","22","26","0","0","48","49","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","lga","Ijero","South West","Ekiti","Ijero","","","0","149","82","29","24","6","0","67","53","6"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Ado Ekiti","South West","Ekiti","Ado Ekiti","","","0","70","42","15","13","2","0","28","27","2"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Efon","South West","Ekiti","Efon","","","0","277","163","62","52","12","0","114","101","12"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Emure","South West","Ekiti","Emure","","","0","96","55","15","17","0","0","41","40","0"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Gbonyin","South West","Ekiti","Gbonyin","","","0","44","23","7","8","0","0","21","16","0"
"2019/2020","Female","all","NABTEB","1-year","University","lga","Ijero","South West","Ekiti","Ijero","","","0","200","118","41","37","6","0","82","77","6"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Ado Ekiti","South West","Ekiti","Ado Ekiti","","","0","198","121","47","46","6","0","77","74","6"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Efon","South West","Ekiti","Efon","","","0","85","54","19","16","3","0","31","35","3"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Emure","South West","Ekiti","Emure","","","0","161","99","34","33","3","0","62","65","3"
"2019/2020","Female","all","NABTEB","2-year","College of Education","lga","Gbonyin","South West","Ekiti","Gbonyin","","","0","126","77","26","29","0","0","49","51","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Ado Ekiti","South West","Ekiti","Ado Ekiti","","","0","26","18","7","9","0","0","8","11","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Efon","South West","Ekiti","Efon","","","0","24","14","4","4","0","0","10","10","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Emure","South West","Ekiti","Emure","","","0","37","22","8","8","0","0","15","14","0"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Gbonyin","South West","Ekiti","Gbonyin","","","0","83","47","19","16","3","0","36","28","3"
"2019/2020","Female","all","NABTEB","2-year","Polytechnic","lga","Ijero","South West","Ekiti","Ijero","","","0","92","53","20","20","0","0","39","33","0"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Ado Ekiti","South West","Ekiti","Ado Ekiti","","","0","44","27","11","13","0","0","17","16","0"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Efon","South West","Ekiti","Efon","","","0","179","105","34","38","0","0","74","71","0"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Emure","South West","Ekiti","Emure","","","0","57","34","12","12","0","0","23","22","0"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Gbonyin","South West","Ekiti","Gbonyin","","","0","28","16","7","8","0","0","12","9","0"
"2019/2020","Female","all","NABTEB","2-year","University","lga","Ijero","South West","Ekiti","Ijero","","","0","122","74","31","28","3","0","48","43","3"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Ado Ekiti","South West","Ekiti","Ado Ekiti","","","0","129","77","35","36","0","0","52","42","0"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Efon","South West","Ekiti","Efon","","","0","53","32","15","16","0","0","21","17","0"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Emure","South West","Ekiti","Emure","","","0","103","59","28","24","4","0","44","31","4"
"2019/2020","Female","all","NABTEB","3-5-year","College of Education","lga","Gbonyin","South West","Ekiti","Gbonyin","","","0","78","48","23","24","0","0","30","25","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Ado Ekiti","South West","Ekiti","Ado Ekiti","","","0","20","11","4","4","0","0","9","7","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Efon","South West","Ekiti","Efon","","","0","13","7","4","4","0","0","6","3","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Emure","South West","Ekiti","Emure","","","0","22","14","8","8","0","0","8","6","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Gbonyin","South West","Ekiti","Gbonyin","","","0","57","34","12","12","0","0","23","22","0"
"2019/2020","Female","all","NABTEB","3-5-year","Polytechnic","lga","Ijero","South West","Ekiti","Ijero","","","0","59","35","20","20","0","0","24","15","0"
"2019/2020","Female","all","NABTEB","3-5-year","University","lga","Ado Ekiti","South West","Ekiti","Ado Ekiti","","","0","29","16","8","8","0","0","13","8","0"
"2019/2020","Female","all","NABTEB","3-5-year","University","lga","Efon","South West","Ekiti","Efon","","","0","103","62","31","28","3","0","41","31","3"
"2019/2020","Female","all","NABTEB","3-5-year","University","lga","Emure","South West","Ekiti","Emure","","","0","37","21","12","8","4","0","16","9","4"
"2019/2020","Female","all","NABTEB","3-5-year","University","lga","Gbonyin","South West","Ekiti","Gbonyin","","","0","18","12","4","4","0","0","6","8","0"
"2019/2020","Female","all","NABTEB","3-5-year","University","lga","Ijero","South West","Ekiti","Ijero","","","0","85","49","24","24","0","0","36","25","0"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","lga","Ado Ekiti","South West","Ekiti","Ado Ekiti","","","0","68","43","11","8","4","0","25","32","4"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","lga","Efon","South West","Ekiti","Efon","","","0","33","19","8","0","8","0","14","11","8"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","lga","Emure","South West","Ekiti","Emure","","","0","65","38","16","4","12","0","27","22","12"
"2019/2020","Female","all","NABTEB","5+-year","College of Education","lga","Gbonyin","South West","Ekiti","Gbonyin","","","0","45","28","12","8","4","0","17","16","4"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","lga","Ado Ekiti","South West","Ekiti","Ado Ekiti","","","0","9","7","4","4","0","0","2","3","0"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","lga","Efon","South West","Ekiti","Efon","","","0","9","5","0","0","0","0","4","5","0"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","lga","Emure","South West","Ekiti","Emure","","","0","18","10","8","0","8","0","8","2","8"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","lga","Gbonyin","South West","Ekiti","Gbonyin","","","0","26","16","8","4","4","0","10","8","4"
"2019/2020","Female","all","NABTEB","5+-year","Polytechnic","lga","Ijero","South West","Ekiti","Ijero","","","0","34","22","0","0","0","0","12","22","0"
"2019/2020","Female","all","NABTEB","5+-year","University","lga","Ado Ekiti","South West","Ekiti","Ado Ekiti","","","0","17","9","4","4","0","0","8","5","0"
"2019/2020","Female","all","NABTEB","5+-year","University","lga","Efon","South West","Ekiti","Efon","","","0","71","43","16","16","0","0","28","27","0"
"2019/2020","Female","all","NABTEB","5+-year","University","lga","Emure","South West","Ekiti","Emure","","","0","25","15","4","0","4","0","10","11","4"
"2019/2020","Female","all","NABTEB","5+-year","University","lga","Gbonyin","South West","Ekiti","Gbonyin","","","0","11","4","0","0","0","0","7","4","0"
"2019/2020","Female","all","NABTEB","5+-year","University","lga","Ijero","South West","Ekiti","Ijero","","","0","51","31","4","0","4","0","20","27","4"
"2019/2020","Female","all","NECO","1-year","College of Education","lga","Ado Ekiti","South West","Ekiti","Ado Ekiti","","","0","611","356","138","121","19","0","255","218","19"
"2019/2020","Female","all","NECO","1-year","College of Education","lga","Efon","South West","Ekiti","Efon","","","0","243","148","58","53","6","0","95","90","6"
"2019/2020","Female","all","NECO","1-year","College of Education","lga","Emure","South West","Ekiti","Emure","","","0","479","285","114","97","19","0","194","171","19"
"2019/2020","Female","all","NECO","1-year","College of Education","lga","Gbonyin","South West","Ekiti","Gbonyin","","","0","401","238","100","86","15","0","163","138","15"
"2019/2020","Female","all","NECO","1-year","Polytechnic","lga","Ado Ekiti","South West","Ekiti","Ado Ekiti","","","0","80","51","21","21","0","0","29","30","0"
"2019/2020","Female","all","NECO","1-year","Polytechnic","lga","Efon","South West","Ekiti","Efon","","","0","94","51","17","14","3","0","43","34","3"
"2019/2020","Female","all","NECO","1-year","Polytechnic","lga","Emure","South West","Ekiti","Emure","","","0","123","76","31","28","3","0","47","45","3"
"2019/2020","Female","all","NECO","1-year","Polytechnic","lga","Gbonyin","South West","Ekiti","Gbonyin","","","0","210","124","38","39","0","0","86","86","0"
"2019/2020","Female","all","NECO","1-year","Polytechnic","lga","Ijero","South West","Ekiti","Ijero","","","0","264","161","55","49","6","0","103","106","6"
