session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,0,42,26,7,8,0,0,16,19,0
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,0,107,65,21,18,3,0,42,44,3
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,0,78,48,14,10,4,0,30,34,4
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Ezza North,South East,Ebonyi,Ezza North,,,0,75,43,14,10,4,0,32,29,4
2019/2020,Female,all,NABTEB,1-year,College of Education,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,0,73,48,14,14,0,0,25,34,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,0,111,69,21,21,0,0,42,48,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,0,220,135,44,39,6,0,85,91,6
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,0,45,24,7,8,0,0,21,17,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Ezza North,South East,Ebonyi,Ezza North,,,0,136,89,28,26,3,0,47,61,3
2019/2020,Female,all,NABTEB,1-year,Polytechnic,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,0,45,26,10,11,0,0,19,16,0
2019/2020,Female,all,NABTEB,1-year,University,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,0,237,139,42,34,9,0,98,97,9
2019/2020,Female,all,NABTEB,1-year,University,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,0,72,40,10,12,0,0,32,30,0
2019/2020,Female,all,NABTEB,1-year,University,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,0,304,180,51,42,10,0,124,129,10
2019/2020,Female,all,NABTEB,1-year,University,lga,Ezza North,South East,Ebonyi,Ezza North,,,0,173,105,35,29,6,0,68,70,6
2019/2020,Female,all,NABTEB,1-year,University,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,0,274,173,59,50,9,0,101,114,9
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,0,22,14,7,7,1,0,8,7,1
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,0,65,38,11,11,0,0,27,27,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,0,49,29,10,6,4,0,20,19,4
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Ezza North,South East,Ebonyi,Ezza North,,,0,44,24,6,8,0,0,20,18,0
2019/2020,Female,all,NABTEB,2-year,College of Education,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,0,47,29,10,7,3,0,18,19,3
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,0,76,46,21,12,9,0,30,25,9
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,0,140,86,35,29,7,0,54,51,7
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,0,24,17,8,7,1,0,7,9,1
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Ezza North,South East,Ebonyi,Ezza North,,,0,85,55,18,19,0,0,30,37,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,0,27,17,8,7,1,0,10,9,1
2019/2020,Female,all,NABTEB,2-year,University,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,0,141,81,25,26,1,0,60,56,1
2019/2020,Female,all,NABTEB,2-year,University,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,0,47,30,10,12,0,0,17,20,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,0,191,112,33,32,3,0,79,79,3
2019/2020,Female,all,NABTEB,2-year,University,lga,Ezza North,South East,Ebonyi,Ezza North,,,0,109,64,25,26,0,0,45,39,0
2019/2020,Female,all,NABTEB,2-year,University,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,0,183,116,42,41,3,0,67,74,3
2019/2020,Female,all,NABTEB,3-5-year,College of Education,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,0,18,12,7,8,0,0,6,5,0
