"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","lga","Barkin Ladi","North Central","Plateau","Barkin Ladi","","","151","149","112","41","33","8","2","37","71","8"
"2019/2020","Female","all","NABTEB","College of Education","lga","Jos North","North Central","Plateau","Jos North","","","287","283","205","74","61","13","4","78","131","13"
"2019/2020","Female","all","NABTEB","College of Education","lga","Jos South","North Central","Plateau","Jos South","","","139","137","106","37","33","4","2","31","69","4"
"2019/2020","Female","all","NABTEB","College of Education","lga","Mangu","North Central","Plateau","Mangu","","","294","289","202","65","60","5","5","87","137","5"
"2019/2020","Female","all","NABTEB","College of Education","lga","Pankshin","North Central","Plateau","Pankshin","","","694","684","514","192","164","29","10","170","322","29"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Barkin Ladi","North Central","Plateau","Barkin Ladi","","","296","291","221","74","65","9","5","70","147","9"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Jos North","North Central","Plateau","Jos North","","","391","385","289","106","89","17","6","96","183","17"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Jos South","North Central","Plateau","Jos South","","","747","736","530","183","160","25","11","206","347","25"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Mangu","North Central","Plateau","Mangu","","","55","54","37","14","14","0","1","17","23","0"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Pankshin","North Central","Plateau","Pankshin","","","44","43","30","14","14","0","1","13","17","0"
"2019/2020","Female","all","NABTEB","University","lga","Barkin Ladi","North Central","Plateau","Barkin Ladi","","","669","657","473","156","131","25","12","184","318","25"
"2019/2020","Female","all","NABTEB","University","lga","Jos North","North Central","Plateau","Jos North","","","277","273","201","74","66","8","4","72","128","8"
"2019/2020","Female","all","NABTEB","University","lga","Jos South","North Central","Plateau","Jos South","","","177","175","133","46","38","8","2","42","88","8"
"2019/2020","Female","all","NABTEB","University","lga","Mangu","North Central","Plateau","Mangu","","","620","611","449","162","140","22","9","162","287","22"
"2019/2020","Female","all","NABTEB","University","lga","Pankshin","North Central","Plateau","Pankshin","","","270","266","199","79","65","14","4","67","120","14"
"2019/2020","Female","all","NECO","College of Education","lga","Barkin Ladi","North Central","Plateau","Barkin Ladi","","","300","295","216","69","65","4","5","79","147","4"
"2019/2020","Female","all","NECO","College of Education","lga","Jos North","North Central","Plateau","Jos North","","","529","521","364","129","115","14","8","157","236","14"
"2019/2020","Female","all","NECO","College of Education","lga","Jos South","North Central","Plateau","Jos South","","","249","245","179","68","60","9","4","66","110","9"
"2019/2020","Female","all","NECO","College of Education","lga","Mangu","North Central","Plateau","Mangu","","","508","501","357","128","114","14","7","144","229","14"
"2019/2020","Female","all","NECO","College of Education","lga","Pankshin","North Central","Plateau","Pankshin","","","1248","1229","912","348","312","36","19","317","564","36"
"2019/2020","Female","all","NECO","Polytechnic","lga","Barkin Ladi","North Central","Plateau","Barkin Ladi","","","539","531","374","125","115","10","8","157","250","10"
"2019/2020","Female","all","NECO","Polytechnic","lga","Jos North","North Central","Plateau","Jos North","","","731","720","536","207","189","18","11","184","329","18"
"2019/2020","Female","all","NECO","Polytechnic","lga","Jos South","North Central","Plateau","Jos South","","","1385","1363","958","342","317","26","22","405","615","26"
"2019/2020","Female","all","NECO","Polytechnic","lga","Mangu","North Central","Plateau","Mangu","","","97","96","71","26","23","3","1","25","45","3"
"2019/2020","Female","all","NECO","Polytechnic","lga","Pankshin","North Central","Plateau","Pankshin","","","72","71","53","22","18","4","1","18","32","4"
"2019/2020","Female","all","NECO","University","lga","Barkin Ladi","North Central","Plateau","Barkin Ladi","","","1275","1257","914","305","270","35","18","343","609","35"
"2019/2020","Female","all","NECO","University","lga","Jos North","North Central","Plateau","Jos North","","","565","556","404","145","133","12","9","152","259","12"
"2019/2020","Female","all","NECO","University","lga","Jos South","North Central","Plateau","Jos South","","","296","291","210","78","74","4","5","81","133","4"
"2019/2020","Female","all","NECO","University","lga","Mangu","North Central","Plateau","Mangu","","","1192","1175","857","306","276","30","17","318","551","30"
"2019/2020","Female","all","NECO","University","lga","Pankshin","North Central","Plateau","Pankshin","","","505","498","359","128","118","10","7","139","231","10"
"2019/2020","Female","all","WAEC","College of Education","lga","Barkin Ladi","North Central","Plateau","Barkin Ladi","","","409","403","287","102","93","9","6","116","185","9"
"2019/2020","Female","all","WAEC","College of Education","lga","Jos North","North Central","Plateau","Jos North","","","644","635","448","167","151","16","9","187","281","16"
"2019/2020","Female","all","WAEC","College of Education","lga","Jos South","North Central","Plateau","Jos South","","","333","328","246","87","77","11","5","82","159","11"
"2019/2020","Female","all","WAEC","College of Education","lga","Mangu","North Central","Plateau","Mangu","","","680","670","466","161","142","19","10","204","305","19"
"2019/2020","Female","all","WAEC","College of Education","lga","Pankshin","North Central","Plateau","Pankshin","","","1671","1648","1227","464","405","60","23","421","762","60"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Barkin Ladi","North Central","Plateau","Barkin Ladi","","","648","638","469","172","155","18","10","169","296","18"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Jos North","North Central","Plateau","Jos North","","","885","872","646","243","214","30","13","226","402","30"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Jos South","North Central","Plateau","Jos South","","","1783","1758","1282","455","404","51","25","476","828","51"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Mangu","North Central","Plateau","Mangu","","","122","120","83","29","27","2","2","37","54","2"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Pankshin","North Central","Plateau","Pankshin","","","97","96","72","29","27","2","1","24","44","2"
"2019/2020","Female","all","WAEC","University","lga","Barkin Ladi","North Central","Plateau","Barkin Ladi","","","1672","1647","1180","434","383","51","25","467","746","51"
"2019/2020","Female","all","WAEC","University","lga","Jos North","North Central","Plateau","Jos North","","","717","706","509","180","163","17","11","197","330","17"
"2019/2020","Female","all","WAEC","University","lga","Jos South","North Central","Plateau","Jos South","","","361","356","259","90","81","9","5","97","169","9"
"2019/2020","Female","all","WAEC","University","lga","Mangu","North Central","Plateau","Mangu","","","1596","1572","1144","433","388","45","24","428","711","45"
"2019/2020","Female","all","WAEC","University","lga","Pankshin","North Central","Plateau","Pankshin","","","677","667","491","177","155","22","10","176","315","22"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Barkin Ladi","North Central","Plateau","Barkin Ladi","","","19","19","11","10","9","1","0","8","2","1"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Jos North","North Central","Plateau","Jos North","","","35","35","23","14","14","0","0","12","9","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Jos South","North Central","Plateau","Jos South","","","17","17","10","8","8","0","0","7","2","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Mangu","North Central","Plateau","Mangu","","","42","42","27","15","14","1","0","15","12","1"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Pankshin","North Central","Plateau","Pankshin","","","78","78","51","37","32","5","0","27","14","5"
