"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","lga","Abeokuta North","South West","Ogun","Abeokuta North","","","294","290","210","96","84","12","4","80","115","12"
"2019/2020","Female","all","NABTEB","College of Education","lga","Abeokuta South","South West","Ogun","Abeokuta South","","","615","607","437","154","141","13","8","170","284","13"
"2019/2020","Female","all","NABTEB","College of Education","lga","Ijebu Ode","South West","Ogun","Ijebu Ode","","","455","448","301","108","96","12","7","147","194","12"
"2019/2020","Female","all","NABTEB","College of Education","lga","Remo North","South West","Ogun","Remo North","","","688","678","490","186","155","31","10","188","305","31"
"2019/2020","Female","all","NABTEB","College of Education","lga","Sagamu","South West","Ogun","Sagamu","","","428","422","301","115","103","12","6","121","187","12"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Abeokuta North","South West","Ogun","Abeokuta North","","","659","649","478","167","134","33","10","171","312","33"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Abeokuta South","South West","Ogun","Abeokuta South","","","239","236","161","57","51","6","3","75","105","6"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Ijebu Ode","South West","Ogun","Ijebu Ode","","","328","323","245","103","83","20","5","78","143","20"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Remo North","South West","Ogun","Remo North","","","363","359","264","115","97","18","4","95","150","18"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Sagamu","South West","Ogun","Sagamu","","","206","203","143","51","45","6","3","60","92","6"
"2019/2020","Female","all","NABTEB","University","lga","Abeokuta North","South West","Ogun","Abeokuta North","","","330","325","233","83","70","13","5","92","151","13"
"2019/2020","Female","all","NABTEB","University","lga","Abeokuta South","South West","Ogun","Abeokuta South","","","154","152","101","32","32","0","2","51","70","0"
"2019/2020","Female","all","NABTEB","University","lga","Ijebu Ode","South West","Ogun","Ijebu Ode","","","278","274","199","83","77","6","4","75","117","6"
"2019/2020","Female","all","NABTEB","University","lga","Remo North","South West","Ogun","Remo North","","","228","224","158","52","38","14","4","66","107","14"
"2019/2020","Female","all","NABTEB","University","lga","Sagamu","South West","Ogun","Sagamu","","","376","371","256","97","83","14","5","115","160","14"
"2019/2020","Female","all","NECO","College of Education","lga","Abeokuta North","South West","Ogun","Abeokuta North","","","579","571","407","155","141","15","8","164","251","15"
"2019/2020","Female","all","NECO","College of Education","lga","Abeokuta South","South West","Ogun","Abeokuta South","","","1155","1138","817","268","236","32","17","321","549","32"
"2019/2020","Female","all","NECO","College of Education","lga","Ijebu Ode","South West","Ogun","Ijebu Ode","","","886","873","613","202","172","30","13","260","411","30"
"2019/2020","Female","all","NECO","College of Education","lga","Remo North","South West","Ogun","Remo North","","","1187","1169","871","301","265","36","18","298","570","36"
"2019/2020","Female","all","NECO","College of Education","lga","Sagamu","South West","Ogun","Sagamu","","","843","831","596","212","184","28","12","235","385","28"
"2019/2020","Female","all","NECO","Polytechnic","lga","Abeokuta North","South West","Ogun","Abeokuta North","","","1268","1250","903","301","264","37","18","347","602","37"
"2019/2020","Female","all","NECO","Polytechnic","lga","Abeokuta South","South West","Ogun","Abeokuta South","","","483","476","327","102","90","12","7","149","225","12"
"2019/2020","Female","all","NECO","Polytechnic","lga","Ijebu Ode","South West","Ogun","Ijebu Ode","","","654","645","466","161","140","21","9","179","305","21"
"2019/2020","Female","all","NECO","Polytechnic","lga","Remo North","South West","Ogun","Remo North","","","646","637","475","176","156","21","9","162","298","21"
"2019/2020","Female","all","NECO","Polytechnic","lga","Sagamu","South West","Ogun","Sagamu","","","382","376","260","94","81","13","6","116","167","13"
"2019/2020","Female","all","NECO","University","lga","Abeokuta North","South West","Ogun","Abeokuta North","","","655","645","466","151","135","16","10","179","315","16"
"2019/2020","Female","all","NECO","University","lga","Abeokuta South","South West","Ogun","Abeokuta South","","","301","297","202","73","65","8","4","95","130","8"
"2019/2020","Female","all","NECO","University","lga","Ijebu Ode","South West","Ogun","Ijebu Ode","","","529","521","379","141","130","12","8","142","239","12"
"2019/2020","Female","all","NECO","University","lga","Remo North","South West","Ogun","Remo North","","","386","380","261","83","75","8","6","119","178","8"
"2019/2020","Female","all","NECO","University","lga","Sagamu","South West","Ogun","Sagamu","","","741","730","486","156","141","16","11","244","331","16"
"2019/2020","Female","all","WAEC","College of Education","lga","Abeokuta North","South West","Ogun","Abeokuta North","","","738","726","522","182","166","16","12","204","340","16"
"2019/2020","Female","all","WAEC","College of Education","lga","Abeokuta South","South West","Ogun","Abeokuta South","","","1525","1502","1067","383","356","27","23","435","685","27"
"2019/2020","Female","all","WAEC","College of Education","lga","Ijebu Ode","South West","Ogun","Ijebu Ode","","","1110","1093","785","291","267","24","17","308","494","24"
"2019/2020","Female","all","WAEC","College of Education","lga","Remo North","South West","Ogun","Remo North","","","1682","1657","1210","459","418","41","25","447","751","41"
"2019/2020","Female","all","WAEC","College of Education","lga","Sagamu","South West","Ogun","Sagamu","","","1096","1080","788","272","252","20","16","292","516","20"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Abeokuta North","South West","Ogun","Abeokuta North","","","1505","1483","1067","384","353","31","22","416","683","31"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Abeokuta South","South West","Ogun","Abeokuta South","","","602","593","402","127","115","12","9","191","275","12"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Ijebu Ode","South West","Ogun","Ijebu Ode","","","759","747","535","211","186","25","12","212","324","25"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Remo North","South West","Ogun","Remo North","","","867","855","626","258","236","22","12","229","369","22"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Sagamu","South West","Ogun","Sagamu","","","495","488","346","122","116","6","7","142","224","6"
"2019/2020","Female","all","WAEC","University","lga","Abeokuta North","South West","Ogun","Abeokuta North","","","830","818","589","206","186","20","12","229","383","20"
"2019/2020","Female","all","WAEC","University","lga","Abeokuta South","South West","Ogun","Abeokuta South","","","388","382","274","103","90","13","6","108","172","13"
"2019/2020","Female","all","WAEC","University","lga","Ijebu Ode","South West","Ogun","Ijebu Ode","","","695","684","497","207","181","26","11","187","290","26"
"2019/2020","Female","all","WAEC","University","lga","Remo North","South West","Ogun","Remo North","","","520","513","371","117","105","12","7","142","254","12"
"2019/2020","Female","all","WAEC","University","lga","Sagamu","South West","Ogun","Sagamu","","","948","934","642","215","195","20","14","292","428","20"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Abeokuta North","South West","Ogun","Abeokuta North","","","35","35","21","18","18","0","0","14","4","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Abeokuta South","South West","Ogun","Abeokuta South","","","86","86","58","24","26","0","0","28","35","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Ijebu Ode","South West","Ogun","Ijebu Ode","","","59","59","38","18","19","0","0","21","21","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Remo North","South West","Ogun","Remo North","","","86","86","59","37","42","0","0","27","23","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Sagamu","South West","Ogun","Sagamu","","","59","59","34","18","20","0","0","25","17","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Abeokuta North","South West","Ogun","Abeokuta North","","","80","80","51","30","32","0","0","29","22","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Abeokuta South","South West","Ogun","Abeokuta South","","","35","35","23","12","12","0","0","12","12","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Ijebu Ode","South West","Ogun","Ijebu Ode","","","47","47","31","24","26","0","0","16","8","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Remo North","South West","Ogun","Remo North","","","47","47","30","24","27","0","0","17","7","0"
