session,gender,disability_scope,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,College of Education,lga,Alkaleri,North East,Bauchi,Alkaleri,,,1115,1074,914,575,502,246,41,192,339,73
2019/2020,Female,all,NABTEB,College of Education,lga,Bauchi,North East,Bauchi,Bauchi,,,824,814,491,182,165,15,10,323,309,17
2019/2020,Female,all,NABTEB,College of Education,lga,Toro,North East,Bauchi,Toro,,,54,53,31,9,9,0,1,22,22,0
2019/2020,Female,all,NABTEB,College of Education,lga,Warji,North East,Bauchi,Warji,,,329,323,197,79,75,4,6,126,118,4
2019/2020,Female,all,NABTEB,College of Education,lga,Zaki,North East,Bauchi,Zaki,,,455,449,265,93,85,7,6,184,172,8
2019/2020,Female,all,NABTEB,Polytechnic,lga,Alkaleri,North East,Bauchi,Alkaleri,,,164,160,96,40,40,0,4,64,56,0
2019/2020,Female,all,NABTEB,Polytechnic,lga,Bauchi,North East,Bauchi,Bauchi,,,520,515,310,126,116,10,5,205,184,13
2019/2020,Female,all,NABTEB,Polytechnic,lga,Warji,North East,Bauchi,Warji,,,164,160,96,40,40,0,4,64,56,0
2019/2020,Female,all,NABTEB,Polytechnic,lga,Zaki,North East,Bauchi,Zaki,,,269,266,159,66,58,7,3,107,93,9
2019/2020,Female,all,NABTEB,University,lga,Alkaleri,North East,Bauchi,Alkaleri,,,367,361,217,74,71,4,6,144,143,4
2019/2020,Female,all,NABTEB,University,lga,Bauchi,North East,Bauchi,Bauchi,,,759,748,463,190,163,24,11,285,273,28
2019/2020,Female,all,NABTEB,University,lga,Toro,North East,Bauchi,Toro,,,70,69,39,13,13,0,1,30,26,0
2019/2020,Female,all,NABTEB,University,lga,Warji,North East,Bauchi,Warji,,,149,146,89,35,35,0,3,57,54,0
