"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","lga","Akure North","South West","Ondo","Akure North","","","341","336","239","81","70","11","5","97","158","11"
"2019/2020","Female","all","NABTEB","College of Education","lga","Akure South","South West","Ondo","Akure South","","","553","546","401","140","122","18","7","145","261","18"
"2019/2020","Female","all","NABTEB","College of Education","lga","Odigbo","South West","Ondo","Odigbo","","","144","142","105","34","31","3","2","37","71","3"
"2019/2020","Female","all","NABTEB","College of Education","lga","Ondo East","South West","Ondo","Ondo East","","","200","197","140","42","36","6","3","57","98","6"
"2019/2020","Female","all","NABTEB","College of Education","lga","Ondo West","South West","Ondo","Ondo West","","","335","330","233","76","69","7","5","97","157","7"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Akure North","South West","Ondo","Akure North","","","483","476","351","116","101","15","7","125","236","15"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Akure South","South West","Ondo","Akure South","","","145","143","98","30","26","4","2","45","68","4"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Odigbo","South West","Ondo","Odigbo","","","422","416","298","106","87","19","6","118","192","19"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Ondo East","South West","Ondo","Ondo East","","","683","673","505","177","159","20","10","168","328","20"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Ondo West","South West","Ondo","Ondo West","","","253","249","185","64","58","7","4","64","122","7"
"2019/2020","Female","all","NABTEB","University","lga","Akure North","South West","Ondo","Akure North","","","172","169","129","46","40","7","3","40","83","7"
"2019/2020","Female","all","NABTEB","University","lga","Akure South","South West","Ondo","Akure South","","","350","344","236","76","67","9","6","108","160","9"
"2019/2020","Female","all","NABTEB","University","lga","Odigbo","South West","Ondo","Odigbo","","","461","453","334","115","100","15","8","119","219","15"
"2019/2020","Female","all","NABTEB","University","lga","Ondo East","South West","Ondo","Ondo East","","","198","195","146","51","44","7","3","49","96","7"
"2019/2020","Female","all","NABTEB","University","lga","Ondo West","South West","Ondo","Ondo West","","","461","454","330","110","96","14","7","124","220","14"
"2019/2020","Female","all","NECO","College of Education","lga","Akure North","South West","Ondo","Akure North","","","657","647","471","173","151","22","10","176","298","22"
"2019/2020","Female","all","NECO","College of Education","lga","Akure South","South West","Ondo","Akure South","","","1099","1082","786","293","267","26","17","296","493","26"
"2019/2020","Female","all","NECO","College of Education","lga","Odigbo","South West","Ondo","Odigbo","","","258","254","176","64","58","6","4","78","113","6"
"2019/2020","Female","all","NECO","College of Education","lga","Ondo East","South West","Ondo","Ondo East","","","392","386","273","93","81","12","6","113","181","12"
"2019/2020","Female","all","NECO","College of Education","lga","Ondo West","South West","Ondo","Ondo West","","","627","616","430","149","134","15","11","186","281","15"
"2019/2020","Female","all","NECO","Polytechnic","lga","Akure North","South West","Ondo","Akure North","","","876","863","649","250","218","32","13","214","399","32"
"2019/2020","Female","all","NECO","Polytechnic","lga","Akure South","South West","Ondo","Akure South","","","252","248","166","64","58","6","4","82","103","6"
"2019/2020","Female","all","NECO","Polytechnic","lga","Odigbo","South West","Ondo","Odigbo","","","768","757","545","225","201","24","11","212","320","24"
"2019/2020","Female","all","NECO","Polytechnic","lga","Ondo East","South West","Ondo","Ondo East","","","1270","1251","895","335","303","32","19","356","561","32"
"2019/2020","Female","all","NECO","Polytechnic","lga","Ondo West","South West","Ondo","Ondo West","","","518","511","375","145","129","16","7","136","230","16"
"2019/2020","Female","all","NECO","University","lga","Akure North","South West","Ondo","Akure North","","","283","278","205","85","76","9","5","73","121","9"
"2019/2020","Female","all","NECO","University","lga","Akure South","South West","Ondo","Akure South","","","660","651","460","152","135","17","9","191","309","17"
"2019/2020","Female","all","NECO","University","lga","Odigbo","South West","Ondo","Odigbo","","","860","848","630","254","227","27","12","218","376","27"
"2019/2020","Female","all","NECO","University","lga","Ondo East","South West","Ondo","Ondo East","","","428","422","313","119","107","12","6","109","194","12"
"2019/2020","Female","all","NECO","University","lga","Ondo West","South West","Ondo","Ondo West","","","889","875","631","238","209","29","14","244","393","29"
"2019/2020","Female","all","WAEC","College of Education","lga","Akure North","South West","Ondo","Akure North","","","844","831","586","199","177","22","13","245","387","22"
"2019/2020","Female","all","WAEC","College of Education","lga","Akure South","South West","Ondo","Akure South","","","1399","1378","994","336","305","31","21","384","658","31"
"2019/2020","Female","all","WAEC","College of Education","lga","Odigbo","South West","Ondo","Odigbo","","","355","350","249","79","69","10","5","101","171","10"
"2019/2020","Female","all","WAEC","College of Education","lga","Ondo East","South West","Ondo","Ondo East","","","536","528","384","123","113","10","8","144","261","10"
"2019/2020","Female","all","WAEC","College of Education","lga","Ondo West","South West","Ondo","Ondo West","","","828","816","582","188","167","21","12","234","394","21"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Akure North","South West","Ondo","Akure North","","","1132","1114","833","308","276","32","18","281","525","32"
