"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","lga","Auyo","North West","Jigawa","Auyo","","","138","136","101","54","50","6","2","35","47","6"
"2019/2020","Female","all","NABTEB","College of Education","lga","Babura","North West","Jigawa","Babura","","","71","70","53","24","21","3","1","17","29","3"
"2019/2020","Female","all","NABTEB","College of Education","lga","Birnin-Kudu","North West","Jigawa","Birnin-Kudu","","","63","62","47","19","17","3","1","15","28","3"
"2019/2020","Female","all","NABTEB","College of Education","lga","Birniwa","North West","Jigawa","Birniwa","","","87","86","64","24","22","2","1","22","40","2"
"2019/2020","Female","all","NABTEB","College of Education","lga","Buji","North West","Jigawa","Buji","","","184","181","139","61","57","5","3","42","78","5"
"2019/2020","Female","all","NABTEB","College of Education","lga","Dutse","North West","Jigawa","Dutse","","","111","109","86","30","32","0","2","23","56","0"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Auyo","North West","Jigawa","Auyo","","","138","136","96","23","16","7","2","40","73","7"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Babura","North West","Jigawa","Babura","","","136","134","94","32","26","6","2","40","62","6"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Birnin-Kudu","North West","Jigawa","Birnin-Kudu","","","84","83","61","21","21","1","1","22","40","1"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Birniwa","North West","Jigawa","Birniwa","","","84","83","64","26","21","5","1","19","38","5"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Buji","North West","Jigawa","Buji","","","121","119","84","26","25","2","2","35","58","2"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Dutse","North West","Jigawa","Dutse","","","81","80","57","15","16","0","1","23","42","0"
"2019/2020","Female","all","NABTEB","University","lga","Auyo","North West","Jigawa","Auyo","","","139","137","103","37","29","8","2","34","66","8"
"2019/2020","Female","all","NABTEB","University","lga","Babura","North West","Jigawa","Babura","","","102","100","71","22","18","5","2","29","48","5"
"2019/2020","Female","all","NABTEB","University","lga","Birnin-Kudu","North West","Jigawa","Birnin-Kudu","","","148","146","108","43","37","6","2","38","65","6"
"2019/2020","Female","all","NABTEB","University","lga","Birniwa","North West","Jigawa","Birniwa","","","58","57","40","12","11","2","1","17","28","2"
"2019/2020","Female","all","NABTEB","University","lga","Buji","North West","Jigawa","Buji","","","99","98","68","20","17","3","1","30","48","3"
"2019/2020","Female","all","NABTEB","University","lga","Dutse","North West","Jigawa","Dutse","","","59","58","43","15","16","0","1","15","28","0"
"2019/2020","Female","all","NECO","College of Education","lga","Auyo","North West","Jigawa","Auyo","","","242","238","172","82","73","9","4","66","90","9"
"2019/2020","Female","all","NECO","College of Education","lga","Babura","North West","Jigawa","Babura","","","129","127","96","37","33","4","2","31","59","4"
"2019/2020","Female","all","NECO","College of Education","lga","Birnin-Kudu","North West","Jigawa","Birnin-Kudu","","","111","109","81","29","26","3","2","28","52","3"
"2019/2020","Female","all","NECO","College of Education","lga","Birniwa","North West","Jigawa","Birniwa","","","169","166","119","43","37","6","3","47","76","6"
"2019/2020","Female","all","NECO","College of Education","lga","Buji","North West","Jigawa","Buji","","","564","555","412","165","148","17","9","143","247","17"
"2019/2020","Female","all","NECO","College of Education","lga","Dutse","North West","Jigawa","Dutse","","","191","189","143","51","40","11","2","46","92","11"
"2019/2020","Female","all","NECO","Polytechnic","lga","Auyo","North West","Jigawa","Auyo","","","262","258","178","63","60","3","4","80","115","3"
"2019/2020","Female","all","NECO","Polytechnic","lga","Babura","North West","Jigawa","Babura","","","260","256","179","60","54","7","4","77","119","7"
"2019/2020","Female","all","NECO","Polytechnic","lga","Birnin-Kudu","North West","Jigawa","Birnin-Kudu","","","146","144","106","38","33","5","2","38","67","5"
"2019/2020","Female","all","NECO","Polytechnic","lga","Birniwa","North West","Jigawa","Birniwa","","","148","146","110","42","39","3","2","36","68","3"
"2019/2020","Female","all","NECO","Polytechnic","lga","Buji","North West","Jigawa","Buji","","","216","213","152","49","43","6","3","61","103","6"
"2019/2020","Female","all","NECO","Polytechnic","lga","Dutse","North West","Jigawa","Dutse","","","124","122","84","25","20","5","2","38","59","5"
"2019/2020","Female","all","NECO","University","lga","Auyo","North West","Jigawa","Auyo","","","290","286","210","78","66","12","4","76","132","12"
"2019/2020","Female","all","NECO","University","lga","Babura","North West","Jigawa","Babura","","","208","205","144","47","39","9","3","61","97","9"
"2019/2020","Female","all","NECO","University","lga","Birnin-Kudu","North West","Jigawa","Birnin-Kudu","","","290","286","209","84","72","12","4","77","125","12"
"2019/2020","Female","all","NECO","University","lga","Birniwa","North West","Jigawa","Birniwa","","","102","100","68","24","21","3","2","32","44","3"
"2019/2020","Female","all","NECO","University","lga","Buji","North West","Jigawa","Buji","","","190","187","131","44","41","3","3","56","87","3"
"2019/2020","Female","all","NECO","University","lga","Dutse","North West","Jigawa","Dutse","","","115","113","84","25","20","5","2","29","59","5"
"2019/2020","Female","all","WAEC","College of Education","lga","Auyo","North West","Jigawa","Auyo","","","299","295","224","98","88","10","4","71","126","10"
"2019/2020","Female","all","WAEC","College of Education","lga","Babura","North West","Jigawa","Babura","","","164","162","118","54","46","8","2","44","64","8"
"2019/2020","Female","all","WAEC","College of Education","lga","Birnin-Kudu","North West","Jigawa","Birnin-Kudu","","","132","130","95","38","33","6","2","35","57","6"
"2019/2020","Female","all","WAEC","College of Education","lga","Birniwa","North West","Jigawa","Birniwa","","","212","209","155","65","57","8","3","54","91","8"
"2019/2020","Female","all","WAEC","College of Education","lga","Buji","North West","Jigawa","Buji","","","710","699","515","195","172","23","11","184","320","23"
"2019/2020","Female","all","WAEC","College of Education","lga","Dutse","North West","Jigawa","Dutse","","","268","264","203","92","83","9","4","61","111","9"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Auyo","North West","Jigawa","Auyo","","","325","320","212","74","65","9","5","108","138","9"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Babura","North West","Jigawa","Babura","","","324","319","234","88","74","14","5","85","147","14"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Birnin-Kudu","North West","Jigawa","Birnin-Kudu","","","201","198","142","57","48","8","3","56","85","8"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Birniwa","North West","Jigawa","Birniwa","","","210","207","154","68","59","9","3","53","87","9"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Buji","North West","Jigawa","Buji","","","285","281","203","71","62","9","4","78","132","9"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Dutse","North West","Jigawa","Dutse","","","188","185","131","52","41","11","3","54","79","11"
"2019/2020","Female","all","WAEC","University","lga","Auyo","North West","Jigawa","Auyo","","","403","397","286","121","105","16","6","111","165","16"
"2019/2020","Female","all","WAEC","University","lga","Babura","North West","Jigawa","Babura","","","275","271","194","68","60","8","4","77","126","8"
"2019/2020","Female","all","WAEC","University","lga","Birnin-Kudu","North West","Jigawa","Birnin-Kudu","","","354","349","249","98","87","11","5","100","152","11"
"2019/2020","Female","all","WAEC","University","lga","Birniwa","North West","Jigawa","Birniwa","","","132","130","93","34","28","6","2","37","59","6"
"2019/2020","Female","all","WAEC","University","lga","Buji","North West","Jigawa","Buji","","","222","219","159","53","45","8","3","60","106","8"
"2019/2020","Female","all","WAEC","University","lga","Dutse","North West","Jigawa","Dutse","","","151","149","111","46","41","5","2","38","65","5"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Auyo","North West","Jigawa","Auyo","","","22","22","14","16","16","0","0","8","0","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Babura","North West","Jigawa","Babura","","","10","10","7","5","5","0","0","3","2","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Birnin-Kudu","North West","Jigawa","Birnin-Kudu","","","10","10","7","5","5","0","0","3","2","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Birniwa","North West","Jigawa","Birniwa","","","10","10","6","3","3","0","0","4","4","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Buji","North West","Jigawa","Buji","","","32","32","21","8","8","0","0","11","14","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Dutse","North West","Jigawa","Dutse","","","21","21","14","0","0","0","0","7","14","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Auyo","North West","Jigawa","Auyo","","","13","13","7","0","0","0","0","6","7","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Babura","North West","Jigawa","Babura","","","13","13","8","3","3","0","0","5","6","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Birnin-Kudu","North West","Jigawa","Birnin-Kudu","","","10","10","7","2","2","0","0","3","5","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Birniwa","North West","Jigawa","Birniwa","","","10","10","8","4","4","0","0","2","4","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Buji","North West","Jigawa","Buji","","","10","10","7","2","2","0","0","3","5","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Dutse","North West","Jigawa","Dutse","","","11","11","7","0","0","0","0","4","7","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Auyo","North West","Jigawa","Auyo","","","21","21","13","4","4","0","0","8","10","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Babura","North West","Jigawa","Babura","","","10","10","6","0","0","0","0","4","6","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Birnin-Kudu","North West","Jigawa","Birnin-Kudu","","","21","21","15","6","6","0","0","6","9","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Birniwa","North West","Jigawa","Birniwa","","","10","10","7","0","0","0","0","3","7","0"
