"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","lga","Aninri","South East","Enugu","Aninri","","","188","186","105","38","30","8","2","81","68","8"
"2019/2020","Female","all","NABTEB","College of Education","lga","Awgu","South East","Enugu","Awgu","","","94","93","52","19","16","3","1","41","33","3"
"2019/2020","Female","all","NABTEB","College of Education","lga","Enugu East","South East","Enugu","Enugu East","","","291","286","162","56","50","7","5","124","106","7"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Aninri","South East","Enugu","Aninri","","","306","302","179","70","64","8","4","123","109","8"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Awgu","South East","Enugu","Awgu","","","64","63","37","13","12","2","1","26","23","2"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Enugu East","South East","Enugu","Enugu East","","","239","235","137","46","41","6","4","98","91","6"
"2019/2020","Female","all","NABTEB","University","lga","Aninri","South East","Enugu","Aninri","","","148","146","81","26","24","3","2","65","55","3"
"2019/2020","Female","all","NABTEB","University","lga","Awgu","South East","Enugu","Awgu","","","226","222","134","53","47","6","4","88","82","6"
"2019/2020","Female","all","NABTEB","University","lga","Enugu East","South East","Enugu","Enugu East","","","248","244","148","55","47","8","4","96","92","8"
"2019/2020","Female","all","NECO","College of Education","lga","Aninri","South East","Enugu","Aninri","","","376","370","209","80","71","9","6","161","129","9"
"2019/2020","Female","all","NECO","College of Education","lga","Awgu","South East","Enugu","Awgu","","","172","169","98","39","35","4","3","71","58","4"
"2019/2020","Female","all","NECO","College of Education","lga","Enugu East","South East","Enugu","Enugu East","","","501","494","277","109","98","11","7","217","168","11"
"2019/2020","Female","all","NECO","Polytechnic","lga","Aninri","South East","Enugu","Aninri","","","518","511","296","118","104","14","7","215","178","14"
"2019/2020","Female","all","NECO","Polytechnic","lga","Awgu","South East","Enugu","Awgu","","","113","111","63","24","22","3","2","48","39","3"
"2019/2020","Female","all","NECO","Polytechnic","lga","Enugu East","South East","Enugu","Enugu East","","","400","394","224","88","79","9","6","170","137","9"
"2019/2020","Female","all","NECO","University","lga","Aninri","South East","Enugu","Aninri","","","286","281","157","57","51","6","5","124","99","6"
"2019/2020","Female","all","NECO","University","lga","Awgu","South East","Enugu","Awgu","","","411","405","245","105","97","9","6","160","140","9"
"2019/2020","Female","all","NECO","University","lga","Enugu East","South East","Enugu","Enugu East","","","489","482","283","119","105","14","7","199","164","14"
"2019/2020","Female","all","WAEC","College of Education","lga","Aninri","South East","Enugu","Aninri","","","517","509","288","101","87","14","8","221","186","14"
"2019/2020","Female","all","WAEC","College of Education","lga","Awgu","South East","Enugu","Awgu","","","231","228","125","50","44","6","3","103","76","6"
"2019/2020","Female","all","WAEC","College of Education","lga","Enugu East","South East","Enugu","Enugu East","","","652","642","362","139","123","15","10","280","223","15"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Aninri","South East","Enugu","Aninri","","","726","716","413","157","137","20","10","303","256","20"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Awgu","South East","Enugu","Awgu","","","153","151","87","34","29","5","2","64","53","5"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Enugu East","South East","Enugu","Enugu East","","","571","563","320","122","107","15","8","243","199","15"
"2019/2020","Female","all","WAEC","University","lga","Aninri","South East","Enugu","Aninri","","","369","363","204","72","63","9","6","159","132","9"
"2019/2020","Female","all","WAEC","University","lga","Awgu","South East","Enugu","Awgu","","","558","550","317","127","109","18","8","233","190","18"
"2019/2020","Female","all","WAEC","University","lga","Enugu East","South East","Enugu","Enugu East","","","641","632","376","157","137","21","9","256","218","21"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Aninri","South East","Enugu","Aninri","","","24","24","11","7","7","0","0","13","4","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Awgu","South East","Enugu","Awgu","","","10","10","5","4","4","0","0","5","1","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Enugu East","South East","Enugu","Enugu East","","","32","32","17","10","10","0","0","15","7","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Aninri","South East","Enugu","Aninri","","","46","46","23","16","16","0","0","23","7","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Awgu","South East","Enugu","Awgu","","","10","10","5","3","3","0","0","5","2","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","lga","Enugu East","South East","Enugu","Enugu East","","","35","35","18","9","9","0","0","17","9","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Aninri","South East","Enugu","Aninri","","","21","21","10","6","6","0","0","11","4","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Awgu","South East","Enugu","Awgu","","","29","29","15","10","10","0","0","14","5","0"
"2019/2020","Female","disabled","NABTEB","University","lga","Enugu East","South East","Enugu","Enugu East","","","43","43","22","12","12","0","0","21","11","0"
"2019/2020","Female","disabled","NECO","College of Education","lga","Aninri","South East","Enugu","Aninri","","","49","49","24","8","8","0","0","25","17","0"
"2019/2020","Female","disabled","NECO","College of Education","lga","Awgu","South East","Enugu","Awgu","","","14","14","8","3","4","0","0","6","5","0"
"2019/2020","Female","disabled","NECO","College of Education","lga","Enugu East","South East","Enugu","Enugu East","","","50","50","26","10","10","0","0","24","16","0"
"2019/2020","Female","disabled","NECO","Polytechnic","lga","Aninri","South East","Enugu","Aninri","","","63","63","34","16","18","0","0","29","18","0"
"2019/2020","Female","disabled","NECO","Polytechnic","lga","Awgu","South East","Enugu","Awgu","","","17","17","9","4","4","0","0","8","5","0"
"2019/2020","Female","disabled","NECO","Polytechnic","lga","Enugu East","South East","Enugu","Enugu East","","","47","47","25","10","10","0","0","22","15","0"
"2019/2020","Female","disabled","NECO","University","lga","Aninri","South East","Enugu","Aninri","","","38","38","20","8","9","0","0","18","12","0"
"2019/2020","Female","disabled","NECO","University","lga","Awgu","South East","Enugu","Awgu","","","54","54","32","10","13","0","0","22","21","0"
"2019/2020","Female","disabled","NECO","University","lga","Enugu East","South East","Enugu","Enugu East","","","56","56","31","11","12","0","0","25","20","0"
"2019/2020","Female","disabled","WAEC","College of Education","lga","Aninri","South East","Enugu","Aninri","","","65","64","34","10","11","0","1","30","24","0"
"2019/2020","Female","disabled","WAEC","College of Education","lga","Awgu","South East","Enugu","Awgu","","","20","20","10","3","4","0","0","10","7","0"
"2019/2020","Female","disabled","WAEC","College of Education","lga","Enugu East","South East","Enugu","Enugu East","","","49","49","27","8","9","0","0","22","18","0"
"2019/2020","Female","disabled","WAEC","Polytechnic","lga","Aninri","South East","Enugu","Aninri","","","88","88","47","19","18","1","0","41","28","1"
"2019/2020","Female","disabled","WAEC","Polytechnic","lga","Awgu","South East","Enugu","Awgu","","","22","22","12","5","5","0","0","10","7","0"
"2019/2020","Female","disabled","WAEC","Polytechnic","lga","Enugu East","South East","Enugu","Enugu East","","","65","65","34","9","11","0","0","31","25","0"
"2019/2020","Female","disabled","WAEC","University","lga","Aninri","South East","Enugu","Aninri","","","53","53","28","9","8","1","0","25","19","1"
"2019/2020","Female","disabled","WAEC","University","lga","Awgu","South East","Enugu","Awgu","","","74","74","43","14","14","0","0","31","29","0"
"2019/2020","Female","disabled","WAEC","University","lga","Enugu East","South East","Enugu","Enugu East","","","69","68","39","14","14","0","1","29","24","0"
