"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","lga","Awka North","South East","Anambra","Awka North","","","436","429","302","102","93","10","7","127","200","10"
"2019/2020","Female","all","NABTEB","College of Education","lga","Awka South","South East","Anambra","Awka South","","","578","570","386","129","111","19","8","184","257","19"
"2019/2020","Female","all","NABTEB","College of Education","lga","Nnewi North","South East","Anambra","Nnewi North","","","680","670","463","155","135","21","10","207","309","21"
"2019/2020","Female","all","NABTEB","College of Education","lga","Onitsha North","South East","Anambra","Onitsha North","","","116","114","82","25","21","4","2","32","57","4"
"2019/2020","Female","all","NABTEB","College of Education","lga","Onitsha South","South East","Anambra","Onitsha South","","","339","334","216","72","68","6","5","118","144","6"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Awka South","South East","Anambra","Awka South","","","168","165","116","37","34","4","3","49","79","4"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Onitsha North","South East","Anambra","Onitsha North","","","808","795","550","194","169","26","13","245","356","26"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Onitsha South","South East","Anambra","Onitsha South","","","575","565","386","126","114","14","10","179","261","14"
"2019/2020","Female","all","NABTEB","University","lga","Awka North","South East","Anambra","Awka North","","","686","677","457","146","127","20","9","220","312","20"
"2019/2020","Female","all","NABTEB","University","lga","Awka South","South East","Anambra","Awka South","","","305","300","197","61","55","7","5","103","136","7"
"2019/2020","Female","all","NABTEB","University","lga","Nnewi North","South East","Anambra","Nnewi North","","","473","466","330","110","97","14","7","136","221","14"
"2019/2020","Female","all","NABTEB","University","lga","Onitsha North","South East","Anambra","Onitsha North","","","252","249","169","56","47","9","3","80","113","9"
"2019/2020","Female","all","NABTEB","University","lga","Onitsha South","South East","Anambra","Onitsha South","","","215","212","148","58","50","8","3","64","91","8"
"2019/2020","Female","all","NECO","College of Education","lga","Awka North","South East","Anambra","Awka North","","","757","746","513","202","184","18","11","233","312","18"
"2019/2020","Female","all","NECO","College of Education","lga","Awka South","South East","Anambra","Awka South","","","1029","1013","678","263","237","26","16","335","415","26"
"2019/2020","Female","all","NECO","College of Education","lga","Nnewi North","South East","Anambra","Nnewi North","","","1307","1289","876","347","302","45","18","413","529","45"
"2019/2020","Female","all","NECO","College of Education","lga","Onitsha North","South East","Anambra","Onitsha North","","","249","245","166","65","60","6","4","79","100","6"
"2019/2020","Female","all","NECO","College of Education","lga","Onitsha South","South East","Anambra","Onitsha South","","","607","599","393","150","128","22","8","206","243","22"
"2019/2020","Female","all","NECO","Polytechnic","lga","Awka South","South East","Anambra","Awka South","","","340","335","226","84","73","11","5","109","142","11"
"2019/2020","Female","all","NECO","Polytechnic","lga","Onitsha North","South East","Anambra","Onitsha North","","","1550","1527","1046","412","361","51","23","481","634","51"
"2019/2020","Female","all","NECO","Polytechnic","lga","Onitsha South","South East","Anambra","Onitsha South","","","1066","1050","722","293","260","34","16","328","428","34"
