"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","lga","Gboko","North Central","Benue","Gboko","","","589","580","384","139","136","6","9","196","245","6"
"2019/2020","Female","all","NABTEB","College of Education","lga","Katsina-Ala","North Central","Benue","Katsina-Ala","","","456","449","307","121","93","28","7","142","187","28"
"2019/2020","Female","all","NABTEB","College of Education","lga","Makurdi","North Central","Benue","Makurdi","","","237","234","168","72","61","11","3","66","95","11"
"2019/2020","Female","all","NABTEB","College of Education","lga","Otukpo","North Central","Benue","Otukpo","","","234","230","154","59","54","6","4","76","95","6"
"2019/2020","Female","all","NABTEB","College of Education","lga","Vandeikya","North Central","Benue","Vandeikya","","","286","281","184","79","67","12","5","97","106","12"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Gboko","North Central","Benue","Gboko","","","226","222","150","54","49","6","4","72","96","6"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Katsina-Ala","North Central","Benue","Katsina-Ala","","","264","261","177","79","68","12","3","84","97","12"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Makurdi","North Central","Benue","Makurdi","","","515","507","340","114","93","22","8","167","226","22"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Otukpo","North Central","Benue","Otukpo","","","474","466","323","132","120","12","8","143","190","12"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Vandeikya","North Central","Benue","Vandeikya","","","359","353","249","103","85","18","6","104","146","18"
"2019/2020","Female","all","NABTEB","University","lga","Gboko","North Central","Benue","Gboko","","","218","215","142","42","42","0","3","73","100","0"
"2019/2020","Female","all","NABTEB","University","lga","Katsina-Ala","North Central","Benue","Katsina-Ala","","","340","335","218","78","68","11","5","117","141","11"
"2019/2020","Female","all","NABTEB","University","lga","Makurdi","North Central","Benue","Makurdi","","","294","290","205","72","67","6","4","85","132","6"
"2019/2020","Female","all","NABTEB","University","lga","Otukpo","North Central","Benue","Otukpo","","","340","335","226","92","74","18","5","109","134","18"
"2019/2020","Female","all","NABTEB","University","lga","Vandeikya","North Central","Benue","Vandeikya","","","478","472","326","138","111","28","6","146","187","28"
"2019/2020","Female","all","NECO","College of Education","lga","Gboko","North Central","Benue","Gboko","","","1050","1034","694","246","224","22","16","340","448","22"
"2019/2020","Female","all","NECO","College of Education","lga","Katsina-Ala","North Central","Benue","Katsina-Ala","","","888","876","610","251","225","26","12","266","360","26"
"2019/2020","Female","all","NECO","College of Education","lga","Makurdi","North Central","Benue","Makurdi","","","443","437","303","120","109","11","6","134","184","11"
"2019/2020","Female","all","NECO","College of Education","lga","Otukpo","North Central","Benue","Otukpo","","","444","438","298","110","98","12","6","140","188","12"
"2019/2020","Female","all","NECO","College of Education","lga","Vandeikya","North Central","Benue","Vandeikya","","","571","563","393","145","131","15","8","170","247","15"
"2019/2020","Female","all","NECO","Polytechnic","lga","Gboko","North Central","Benue","Gboko","","","454","448","303","114","98","17","6","145","188","17"
"2019/2020","Female","all","NECO","Polytechnic","lga","Katsina-Ala","North Central","Benue","Katsina-Ala","","","497","490","335","130","114","17","7","155","204","17"
"2019/2020","Female","all","NECO","Polytechnic","lga","Makurdi","North Central","Benue","Makurdi","","","969","955","621","226","197","29","14","334","395","29"
"2019/2020","Female","all","NECO","Polytechnic","lga","Otukpo","North Central","Benue","Otukpo","","","873","859","600","241","207","34","14","259","360","34"
"2019/2020","Female","all","NECO","Polytechnic","lga","Vandeikya","North Central","Benue","Vandeikya","","","640","631","440","157","137","20","9","191","283","20"
"2019/2020","Female","all","NECO","University","lga","Gboko","North Central","Benue","Gboko","","","400","394","271","94","82","12","6","123","178","12"
"2019/2020","Female","all","NECO","University","lga","Katsina-Ala","North Central","Benue","Katsina-Ala","","","691","681","464","161","141","20","10","217","303","20"
"2019/2020","Female","all","NECO","University","lga","Makurdi","North Central","Benue","Makurdi","","","542","534","369","140","119","21","8","165","229","21"
"2019/2020","Female","all","NECO","University","lga","Otukpo","North Central","Benue","Otukpo","","","601","592","401","156","142","15","9","191","244","15"
"2019/2020","Female","all","NECO","University","lga","Vandeikya","North Central","Benue","Vandeikya","","","852","839","587","234","207","27","13","252","353","27"
"2019/2020","Female","all","WAEC","College of Education","lga","Gboko","North Central","Benue","Gboko","","","1336","1317","886","326","298","28","19","431","560","28"
"2019/2020","Female","all","WAEC","College of Education","lga","Katsina-Ala","North Central","Benue","Katsina-Ala","","","1094","1077","766","316","287","29","17","311","449","29"
"2019/2020","Female","all","WAEC","College of Education","lga","Makurdi","North Central","Benue","Makurdi","","","568","559","396","162","146","16","9","163","233","16"
"2019/2020","Female","all","WAEC","College of Education","lga","Otukpo","North Central","Benue","Otukpo","","","567","558","387","154","136","18","9","171","233","18"
"2019/2020","Female","all","WAEC","College of Education","lga","Vandeikya","North Central","Benue","Vandeikya","","","685","675","442","168","157","11","10","233","274","11"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Gboko","North Central","Benue","Gboko","","","549","540","359","139","126","13","9","181","220","13"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Katsina-Ala","North Central","Benue","Katsina-Ala","","","608","599","416","163","147","17","9","183","252","17"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Makurdi","North Central","Benue","Makurdi","","","1292","1274","851","316","288","28","18","423","535","28"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Otukpo","North Central","Benue","Otukpo","","","1142","1124","765","315","297","18","18","359","450","18"
"2019/2020","Female","all","WAEC","Polytechnic","lga","Vandeikya","North Central","Benue","Vandeikya","","","819","807","562","229","212","17","12","245","333","17"
"2019/2020","Female","all","WAEC","University","lga","Gboko","North Central","Benue","Gboko","","","531","524","347","121","104","17","7","177","226","17"
"2019/2020","Female","all","WAEC","University","lga","Katsina-Ala","North Central","Benue","Katsina-Ala","","","854","841","546","210","187","23","13","295","336","23"
"2019/2020","Female","all","WAEC","University","lga","Makurdi","North Central","Benue","Makurdi","","","712","702","474","185","171","14","10","228","289","14"
"2019/2020","Female","all","WAEC","University","lga","Otukpo","North Central","Benue","Otukpo","","","856","844","586","247","227","20","12","258","338","20"
"2019/2020","Female","all","WAEC","University","lga","Vandeikya","North Central","Benue","Vandeikya","","","1251","1233","863","354","322","32","18","370","509","32"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Gboko","North Central","Benue","Gboko","","","70","70","44","30","30","0","0","26","15","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Katsina-Ala","North Central","Benue","Katsina-Ala","","","56","56","37","18","18","0","0","19","20","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Makurdi","North Central","Benue","Makurdi","","","32","32","20","12","12","0","0","12","9","0"
"2019/2020","Female","disabled","NABTEB","College of Education","lga","Otukpo","North Central","Benue","Otukpo","","","32","32","19","12","12","0","0","13","8","0"
