session,gender,disability_scope,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,College of Education,lga,Abi,South South,Cross River,Abi,,,507,500,366,118,107,12,7,134,248,12
2019/2020,Female,all,NABTEB,College of Education,lga,Bekwarra,South South,Cross River,Bekwarra,,,148,146,108,41,37,4,2,38,67,4
2019/2020,Female,all,NABTEB,College of Education,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,584,576,424,138,127,12,8,152,286,12
2019/2020,Female,all,NABTEB,College of Education,lga,Calabar South,South South,Cross River,Calabar South,,,90,89,64,22,21,1,1,25,42,1
2019/2020,Female,all,NABTEB,College of Education,lga,Ogoja,South South,Cross River,Ogoja,,,157,155,119,41,36,5,2,36,78,5
2019/2020,Female,all,NABTEB,Polytechnic,lga,Abi,South South,Cross River,Abi,,,258,255,188,56,49,7,3,67,132,7
2019/2020,Female,all,NABTEB,Polytechnic,lga,Bekwarra,South South,Cross River,Bekwarra,,,262,258,189,63,61,4,4,69,126,4
2019/2020,Female,all,NABTEB,Polytechnic,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,285,281,211,67,57,10,4,70,144,10
2019/2020,Female,all,NABTEB,Polytechnic,lga,Calabar South,South South,Cross River,Calabar South,,,607,598,436,143,126,17,9,162,293,17
2019/2020,Female,all,NABTEB,Polytechnic,lga,Ogoja,South South,Cross River,Ogoja,,,426,419,296,89,84,8,7,123,207,8
2019/2020,Female,all,NABTEB,University,lga,Abi,South South,Cross River,Abi,,,181,179,128,34,28,6,2,51,94,6
2019/2020,Female,all,NABTEB,University,lga,Bekwarra,South South,Cross River,Bekwarra,,,507,501,360,115,103,12,6,141,245,12
2019/2020,Female,all,NABTEB,University,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,87,86,58,19,16,3,1,28,39,3
2019/2020,Female,all,NABTEB,University,lga,Calabar South,South South,Cross River,Calabar South,,,256,252,180,64,56,9,4,72,116,9
2019/2020,Female,all,NABTEB,University,lga,Ogoja,South South,Cross River,Ogoja,,,284,280,191,64,60,6,4,89,127,6
2019/2020,Female,all,NECO,College of Education,lga,Abi,South South,Cross River,Abi,,,951,937,679,272,237,35,14,258,407,35
2019/2020,Female,all,NECO,College of Education,lga,Bekwarra,South South,Cross River,Bekwarra,,,301,297,226,90,76,14,4,71,136,14
2019/2020,Female,all,NECO,College of Education,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,1121,1104,812,316,283,33,17,292,496,33
2019/2020,Female,all,NECO,College of Education,lga,Calabar South,South South,Cross River,Calabar South,,,175,172,120,53,46,7,3,52,67,7
2019/2020,Female,all,NECO,College of Education,lga,Ogoja,South South,Cross River,Ogoja,,,317,313,226,89,76,13,4,87,137,13
2019/2020,Female,all,NECO,Polytechnic,lga,Abi,South South,Cross River,Abi,,,429,423,313,126,114,12,6,110,187,12
2019/2020,Female,all,NECO,Polytechnic,lga,Bekwarra,South South,Cross River,Bekwarra,,,487,480,366,158,138,20,7,114,208,20
2019/2020,Female,all,NECO,Polytechnic,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,555,547,394,163,143,20,8,153,231,20
2019/2020,Female,all,NECO,Polytechnic,lga,Calabar South,South South,Cross River,Calabar South,,,1132,1115,805,325,286,39,17,310,480,39
2019/2020,Female,all,NECO,Polytechnic,lga,Ogoja,South South,Cross River,Ogoja,,,745,735,527,206,180,26,10,208,321,26
2019/2020,Female,all,NECO,University,lga,Abi,South South,Cross River,Abi,,,345,340,225,77,68,9,5,115,148,9
2019/2020,Female,all,NECO,University,lga,Bekwarra,South South,Cross River,Bekwarra,,,996,981,711,264,232,32,15,270,447,32
2019/2020,Female,all,NECO,University,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,160,158,113,41,38,3,2,45,72,3
2019/2020,Female,all,NECO,University,lga,Calabar South,South South,Cross River,Calabar South,,,497,490,349,137,118,19,7,141,212,19
2019/2020,Female,all,NECO,University,lga,Ogoja,South South,Cross River,Ogoja,,,542,534,371,132,114,18,8,163,239,18
2019/2020,Female,all,WAEC,College of Education,lga,Abi,South South,Cross River,Abi,,,1306,1287,952,371,329,42,19,335,581,42
2019/2020,Female,all,WAEC,College of Education,lga,Bekwarra,South South,Cross River,Bekwarra,,,373,368,272,118,101,17,5,96,154,17
2019/2020,Female,all,WAEC,College of Education,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,1441,1420,1046,429,380,49,21,374,617,49
2019/2020,Female,all,WAEC,College of Education,lga,Calabar South,South South,Cross River,Calabar South,,,226,223,160,73,65,8,3,63,87,8
2019/2020,Female,all,WAEC,College of Education,lga,Ogoja,South South,Cross River,Ogoja,,,368,362,272,111,98,13,6,90,161,13
2019/2020,Female,all,WAEC,Polytechnic,lga,Abi,South South,Cross River,Abi,,,561,553,386,150,127,23,8,167,236,23
2019/2020,Female,all,WAEC,Polytechnic,lga,Bekwarra,South South,Cross River,Bekwarra,,,593,584,444,194,170,24,9,140,250,24
2019/2020,Female,all,WAEC,Polytechnic,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,614,605,450,180,160,20,9,155,270,20
2019/2020,Female,all,WAEC,Polytechnic,lga,Calabar South,South South,Cross River,Calabar South,,,1517,1496,1093,423,373,50,21,403,670,50
2019/2020,Female,all,WAEC,Polytechnic,lga,Ogoja,South South,Cross River,Ogoja,,,1007,993,705,274,243,31,14,288,431,31
2019/2020,Female,all,WAEC,University,lga,Abi,South South,Cross River,Abi,,,474,467,314,104,94,10,7,153,210,10
2019/2020,Female,all,WAEC,University,lga,Bekwarra,South South,Cross River,Bekwarra,,,1283,1264,903,361,318,43,19,361,542,43
2019/2020,Female,all,WAEC,University,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,215,212,146,52,47,5,3,66,94,5
2019/2020,Female,all,WAEC,University,lga,Calabar South,South South,Cross River,Calabar South,,,662,651,462,184,160,24,11,189,278,24
2019/2020,Female,all,WAEC,University,lga,Ogoja,South South,Cross River,Ogoja,,,627,619,441,160,137,23,8,178,281,23
2019/2020,Female,disabled,NABTEB,College of Education,lga,Abi,South South,Cross River,Abi,,,69,69,42,24,24,0,0,27,18,0
2019/2020,Female,disabled,NABTEB,College of Education,lga,Bekwarra,South South,Cross River,Bekwarra,,,18,18,11,8,8,0,0,7,3,0
2019/2020,Female,disabled,NABTEB,College of Education,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,71,71,49,23,24,0,0,22,26,0
2019/2020,Female,disabled,NABTEB,College of Education,lga,Calabar South,South South,Cross River,Calabar South,,,9,9,6,3,4,0,0,3,3,0
2019/2020,Female,disabled,NABTEB,College of Education,lga,Ogoja,South South,Cross River,Ogoja,,,20,20,14,7,8,0,0,6,7,0
2019/2020,Female,disabled,NABTEB,Polytechnic,lga,Abi,South South,Cross River,Abi,,,27,27,15,8,8,0,0,12,7,0
2019/2020,Female,disabled,NABTEB,Polytechnic,lga,Bekwarra,South South,Cross River,Bekwarra,,,38,38,26,16,16,0,0,12,10,0
2019/2020,Female,disabled,NABTEB,Polytechnic,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,38,38,24,11,12,0,0,14,13,0
2019/2020,Female,disabled,NABTEB,Polytechnic,lga,Calabar South,South South,Cross River,Calabar South,,,71,71,45,28,28,0,0,26,17,0
2019/2020,Female,disabled,NABTEB,Polytechnic,lga,Ogoja,South South,Cross River,Ogoja,,,60,60,39,19,20,0,0,21,20,0
2019/2020,Female,disabled,NABTEB,University,lga,Abi,South South,Cross River,Abi,,,20,20,14,8,8,0,0,6,6,0
2019/2020,Female,disabled,NABTEB,University,lga,Bekwarra,South South,Cross River,Bekwarra,,,62,62,38,20,20,0,0,24,18,0
2019/2020,Female,disabled,NABTEB,University,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,11,11,6,4,4,0,0,5,2,0
2019/2020,Female,disabled,NABTEB,University,lga,Calabar South,South South,Cross River,Calabar South,,,36,36,23,16,16,0,0,13,7,0
2019/2020,Female,disabled,NABTEB,University,lga,Ogoja,South South,Cross River,Ogoja,,,38,38,26,16,16,0,0,12,10,0
2019/2020,Female,disabled,NECO,College of Education,lga,Abi,South South,Cross River,Abi,,,108,108,73,28,28,0,0,35,45,0
2019/2020,Female,disabled,NECO,College of Education,lga,Bekwarra,South South,Cross River,Bekwarra,,,31,31,23,8,8,0,0,8,15,0
2019/2020,Female,disabled,NECO,College of Education,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,127,127,88,32,33,0,0,39,56,0
2019/2020,Female,disabled,NECO,College of Education,lga,Calabar South,South South,Cross River,Calabar South,,,19,19,12,4,4,0,0,7,8,0
2019/2020,Female,disabled,NECO,College of Education,lga,Ogoja,South South,Cross River,Ogoja,,,35,35,25,8,8,0,0,10,17,0
2019/2020,Female,disabled,NECO,Polytechnic,lga,Abi,South South,Cross River,Abi,,,39,39,26,12,12,0,0,13,14,0
2019/2020,Female,disabled,NECO,Polytechnic,lga,Bekwarra,South South,Cross River,Bekwarra,,,56,56,39,16,16,0,0,17,23,0
2019/2020,Female,disabled,NECO,Polytechnic,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,53,53,34,16,16,0,0,19,18,0
2019/2020,Female,disabled,NECO,Polytechnic,lga,Calabar South,South South,Cross River,Calabar South,,,125,125,84,32,33,0,0,41,52,0
2019/2020,Female,disabled,NECO,Polytechnic,lga,Ogoja,South South,Cross River,Ogoja,,,78,78,51,24,24,0,0,27,27,0
2019/2020,Female,disabled,NECO,University,lga,Abi,South South,Cross River,Abi,,,35,35,22,8,8,0,0,13,14,0
2019/2020,Female,disabled,NECO,University,lga,Bekwarra,South South,Cross River,Bekwarra,,,109,109,78,24,24,0,0,31,54,0
2019/2020,Female,disabled,NECO,University,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,19,19,13,4,4,0,0,6,9,0
2019/2020,Female,disabled,NECO,University,lga,Calabar South,South South,Cross River,Calabar South,,,51,51,34,16,16,0,0,17,18,0
2019/2020,Female,disabled,NECO,University,lga,Ogoja,South South,Cross River,Ogoja,,,62,62,41,16,16,0,0,21,25,0
2019/2020,Female,disabled,WAEC,College of Education,lga,Abi,South South,Cross River,Abi,,,150,150,100,34,37,0,0,50,66,0
2019/2020,Female,disabled,WAEC,College of Education,lga,Bekwarra,South South,Cross River,Bekwarra,,,39,39,26,7,8,0,0,13,19,0
2019/2020,Female,disabled,WAEC,College of Education,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,157,156,110,33,37,0,1,46,77,0
2019/2020,Female,disabled,WAEC,College of Education,lga,Calabar South,South South,Cross River,Calabar South,,,23,23,16,7,7,0,0,7,9,0
2019/2020,Female,disabled,WAEC,College of Education,lga,Ogoja,South South,Cross River,Ogoja,,,41,41,29,10,11,0,0,12,19,0
