"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","lga","Bodinga","North West","Sokoto","Bodinga","","","345","340","217","93","81","14","5","123","125","14"
"2019/2020","Female","all","NABTEB","College of Education","lga","Sokoto North","North West","Sokoto","Sokoto North","","","366","361","238","108","99","12","5","123","129","12"
"2019/2020","Female","all","NABTEB","College of Education","lga","Sokoto South","North West","Sokoto","Sokoto South","","","166","163","100","42","45","0","3","63","59","0"
"2019/2020","Female","all","NABTEB","College of Education","lga","Tambuwal","North West","Sokoto","Tambuwal","","","407","401","263","108","99","12","6","138","155","12"
"2019/2020","Female","all","NABTEB","College of Education","lga","Wamako","North West","Sokoto","Wamako","","","580","571","385","150","135","19","9","186","235","19"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Bodinga","North West","Sokoto","Bodinga","","","187","184","116","42","36","7","3","68","74","7"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Sokoto North","North West","Sokoto","Sokoto North","","","431","424","274","117","100","19","7","150","156","19"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Sokoto South","North West","Sokoto","Sokoto South","","","213","210","134","50","36","14","3","76","85","14"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Tambuwal","North West","Sokoto","Tambuwal","","","191","188","130","68","63","7","3","58","63","7"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Wamako","North West","Sokoto","Wamako","","","309","304","197","67","63","7","5","107","131","7"
"2019/2020","Female","all","NABTEB","University","lga","Bodinga","North West","Sokoto","Bodinga","","","655","646","416","167","146","24","9","230","248","24"
"2019/2020","Female","all","NABTEB","University","lga","Sokoto North","North West","Sokoto","Sokoto North","","","313","308","196","75","80","0","5","112","121","0"
"2019/2020","Female","all","NABTEB","University","lga","Sokoto South","North West","Sokoto","Sokoto South","","","727","716","459","201","190","19","11","257","257","19"
"2019/2020","Female","all","NABTEB","University","lga","Tambuwal","North West","Sokoto","Tambuwal","","","438","431","281","101","99","7","7","150","180","7"
"2019/2020","Female","all","NABTEB","University","lga","Wamako","North West","Sokoto","Wamako","","","360","355","236","109","100","11","5","119","127","11"
"2019/2020","Female","all","NECO","College of Education","lga","Bodinga","North West","Sokoto","Bodinga","","","668","657","439","183","164","19","11","218","256","19"
"2019/2020","Female","all","NECO","College of Education","lga","Sokoto North","North West","Sokoto","Sokoto North","","","704","693","452","183","171","12","11","241","269","12"
