session,gender,disability_scope,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,College of Education,lga,Oshimili North,South South,Delta,Oshimili North,,,440,435,294,101,86,15,5,141,193,15
2019/2020,Female,all,NABTEB,College of Education,lga,Oshimili South,South South,Delta,Oshimili South,,,73,72,53,22,23,0,1,19,31,0
2019/2020,Female,all,NABTEB,College of Education,lga,Uvwie,South South,Delta,Uvwie,,,689,678,459,156,131,26,11,219,303,26
2019/2020,Female,all,NABTEB,College of Education,lga,Warri North,South South,Delta,Warri North,,,119,117,77,22,23,0,2,40,55,0
2019/2020,Female,all,NABTEB,College of Education,lga,Warri South,South South,Delta,Warri South,,,180,177,121,56,57,0,3,56,65,0
2019/2020,Female,all,NABTEB,Polytechnic,lga,Oshimili North,South South,Delta,Oshimili North,,,323,317,219,94,80,14,6,98,125,14
2019/2020,Female,all,NABTEB,Polytechnic,lga,Oshimili South,South South,Delta,Oshimili South,,,789,777,523,183,154,30,12,254,340,30
2019/2020,Female,all,NABTEB,Polytechnic,lga,Uvwie,South South,Delta,Uvwie,,,334,329,232,95,81,14,5,97,137,14
2019/2020,Female,all,NABTEB,Polytechnic,lga,Warri North,South South,Delta,Warri North,,,596,587,389,156,133,24,9,198,233,24
2019/2020,Female,all,NABTEB,Polytechnic,lga,Warri South,South South,Delta,Warri South,,,162,160,108,33,35,0,2,52,75,0
2019/2020,Female,all,NABTEB,University,lga,Oshimili North,South South,Delta,Oshimili North,,,246,243,164,61,51,10,3,79,103,10
2019/2020,Female,all,NABTEB,University,lga,Oshimili South,South South,Delta,Oshimili South,,,229,225,155,56,47,9,4,70,99,9
2019/2020,Female,all,NABTEB,University,lga,Uvwie,South South,Delta,Uvwie,,,65,64,43,17,17,0,1,21,26,0
2019/2020,Female,all,NABTEB,University,lga,Warri North,South South,Delta,Warri North,,,304,299,213,83,69,15,5,86,130,15
2019/2020,Female,all,NABTEB,University,lga,Warri South,South South,Delta,Warri South,,,647,638,434,156,131,26,9,204,278,26
2019/2020,Female,all,NECO,College of Education,lga,Oshimili North,South South,Delta,Oshimili North,,,877,864,583,184,162,22,13,281,399,22
2019/2020,Female,all,NECO,College of Education,lga,Oshimili South,South South,Delta,Oshimili South,,,130,128,87,33,30,3,2,41,54,3
2019/2020,Female,all,NECO,College of Education,lga,Uvwie,South South,Delta,Uvwie,,,1308,1291,864,303,280,23,17,427,561,23
2019/2020,Female,all,NECO,College of Education,lga,Warri North,South South,Delta,Warri North,,,221,217,148,52,45,7,4,69,96,7
2019/2020,Female,all,NECO,College of Education,lga,Warri South,South South,Delta,Warri South,,,348,343,244,95,85,10,5,99,149,10
2019/2020,Female,all,NECO,Polytechnic,lga,Oshimili North,South South,Delta,Oshimili North,,,544,537,382,151,132,19,7,155,231,19
2019/2020,Female,all,NECO,Polytechnic,lga,Oshimili South,South South,Delta,Oshimili South,,,1460,1438,966,350,331,20,22,472,616,20
2019/2020,Female,all,NECO,Polytechnic,lga,Uvwie,South South,Delta,Uvwie,,,621,611,423,165,148,17,10,188,258,17
