"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","lga","Aboh Mbaise","South East","Imo","Aboh Mbaise","","","511","503","298","120","107","14","8","205","178","14"
"2019/2020","Female","all","NABTEB","College of Education","lga","Okigwe","South East","Imo","Okigwe","","","290","286","163","54","42","13","4","123","109","13"
"2019/2020","Female","all","NABTEB","College of Education","lga","Orlu","South East","Imo","Orlu","","","247","244","145","60","47","13","3","99","85","13"
"2019/2020","Female","all","NABTEB","College of Education","lga","Owerri North","South East","Imo","Owerri North","","","164","162","99","35","30","5","2","63","65","5"
"2019/2020","Female","all","NABTEB","College of Education","lga","Owerri West","South East","Imo","Owerri West","","","422","417","239","91","72","19","5","178","148","19"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Aboh Mbaise","South East","Imo","Aboh Mbaise","","","283","278","168","74","69","5","5","110","94","5"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Okigwe","South East","Imo","Okigwe","","","480","472","276","104","96","9","8","196","172","9"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Orlu","South East","Imo","Orlu","","","542","534","314","111","96","15","8","220","203","15"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Owerri North","South East","Imo","Owerri North","","","462","456","282","114","96","18","6","174","168","18"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Owerri West","South East","Imo","Owerri West","","","66","65","34","15","15","0","1","31","19","0"
"2019/2020","Female","all","NABTEB","University","lga","Aboh Mbaise","South East","Imo","Aboh Mbaise","","","69","68","40","10","10","0","1","28","31","0"
"2019/2020","Female","all","NABTEB","University","lga","Okigwe","South East","Imo","Okigwe","","","266","263","158","49","41","9","3","105","109","9"
"2019/2020","Female","all","NABTEB","University","lga","Orlu","South East","Imo","Orlu","","","356","350","210","87","72","15","6","140","123","15"
"2019/2020","Female","all","NABTEB","University","lga","Owerri North","South East","Imo","Owerri North","","","325","321","185","70","66","5","4","136","115","5"
"2019/2020","Female","all","NABTEB","University","lga","Owerri West","South East","Imo","Owerri West","","","625","615","366","161","143","19","10","249","205","19"
"2019/2020","Female","all","NECO","College of Education","lga","Aboh Mbaise","South East","Imo","Aboh Mbaise","","","1002","988","588","230","204","26","14","400","358","26"
"2019/2020","Female","all","NECO","College of Education","lga","Okigwe","South East","Imo","Okigwe","","","565","557","325","115","101","14","8","232","210","14"
