"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","lga","Daura","North West","Katsina","Daura","","","490","483","271","110","108","8","7","212","161","8"
"2019/2020","Female","all","NABTEB","College of Education","lga","Dutsinma","North West","Katsina","Dutsinma","","","454","448","262","92","94","5","6","186","169","5"
"2019/2020","Female","all","NABTEB","College of Education","lga","Funtua","North West","Katsina","Funtua","","","619","609","353","131","115","19","10","256","222","19"
"2019/2020","Female","all","NABTEB","College of Education","lga","Katsina","North West","Katsina","Katsina","","","376","370","213","92","94","4","6","157","121","4"
"2019/2020","Female","all","NABTEB","College of Education","lga","Mashi","North West","Katsina","Mashi","","","192","189","104","32","28","6","3","85","72","6"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Daura","North West","Katsina","Daura","","","149","147","91","33","29","4","2","56","58","4"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Dutsinma","North West","Katsina","Dutsinma","","","359","353","202","79","65","14","6","151","123","14"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Funtua","North West","Katsina","Funtua","","","370","365","199","66","66","6","5","166","133","6"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Katsina","North West","Katsina","Katsina","","","630","621","360","144","125","21","9","261","217","21"
"2019/2020","Female","all","NABTEB","Polytechnic","lga","Mashi","North West","Katsina","Mashi","","","349","344","211","78","66","12","5","133","134","12"
"2019/2020","Female","all","NABTEB","University","lga","Daura","North West","Katsina","Daura","","","462","455","266","105","86","21","7","189","161","21"
"2019/2020","Female","all","NABTEB","University","lga","Dutsinma","North West","Katsina","Dutsinma","","","304","300","168","53","44","10","4","132","115","10"
"2019/2020","Female","all","NABTEB","University","lga","Funtua","North West","Katsina","Funtua","","","182","179","99","46","44","4","3","80","54","4"
"2019/2020","Female","all","NABTEB","University","lga","Katsina","North West","Katsina","Katsina","","","74","73","40","13","14","0","1","33","27","0"
