session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,lga,Jalingo,North East,Taraba,Jalingo,,,605,1814,1313,550,505,28,0,501,763,45,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Jalingo,North East,Taraba,Jalingo,,,275,824,597,250,230,13,0,227,347,20,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Jalingo,North East,Taraba,Jalingo,,,220,660,477,200,184,10,0,183,277,16,1.8
2022/2023,Female,ALL,NECO,University,lga,Jalingo,North East,Taraba,Jalingo,,,283,848,614,257,236,13,0,234,357,21,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Jalingo,North East,Taraba,Jalingo,,,129,386,279,117,107,6,0,107,162,10,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Jalingo,North East,Taraba,Jalingo,,,103,309,223,94,86,5,0,86,129,8,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Jalingo,North East,Taraba,Jalingo,,,88,263,191,80,73,4,0,72,111,7,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Jalingo,North East,Taraba,Jalingo,,,40,120,87,36,33,2,0,33,51,3,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Jalingo,North East,Taraba,Jalingo,,,32,96,69,29,27,1,0,27,40,2,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Jalingo,North East,Taraba,Jalingo,,,39,118,85,36,33,2,0,33,49,3,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Jalingo,North East,Taraba,Jalingo,,,18,54,39,16,15,1,0,15,23,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Jalingo,North East,Taraba,Jalingo,,,14,43,31,13,12,1,0,12,18,1,1.8
2022/2023,Female,Disabled,NECO,University,lga,Jalingo,North East,Taraba,Jalingo,,,18,55,40,17,15,1,0,15,23,2,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Jalingo,North East,Taraba,Jalingo,,,8,25,18,8,7,0,0,7,10,1,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Jalingo,North East,Taraba,Jalingo,,,7,20,15,6,6,0,0,5,9,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Jalingo,North East,Taraba,Jalingo,,,6,17,12,5,5,0,0,5,7,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Jalingo,North East,Taraba,Jalingo,,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Jalingo,North East,Taraba,Jalingo,,,2,6,5,2,2,0,0,1,3,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Wukari,North East,Taraba,Wukari,,,641,1922,1391,582,535,29,0,531,809,47,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Wukari,North East,Taraba,Wukari,,,291,873,632,265,243,13,0,241,367,22,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Wukari,North East,Taraba,Wukari,,,233,699,506,212,195,11,0,193,294,17,1.8
2022/2023,Female,ALL,NECO,University,lga,Wukari,North East,Taraba,Wukari,,,300,899,650,272,250,14,0,249,378,22,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Wukari,North East,Taraba,Wukari,,,136,409,296,124,114,6,0,113,172,10,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Wukari,North East,Taraba,Wukari,,,109,327,237,99,91,5,0,90,138,8,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Wukari,North East,Taraba,Wukari,,,93,279,202,85,78,4,0,77,117,7,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Wukari,North East,Taraba,Wukari,,,42,127,92,38,35,2,0,35,54,3,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Wukari,North East,Taraba,Wukari,,,34,101,73,31,28,2,0,28,42,3,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Wukari,North East,Taraba,Wukari,,,42,125,90,38,35,2,0,35,52,3,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Wukari,North East,Taraba,Wukari,,,19,57,41,17,16,1,0,16,24,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Wukari,North East,Taraba,Wukari,,,15,45,33,14,13,1,0,12,19,1,1.8
2022/2023,Female,Disabled,NECO,University,lga,Wukari,North East,Taraba,Wukari,,,19,58,42,18,16,1,0,16,24,2,1.8
