session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,lga,Yola North,North East,Adamawa,Yola North,,,1589,4768,3451,1445,1328,73,0,1317,2006,117,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Yola North,North East,Adamawa,Yola North,,,722,2167,1568,657,604,33,0,599,911,53,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Yola North,North East,Adamawa,Yola North,,,578,1734,1255,526,483,27,0,479,729,43,1.8
2022/2023,Female,ALL,NECO,University,lga,Yola North,North East,Adamawa,Yola North,,,743,2230,1614,676,621,34,0,616,938,55,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Yola North,North East,Adamawa,Yola North,,,338,1014,734,307,282,16,0,280,427,25,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Yola North,North East,Adamawa,Yola North,,,270,811,587,246,226,12,0,224,341,20,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Yola North,North East,Adamawa,Yola North,,,231,692,501,210,193,11,0,191,291,17,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Yola North,North East,Adamawa,Yola North,,,105,315,228,95,88,5,0,87,133,7,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Yola North,North East,Adamawa,Yola North,,,84,252,182,76,70,4,0,70,106,6,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Yola North,North East,Adamawa,Yola North,,,103,310,224,94,86,5,0,86,130,8,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Yola North,North East,Adamawa,Yola North,,,47,141,102,43,39,2,0,39,59,4,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Yola North,North East,Adamawa,Yola North,,,38,113,82,34,31,2,0,31,48,3,1.8
2022/2023,Female,Disabled,NECO,University,lga,Yola North,North East,Adamawa,Yola North,,,48,145,105,44,40,2,0,40,61,4,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Yola North,North East,Adamawa,Yola North,,,22,66,48,20,18,1,0,18,28,2,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Yola North,North East,Adamawa,Yola North,,,18,53,38,16,15,1,0,15,22,1,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Yola North,North East,Adamawa,Yola North,,,15,45,33,14,13,1,0,12,19,1,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Yola North,North East,Adamawa,Yola North,,,7,20,15,6,6,0,0,5,9,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Yola North,North East,Adamawa,Yola North,,,5,16,12,5,5,0,0,4,7,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Yola South,North East,Adamawa,Yola South,,,953,2860,2070,867,797,44,0,790,1203,70,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Yola South,North East,Adamawa,Yola South,,,433,1300,941,394,362,20,0,359,547,32,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Yola South,North East,Adamawa,Yola South,,,347,1040,753,315,290,16,0,287,438,25,1.8
2022/2023,Female,ALL,NECO,University,lga,Yola South,North East,Adamawa,Yola South,,,446,1338,968,405,373,21,0,370,563,32,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Yola South,North East,Adamawa,Yola South,,,203,608,440,184,169,9,0,168,256,15,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Yola South,North East,Adamawa,Yola South,,,162,486,352,147,135,7,0,134,205,12,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Yola South,North East,Adamawa,Yola South,,,138,415,300,126,116,6,0,115,174,10,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Yola South,North East,Adamawa,Yola South,,,63,189,137,57,53,3,0,52,80,4,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Yola South,North East,Adamawa,Yola South,,,50,151,109,46,42,2,0,42,63,4,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Yola South,North East,Adamawa,Yola South,,,62,186,135,56,52,3,0,51,79,4,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Yola South,North East,Adamawa,Yola South,,,28,84,61,26,24,1,0,23,35,2,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Yola South,North East,Adamawa,Yola South,,,23,68,49,20,19,1,0,19,29,1,1.8
2022/2023,Female,Disabled,NECO,University,lga,Yola South,North East,Adamawa,Yola South,,,29,87,63,26,24,1,0,24,37,2,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Yola South,North East,Adamawa,Yola South,,,13,40,29,12,11,1,0,11,17,1,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Yola South,North East,Adamawa,Yola South,,,11,32,23,10,9,0,0,9,13,1,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Yola South,North East,Adamawa,Yola South,,,9,27,20,8,8,0,0,7,12,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Yola South,North East,Adamawa,Yola South,,,4,12,9,4,3,0,0,3,5,1,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Yola South,North East,Adamawa,Yola South,,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Numan,North East,Adamawa,Numan,,,1044,3133,2267,950,873,48,0,866,1317,77,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Numan,North East,Adamawa,Numan,,,475,1424,1030,432,397,22,0,394,598,35,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Numan,North East,Adamawa,Numan,,,380,1139,824,345,317,17,0,315,479,28,1.8
2022/2023,Female,ALL,NECO,University,lga,Numan,North East,Adamawa,Numan,,,489,1465,1060,444,408,22,0,405,616,36,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Numan,North East,Adamawa,Numan,,,222,666,482,202,186,10,0,184,280,16,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Numan,North East,Adamawa,Numan,,,178,533,386,162,148,8,0,147,224,14,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Numan,North East,Adamawa,Numan,,,152,455,329,138,127,7,0,126,191,11,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Numan,North East,Adamawa,Numan,,,69,207,150,63,58,3,0,57,87,5,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Numan,North East,Adamawa,Numan,,,55,165,120,50,46,3,0,45,70,4,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Numan,North East,Adamawa,Numan,,,68,204,147,62,57,3,0,57,85,5,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Numan,North East,Adamawa,Numan,,,31,93,67,28,26,1,0,26,39,2,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Numan,North East,Adamawa,Numan,,,25,74,54,22,21,1,0,20,32,1,1.8
2022/2023,Female,Disabled,NECO,University,lga,Numan,North East,Adamawa,Numan,,,32,95,69,29,27,1,0,26,40,2,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Numan,North East,Adamawa,Numan,,,14,43,31,13,12,1,0,12,18,1,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Numan,North East,Adamawa,Numan,,,12,35,25,10,10,1,0,10,15,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Numan,North East,Adamawa,Numan,,,10,30,21,9,8,0,0,9,12,1,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Numan,North East,Adamawa,Numan,,,4,13,10,4,4,0,0,3,6,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Numan,North East,Adamawa,Numan,,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Mubi North,North East,Adamawa,Mubi North,,,1567,4702,3402,1425,1309,72,0,1300,1977,116,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Mubi North,North East,Adamawa,Mubi North,,,712,2137,1546,648,595,33,0,591,898,53,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Mubi North,North East,Adamawa,Mubi North,,,570,1710,1237,518,476,26,0,473,719,42,1.8
2022/2023,Female,ALL,NECO,University,lga,Mubi North,North East,Adamawa,Mubi North,,,733,2199,1591,667,612,34,0,608,924,55,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Mubi North,North East,Adamawa,Mubi North,,,333,1000,723,303,278,15,0,277,420,25,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Mubi North,North East,Adamawa,Mubi North,,,267,800,579,242,223,12,0,221,337,19,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Mubi North,North East,Adamawa,Mubi North,,,228,683,494,207,190,10,0,189,287,17,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Mubi North,North East,Adamawa,Mubi North,,,103,310,224,94,86,5,0,86,130,8,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Mubi North,North East,Adamawa,Mubi North,,,83,248,180,75,69,4,0,68,105,6,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Mubi North,North East,Adamawa,Mubi North,,,102,306,221,93,85,5,0,85,128,8,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Mubi North,North East,Adamawa,Mubi North,,,46,139,101,42,39,2,0,38,59,3,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Mubi North,North East,Adamawa,Mubi North,,,37,111,80,34,31,2,0,31,46,3,1.8
2022/2023,Female,Disabled,NECO,University,lga,Mubi North,North East,Adamawa,Mubi North,,,48,143,103,43,40,2,0,40,60,3,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Mubi North,North East,Adamawa,Mubi North,,,22,65,47,20,18,1,0,18,27,2,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Mubi North,North East,Adamawa,Mubi North,,,17,52,38,16,14,1,0,14,22,2,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Mubi North,North East,Adamawa,Mubi North,,,15,44,32,13,12,1,0,12,19,1,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Mubi North,North East,Adamawa,Mubi North,,,7,20,15,6,6,0,0,5,9,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Mubi North,North East,Adamawa,Mubi North,,,5,16,12,5,4,0,0,4,7,1,1.8
2022/2023,Male,ALL,WAEC,University,lga,Yola North,North East,Adamawa,Yola North,,,1747,5239,3791,1588,1459,80,0,1448,2203,129,1.8
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Yola North,North East,Adamawa,Yola North,,,794,2382,1723,722,663,36,0,659,1001,59,1.8
2022/2023,Male,ALL,WAEC,College of Education,lga,Yola North,North East,Adamawa,Yola North,,,635,1905,1379,577,531,29,0,526,802,46,1.8
2022/2023,Male,ALL,NECO,University,lga,Yola North,North East,Adamawa,Yola North,,,817,2451,1773,743,683,38,0,678,1030,60,1.8
2022/2023,Male,ALL,NECO,Polytechnic,lga,Yola North,North East,Adamawa,Yola North,,,371,1114,806,338,310,17,0,308,468,28,1.8
2022/2023,Male,ALL,NECO,College of Education,lga,Yola North,North East,Adamawa,Yola North,,,297,891,645,270,248,14,0,246,375,22,1.8
2022/2023,Male,ALL,NABTEB,University,lga,Yola North,North East,Adamawa,Yola North,,,254,761,550,231,212,12,0,211,319,19,1.8
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Yola North,North East,Adamawa,Yola North,,,115,346,250,105,96,5,0,96,145,9,1.8
2022/2023,Male,ALL,NABTEB,College of Education,lga,Yola North,North East,Adamawa,Yola North,,,92,277,200,84,77,4,0,77,116,7,1.8
2022/2023,Male,Disabled,WAEC,University,lga,Yola North,North East,Adamawa,Yola North,,,114,341,246,103,95,5,0,95,143,8,1.8
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Yola North,North East,Adamawa,Yola North,,,52,155,112,47,43,2,0,43,65,4,1.8
2022/2023,Male,Disabled,WAEC,College of Education,lga,Yola North,North East,Adamawa,Yola North,,,41,124,90,38,34,2,0,34,52,4,1.8
2022/2023,Male,Disabled,NECO,University,lga,Yola North,North East,Adamawa,Yola North,,,53,159,115,48,44,2,0,44,67,4,1.8
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Yola North,North East,Adamawa,Yola North,,,24,72,52,22,20,1,0,20,30,2,1.8
2022/2023,Male,Disabled,NECO,College of Education,lga,Yola North,North East,Adamawa,Yola North,,,19,58,42,18,16,1,0,16,24,2,1.8
2022/2023,Male,Disabled,NABTEB,University,lga,Yola North,North East,Adamawa,Yola North,,,16,49,36,15,14,1,0,13,21,1,1.8
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Yola North,North East,Adamawa,Yola North,,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Yola North,North East,Adamawa,Yola North,,,6,18,13,5,5,0,0,5,8,0,1.8
2022/2023,Male,ALL,WAEC,University,lga,Yola South,North East,Adamawa,Yola South,,,1048,3143,2274,953,875,48,0,869,1321,78,1.8
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Yola South,North East,Adamawa,Yola South,,,476,1428,1034,433,398,22,0,394,601,35,1.8
2022/2023,Male,ALL,WAEC,College of Education,lga,Yola South,North East,Adamawa,Yola South,,,381,1143,827,346,318,17,0,316,481,28,1.8
2022/2023,Male,ALL,NECO,University,lga,Yola South,North East,Adamawa,Yola South,,,490,1470,1064,446,409,22,0,406,618,37,1.8
2022/2023,Male,ALL,NECO,Polytechnic,lga,Yola South,North East,Adamawa,Yola South,,,223,668,484,203,186,10,0,184,281,17,1.8
2022/2023,Male,ALL,NECO,College of Education,lga,Yola South,North East,Adamawa,Yola South,,,178,535,387,162,149,8,0,148,225,13,1.8
2022/2023,Male,ALL,NABTEB,University,lga,Yola South,North East,Adamawa,Yola South,,,152,456,330,138,127,7,0,126,192,11,1.8
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Yola South,North East,Adamawa,Yola South,,,69,207,150,63,58,3,0,57,87,5,1.8
2022/2023,Male,ALL,NABTEB,College of Education,lga,Yola South,North East,Adamawa,Yola South,,,55,166,120,50,46,3,0,46,70,4,1.8
2022/2023,Male,Disabled,WAEC,University,lga,Yola South,North East,Adamawa,Yola South,,,68,204,148,62,57,3,0,56,86,5,1.8
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Yola South,North East,Adamawa,Yola South,,,31,93,67,28,26,1,0,26,39,2,1.8
2022/2023,Male,Disabled,WAEC,College of Education,lga,Yola South,North East,Adamawa,Yola South,,,25,74,54,23,21,1,0,20,31,2,1.8
2022/2023,Male,Disabled,NECO,University,lga,Yola South,North East,Adamawa,Yola South,,,32,96,69,29,27,1,0,27,40,2,1.8
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Yola South,North East,Adamawa,Yola South,,,14,43,31,13,12,1,0,12,18,1,1.8
2022/2023,Male,Disabled,NECO,College of Education,lga,Yola South,North East,Adamawa,Yola South,,,12,35,25,11,10,1,0,10,14,1,1.8
2022/2023,Male,Disabled,NABTEB,University,lga,Yola South,North East,Adamawa,Yola South,,,10,30,21,9,8,0,0,9,12,1,1.8
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Yola South,North East,Adamawa,Yola South,,,4,13,10,4,4,0,0,3,6,0,1.8
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Yola South,North East,Adamawa,Yola South,,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Male,ALL,WAEC,University,lga,Numan,North East,Adamawa,Numan,,,1147,3442,2491,1043,959,53,0,951,1448,84,1.8
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Numan,North East,Adamawa,Numan,,,522,1565,1132,474,436,24,0,433,658,38,1.8
2022/2023,Male,ALL,WAEC,College of Education,lga,Numan,North East,Adamawa,Numan,,,417,1252,906,379,349,19,0,346,527,30,1.8
2022/2023,Male,ALL,NECO,University,lga,Numan,North East,Adamawa,Numan,,,537,1610,1165,488,448,25,0,445,677,40,1.8
2022/2023,Male,ALL,NECO,Polytechnic,lga,Numan,North East,Adamawa,Numan,,,244,732,530,222,204,11,0,202,308,18,1.8
2022/2023,Male,ALL,NECO,College of Education,lga,Numan,North East,Adamawa,Numan,,,195,585,424,177,163,9,0,161,247,14,1.8
2022/2023,Male,ALL,NABTEB,University,lga,Numan,North East,Adamawa,Numan,,,167,500,362,151,139,8,0,138,211,12,1.8
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Numan,North East,Adamawa,Numan,,,76,227,164,69,63,3,0,63,95,6,1.8
2022/2023,Male,ALL,NABTEB,College of Education,lga,Numan,North East,Adamawa,Numan,,,61,182,131,55,51,3,0,51,76,4,1.8
2022/2023,Male,Disabled,WAEC,University,lga,Numan,North East,Adamawa,Numan,,,75,224,162,68,62,3,0,62,94,6,1.8
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Numan,North East,Adamawa,Numan,,,34,102,74,31,28,2,0,28,43,3,1.8
2022/2023,Male,Disabled,WAEC,College of Education,lga,Numan,North East,Adamawa,Numan,,,27,81,59,25,23,1,0,22,34,2,1.8
2022/2023,Male,Disabled,NECO,University,lga,Numan,North East,Adamawa,Numan,,,35,105,76,32,29,2,0,29,44,3,1.8
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Numan,North East,Adamawa,Numan,,,16,48,34,14,13,1,0,14,20,1,1.8
2022/2023,Male,Disabled,NECO,College of Education,lga,Numan,North East,Adamawa,Numan,,,13,38,28,12,11,1,0,10,16,1,1.8
2022/2023,Male,Disabled,NABTEB,University,lga,Numan,North East,Adamawa,Numan,,,11,32,24,10,9,0,0,8,14,1,1.8
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Numan,North East,Adamawa,Numan,,,5,15,11,4,4,0,0,4,7,0,1.8
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Numan,North East,Adamawa,Numan,,,4,12,9,4,3,0,0,3,5,1,1.8
2022/2023,Male,ALL,WAEC,University,lga,Mubi North,North East,Adamawa,Mubi North,,,1722,5166,3738,1566,1439,79,0,1428,2172,127,1.8
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Mubi North,North East,Adamawa,Mubi North,,,783,2348,1699,712,654,36,0,649,987,58,1.8
2022/2023,Male,ALL,WAEC,College of Education,lga,Mubi North,North East,Adamawa,Mubi North,,,626,1879,1359,569,523,29,0,520,790,46,1.8
2022/2023,Male,ALL,NECO,University,lga,Mubi North,North East,Adamawa,Mubi North,,,805,2416,1749,732,673,37,0,667,1017,59,1.8
2022/2023,Male,ALL,NECO,Polytechnic,lga,Mubi North,North East,Adamawa,Mubi North,,,366,1098,795,333,306,17,0,303,462,27,1.8
2022/2023,Male,ALL,NECO,College of Education,lga,Mubi North,North East,Adamawa,Mubi North,,,293,879,636,266,245,13,0,243,370,21,1.8
2022/2023,Male,ALL,NABTEB,University,lga,Mubi North,North East,Adamawa,Mubi North,,,250,750,543,227,209,11,0,207,316,18,1.8
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Mubi North,North East,Adamawa,Mubi North,,,114,341,247,103,95,5,0,94,144,8,1.8
2022/2023,Male,ALL,NABTEB,College of Education,lga,Mubi North,North East,Adamawa,Mubi North,,,91,273,197,83,76,4,0,76,114,7,1.8
2022/2023,Male,Disabled,WAEC,University,lga,Mubi North,North East,Adamawa,Mubi North,,,112,336,243,102,94,5,0,93,141,8,1.8
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Mubi North,North East,Adamawa,Mubi North,,,51,153,110,46,43,2,0,43,64,3,1.8
2022/2023,Male,Disabled,WAEC,College of Education,lga,Mubi North,North East,Adamawa,Mubi North,,,41,122,88,37,34,2,0,34,51,3,1.8
2022/2023,Male,Disabled,NECO,University,lga,Mubi North,North East,Adamawa,Mubi North,,,52,157,114,48,44,2,0,43,66,4,1.8
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Mubi North,North East,Adamawa,Mubi North,,,24,71,52,22,20,1,0,19,30,2,1.8
