session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,lga,Auyo,North West,Jigawa,Auyo,,,238,715,517,217,199,11,0,198,300,18,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Auyo,North West,Jigawa,Auyo,,,108,325,235,98,91,5,0,90,137,7,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Auyo,North West,Jigawa,Auyo,,,87,260,188,79,72,4,0,72,109,7,1.8
2022/2023,Female,ALL,NECO,University,lga,Auyo,North West,Jigawa,Auyo,,,111,334,242,101,93,5,0,92,141,8,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Auyo,North West,Jigawa,Auyo,,,51,152,110,46,42,2,0,42,64,4,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Auyo,North West,Jigawa,Auyo,,,41,122,88,37,34,2,0,34,51,3,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Auyo,North West,Jigawa,Auyo,,,35,104,75,31,29,2,0,29,44,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Auyo,North West,Jigawa,Auyo,,,16,47,34,14,13,1,0,13,20,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Auyo,North West,Jigawa,Auyo,,,13,38,27,11,11,1,0,11,16,0,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Auyo,North West,Jigawa,Auyo,,,15,46,34,14,13,1,0,12,20,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Auyo,North West,Jigawa,Auyo,,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Auyo,North West,Jigawa,Auyo,,,6,17,12,5,5,0,0,5,7,0,1.8
2022/2023,Female,Disabled,NECO,University,lga,Auyo,North West,Jigawa,Auyo,,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Auyo,North West,Jigawa,Auyo,,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Auyo,North West,Jigawa,Auyo,,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Auyo,North West,Jigawa,Auyo,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Auyo,North West,Jigawa,Auyo,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Auyo,North West,Jigawa,Auyo,,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Babura,North West,Jigawa,Babura,,,116,346,251,105,97,5,0,95,146,8,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Babura,North West,Jigawa,Babura,,,53,157,114,48,44,2,0,43,66,4,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Babura,North West,Jigawa,Babura,,,42,126,91,38,35,2,0,35,53,3,1.8
2022/2023,Female,ALL,NECO,University,lga,Babura,North West,Jigawa,Babura,,,54,162,117,49,45,2,0,45,68,4,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Babura,North West,Jigawa,Babura,,,25,74,53,22,21,1,0,21,31,1,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Babura,North West,Jigawa,Babura,,,20,59,43,18,16,1,0,16,25,2,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Babura,North West,Jigawa,Babura,,,17,50,36,15,14,1,0,14,21,1,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Babura,North West,Jigawa,Babura,,,8,23,17,7,6,0,0,6,10,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Babura,North West,Jigawa,Babura,,,6,18,13,6,5,0,0,5,7,1,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Babura,North West,Jigawa,Babura,,,8,23,16,7,6,0,0,7,9,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Babura,North West,Jigawa,Babura,,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Babura,North West,Jigawa,Babura,,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NECO,University,lga,Babura,North West,Jigawa,Babura,,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Babura,North West,Jigawa,Babura,,,2,5,3,1,1,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Babura,North West,Jigawa,Babura,,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Babura,North West,Jigawa,Babura,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Babura,North West,Jigawa,Babura,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Babura,North West,Jigawa,Babura,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Birnin-Kudu,North West,Jigawa,Birnin-Kudu,,,222,665,481,202,185,10,0,184,279,17,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Birnin-Kudu,North West,Jigawa,Birnin-Kudu,,,101,302,219,92,84,5,0,83,127,8,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Birnin-Kudu,North West,Jigawa,Birnin-Kudu,,,81,242,175,73,67,4,0,67,102,6,1.8
2022/2023,Female,ALL,NECO,University,lga,Birnin-Kudu,North West,Jigawa,Birnin-Kudu,,,104,311,225,94,87,5,0,86,131,7,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Birnin-Kudu,North West,Jigawa,Birnin-Kudu,,,47,141,102,43,39,2,0,39,59,4,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Birnin-Kudu,North West,Jigawa,Birnin-Kudu,,,38,113,82,34,31,2,0,31,48,3,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Birnin-Kudu,North West,Jigawa,Birnin-Kudu,,,32,97,70,29,27,1,0,27,41,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Birnin-Kudu,North West,Jigawa,Birnin-Kudu,,,15,44,32,13,12,1,0,12,19,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Birnin-Kudu,North West,Jigawa,Birnin-Kudu,,,12,35,25,11,10,1,0,10,14,1,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Birnin-Kudu,North West,Jigawa,Birnin-Kudu,,,14,43,31,13,12,1,0,12,18,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Birnin-Kudu,North West,Jigawa,Birnin-Kudu,,,7,20,14,6,5,0,0,6,8,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Birnin-Kudu,North West,Jigawa,Birnin-Kudu,,,5,16,11,5,4,0,0,5,6,1,1.8
2022/2023,Female,Disabled,NECO,University,lga,Birnin-Kudu,North West,Jigawa,Birnin-Kudu,,,7,20,15,6,6,0,0,5,9,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Birnin-Kudu,North West,Jigawa,Birnin-Kudu,,,3,9,7,3,3,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Birnin-Kudu,North West,Jigawa,Birnin-Kudu,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Birnin-Kudu,North West,Jigawa,Birnin-Kudu,,,2,6,5,2,2,0,0,1,3,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Birnin-Kudu,North West,Jigawa,Birnin-Kudu,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Birnin-Kudu,North West,Jigawa,Birnin-Kudu,,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Birniwa,North West,Jigawa,Birniwa,,,223,668,483,203,186,10,0,185,280,17,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Birniwa,North West,Jigawa,Birniwa,,,101,303,220,92,84,5,0,83,128,8,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Birniwa,North West,Jigawa,Birniwa,,,81,243,176,74,68,4,0,67,102,6,1.8
2022/2023,Female,ALL,NECO,University,lga,Birniwa,North West,Jigawa,Birniwa,,,104,312,226,95,87,5,0,86,131,8,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Birniwa,North West,Jigawa,Birniwa,,,47,142,103,43,40,2,0,39,60,3,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Birniwa,North West,Jigawa,Birniwa,,,38,114,82,34,32,2,0,32,48,2,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Birniwa,North West,Jigawa,Birniwa,,,32,97,70,29,27,1,0,27,41,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Birniwa,North West,Jigawa,Birniwa,,,15,44,32,13,12,1,0,12,19,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Birniwa,North West,Jigawa,Birniwa,,,12,35,26,11,10,1,0,9,15,1,1.8
