session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,lga,Sokoto North,North West,Sokoto,Sokoto North,,,615,1845,1335,560,514,28,0,510,775,46,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Sokoto North,North West,Sokoto,Sokoto North,,,280,839,607,254,234,13,0,232,353,20,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Sokoto North,North West,Sokoto,Sokoto North,,,224,671,486,203,187,10,0,185,283,16,1.8
2022/2023,Female,ALL,NECO,University,lga,Sokoto North,North West,Sokoto,Sokoto North,,,288,863,625,262,240,13,0,238,363,22,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Sokoto North,North West,Sokoto,Sokoto North,,,131,392,284,119,109,6,0,108,165,10,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Sokoto North,North West,Sokoto,Sokoto North,,,105,314,227,95,87,5,0,87,132,8,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Sokoto North,North West,Sokoto,Sokoto North,,,89,268,194,81,75,4,0,74,113,6,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Sokoto North,North West,Sokoto,Sokoto North,,,41,122,88,37,34,2,0,34,51,3,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Sokoto North,North West,Sokoto,Sokoto North,,,32,97,70,30,27,1,0,27,40,3,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Sokoto North,North West,Sokoto,Sokoto North,,,40,120,87,36,33,2,0,33,51,3,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Sokoto North,North West,Sokoto,Sokoto North,,,18,55,39,17,15,1,0,16,22,2,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Sokoto North,North West,Sokoto,Sokoto North,,,15,44,32,13,12,1,0,12,19,1,1.8
2022/2023,Female,Disabled,NECO,University,lga,Sokoto North,North West,Sokoto,Sokoto North,,,19,56,41,17,16,1,0,15,24,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Sokoto North,North West,Sokoto,Sokoto North,,,9,26,18,8,7,0,0,8,10,1,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Sokoto North,North West,Sokoto,Sokoto North,,,7,20,15,6,6,0,0,5,9,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Sokoto North,North West,Sokoto,Sokoto North,,,6,17,13,5,5,0,0,4,8,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Sokoto North,North West,Sokoto,Sokoto North,,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Sokoto North,North West,Sokoto,Sokoto North,,,2,6,5,2,2,0,0,1,3,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Sokoto South,North West,Sokoto,Sokoto South,,,711,2132,1543,646,594,33,0,589,897,52,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Sokoto South,North West,Sokoto,Sokoto South,,,323,969,701,294,270,15,0,268,407,24,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Sokoto South,North West,Sokoto,Sokoto South,,,258,775,561,235,216,12,0,214,326,19,1.8
2022/2023,Female,ALL,NECO,University,lga,Sokoto South,North West,Sokoto,Sokoto South,,,332,997,722,302,278,15,0,275,420,24,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Sokoto South,North West,Sokoto,Sokoto South,,,151,453,328,137,126,7,0,125,191,11,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Sokoto South,North West,Sokoto,Sokoto South,,,121,363,262,110,101,6,0,101,152,9,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Sokoto South,North West,Sokoto,Sokoto South,,,103,309,224,94,86,5,0,85,130,8,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Sokoto South,North West,Sokoto,Sokoto South,,,47,141,102,43,39,2,0,39,59,4,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Sokoto South,North West,Sokoto,Sokoto South,,,38,113,81,34,31,2,0,32,47,3,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Sokoto South,North West,Sokoto,Sokoto South,,,46,139,100,42,39,2,0,39,58,3,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Sokoto South,North West,Sokoto,Sokoto South,,,21,63,46,19,18,1,0,17,27,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Sokoto South,North West,Sokoto,Sokoto South,,,17,50,36,15,14,1,0,14,21,1,1.8
2022/2023,Female,Disabled,NECO,University,lga,Sokoto South,North West,Sokoto,Sokoto South,,,22,65,47,20,18,1,0,18,27,2,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Sokoto South,North West,Sokoto,Sokoto South,,,10,29,21,9,8,0,0,8,12,1,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Sokoto South,North West,Sokoto,Sokoto South,,,8,24,17,7,7,0,0,7,10,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Sokoto South,North West,Sokoto,Sokoto South,,,7,20,15,6,6,0,0,5,9,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Sokoto South,North West,Sokoto,Sokoto South,,,3,9,7,3,3,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Sokoto South,North West,Sokoto,Sokoto South,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Tambuwal,North West,Sokoto,Tambuwal,,,1085,3256,2356,987,907,50,0,900,1369,80,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Tambuwal,North West,Sokoto,Tambuwal,,,493,1480,1071,449,412,23,0,409,622,37,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Tambuwal,North West,Sokoto,Tambuwal,,,395,1184,857,359,330,18,0,327,498,29,1.8
2022/2023,Female,ALL,NECO,University,lga,Tambuwal,North West,Sokoto,Tambuwal,,,508,1523,1102,462,424,23,0,421,640,38,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Tambuwal,North West,Sokoto,Tambuwal,,,231,692,501,210,193,11,0,191,291,17,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Tambuwal,North West,Sokoto,Tambuwal,,,185,554,401,168,154,8,0,153,233,14,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Tambuwal,North West,Sokoto,Tambuwal,,,158,473,342,143,132,7,0,131,199,11,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Tambuwal,North West,Sokoto,Tambuwal,,,72,215,155,65,60,3,0,60,90,5,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Tambuwal,North West,Sokoto,Tambuwal,,,57,172,124,52,48,3,0,48,72,4,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Tambuwal,North West,Sokoto,Tambuwal,,,71,212,153,64,59,3,0,59,89,5,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Tambuwal,North West,Sokoto,Tambuwal,,,32,96,70,29,27,1,0,26,41,2,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Tambuwal,North West,Sokoto,Tambuwal,,,26,77,56,23,21,1,0,21,33,2,1.8
