session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,169,508,368,154,142,8,0,140,214,12,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,77,231,167,70,64,4,0,64,97,6,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,62,185,134,56,51,3,0,51,78,5,1.8
2022/2023,Female,ALL,NECO,University,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,79,238,172,72,66,4,0,66,100,6,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,36,108,78,33,30,2,0,30,45,3,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,29,86,63,26,24,1,0,23,37,2,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,25,74,53,22,21,1,0,21,31,1,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,11,34,24,10,9,0,0,10,14,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,9,27,19,8,7,0,0,8,11,1,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,11,33,24,10,9,0,0,9,14,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,5,15,11,5,4,0,0,4,6,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,4,12,9,4,3,0,0,3,5,1,1.8
2022/2023,Female,Disabled,NECO,University,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,5,15,11,5,4,0,0,4,6,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,2,5,3,1,1,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,1,2,1,1,0,0,0,1,0,1,1.8
2022/2023,Female,ALL,WAEC,University,lga,Brass,South South,Bayelsa,Brass,,,257,771,558,234,215,12,0,213,324,19,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Brass,South South,Bayelsa,Brass,,,117,351,254,106,98,5,0,97,148,8,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Brass,South South,Bayelsa,Brass,,,93,280,203,85,78,4,0,77,118,7,1.8
2022/2023,Female,ALL,NECO,University,lga,Brass,South South,Bayelsa,Brass,,,120,361,261,109,100,6,0,100,152,9,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Brass,South South,Bayelsa,Brass,,,55,164,119,50,46,3,0,45,69,4,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Brass,South South,Bayelsa,Brass,,,44,131,95,40,37,2,0,36,55,3,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Brass,South South,Bayelsa,Brass,,,37,112,81,34,31,2,0,31,47,3,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Brass,South South,Bayelsa,Brass,,,17,51,37,15,14,1,0,14,22,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Brass,South South,Bayelsa,Brass,,,14,41,29,12,11,1,0,12,17,1,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Brass,South South,Bayelsa,Brass,,,17,50,36,15,14,1,0,14,21,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Brass,South South,Bayelsa,Brass,,,8,23,16,7,6,0,0,7,9,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Brass,South South,Bayelsa,Brass,,,6,18,13,6,5,0,0,5,7,1,1.8
2022/2023,Female,Disabled,NECO,University,lga,Brass,South South,Bayelsa,Brass,,,8,23,17,7,7,0,0,6,10,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Brass,South South,Bayelsa,Brass,,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Brass,South South,Bayelsa,Brass,,,3,9,6,3,2,0,0,3,3,1,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Brass,South South,Bayelsa,Brass,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Brass,South South,Bayelsa,Brass,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Brass,South South,Bayelsa,Brass,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,168,503,364,153,140,8,0,139,211,13,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,76,229,166,69,64,4,0,63,97,5,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,61,183,132,56,51,3,0,51,76,5,1.8
2022/2023,Female,ALL,NECO,University,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,78,235,170,71,66,4,0,65,99,5,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,36,107,77,32,30,2,0,30,45,2,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,29,86,62,26,24,1,0,24,36,2,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,24,73,53,22,20,1,0,20,31,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,11,33,24,10,9,0,0,9,14,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,9,27,19,8,7,0,0,8,11,1,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,11,33,24,10,9,0,0,9,14,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,5,15,11,5,4,0,0,4,6,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,4,12,9,4,3,0,0,3,5,1,1.8
2022/2023,Female,Disabled,NECO,University,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,5,15,11,5,4,0,0,4,6,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,2,5,3,1,1,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,1,2,1,1,0,0,0,1,0,1,1.8
