session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,lga,Oredo,South South,Edo,Oredo,,,505,1516,1097,459,422,23,0,419,638,37,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Oredo,South South,Edo,Oredo,,,230,689,499,209,192,11,0,190,290,17,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Oredo,South South,Edo,Oredo,,,184,551,399,167,154,8,0,152,232,13,1.8
2022/2023,Female,ALL,NECO,University,lga,Oredo,South South,Edo,Oredo,,,236,709,513,215,197,11,0,196,298,18,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Oredo,South South,Edo,Oredo,,,107,322,233,98,90,5,0,89,135,8,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Oredo,South South,Edo,Oredo,,,86,258,187,78,72,4,0,71,109,6,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Oredo,South South,Edo,Oredo,,,73,220,159,67,61,3,0,61,92,6,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Oredo,South South,Edo,Oredo,,,33,100,72,30,28,2,0,28,42,2,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Oredo,South South,Edo,Oredo,,,27,80,58,24,22,1,0,22,34,2,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Oredo,South South,Edo,Oredo,,,33,99,71,30,27,1,0,28,41,3,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Oredo,South South,Edo,Oredo,,,15,45,32,14,12,1,0,13,18,2,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Oredo,South South,Edo,Oredo,,,12,36,26,11,10,1,0,10,15,1,1.8
2022/2023,Female,Disabled,NECO,University,lga,Oredo,South South,Edo,Oredo,,,15,46,33,14,13,1,0,13,19,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Oredo,South South,Edo,Oredo,,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Oredo,South South,Edo,Oredo,,,6,17,12,5,5,0,0,5,7,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Oredo,South South,Edo,Oredo,,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Oredo,South South,Edo,Oredo,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Oredo,South South,Edo,Oredo,,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,ALL,WAEC,University,lga,Owan East,South South,Edo,Owan East,,,496,1489,1077,451,415,23,0,412,626,36,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Owan East,South South,Edo,Owan East,,,226,677,490,205,188,10,0,187,285,17,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Owan East,South South,Edo,Owan East,,,180,541,392,164,151,8,0,149,228,13,1.8
2022/2023,Female,ALL,NECO,University,lga,Owan East,South South,Edo,Owan East,,,232,696,504,211,194,11,0,192,293,17,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Owan East,South South,Edo,Owan East,,,105,317,229,96,88,5,0,88,133,8,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Owan East,South South,Edo,Owan East,,,84,253,183,77,71,4,0,70,106,6,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Owan East,South South,Edo,Owan East,,,72,216,156,66,60,3,0,60,90,6,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Owan East,South South,Edo,Owan East,,,33,98,71,30,27,1,0,27,41,3,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Owan East,South South,Edo,Owan East,,,26,79,57,24,22,1,0,22,33,2,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Owan East,South South,Edo,Owan East,,,32,97,70,29,27,1,0,27,41,2,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Owan East,South South,Edo,Owan East,,,15,44,32,13,12,1,0,12,19,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Owan East,South South,Edo,Owan East,,,12,35,25,11,10,1,0,10,14,1,1.8
2022/2023,Female,Disabled,NECO,University,lga,Owan East,South South,Edo,Owan East,,,15,45,33,14,13,1,0,12,19,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Owan East,South South,Edo,Owan East,,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Owan East,South South,Edo,Owan East,,,5,16,12,5,5,0,0,4,7,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Owan East,South South,Edo,Owan East,,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Owan East,South South,Edo,Owan East,,,2,6,5,2,2,0,0,1,3,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Owan East,South South,Edo,Owan East,,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,ALL,WAEC,University,lga,Esan Central,South South,Edo,Esan Central,,,407,1221,884,370,340,19,0,337,514,30,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Esan Central,South South,Edo,Esan Central,,,185,555,402,168,155,9,0,153,234,13,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Esan Central,South South,Edo,Esan Central,,,148,444,321,135,124,7,0,123,186,11,1.8
2022/2023,Female,ALL,NECO,University,lga,Esan Central,South South,Edo,Esan Central,,,190,571,413,173,159,9,0,158,240,14,1.8
