session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,lga,Lafia,North Central,Nasarawa,Lafia,,,35,106,76,32,29,2,0,30,44,3,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Lafia,North Central,Nasarawa,Lafia,,,16,48,35,15,13,1,0,13,20,2,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Lafia,North Central,Nasarawa,Lafia,,,13,38,28,12,11,1,0,10,16,1,1.8
2022/2023,Female,ALL,NECO,University,lga,Lafia,North Central,Nasarawa,Lafia,,,17,49,36,15,14,1,0,13,21,1,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Lafia,North Central,Nasarawa,Lafia,,,8,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Lafia,North Central,Nasarawa,Lafia,,,6,18,13,5,5,0,0,5,8,0,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Lafia,North Central,Nasarawa,Lafia,,,5,15,11,5,4,0,0,4,6,1,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Lafia,North Central,Nasarawa,Lafia,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Lafia,North Central,Nasarawa,Lafia,,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Lafia,North Central,Nasarawa,Lafia,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Lafia,North Central,Nasarawa,Lafia,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Lafia,North Central,Nasarawa,Lafia,,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NECO,University,lga,Lafia,North Central,Nasarawa,Lafia,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Lafia,North Central,Nasarawa,Lafia,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Lafia,North Central,Nasarawa,Lafia,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Lafia,North Central,Nasarawa,Lafia,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Lafia,North Central,Nasarawa,Lafia,,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Lafia,North Central,Nasarawa,Lafia,,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Keffi,North Central,Nasarawa,Keffi,,,40,121,87,36,34,2,0,34,51,2,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Keffi,North Central,Nasarawa,Keffi,,,18,55,40,17,15,1,0,15,23,2,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Keffi,North Central,Nasarawa,Keffi,,,15,44,32,13,12,1,0,12,19,1,1.8
2022/2023,Female,ALL,NECO,University,lga,Keffi,North Central,Nasarawa,Keffi,,,19,56,41,17,16,1,0,15,24,1,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Keffi,North Central,Nasarawa,Keffi,,,9,26,19,8,7,0,0,7,11,1,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Keffi,North Central,Nasarawa,Keffi,,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Keffi,North Central,Nasarawa,Keffi,,,6,18,13,5,5,0,0,5,8,0,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Keffi,North Central,Nasarawa,Keffi,,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Keffi,North Central,Nasarawa,Keffi,,,2,6,5,2,2,0,0,1,3,0,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Keffi,North Central,Nasarawa,Keffi,,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Keffi,North Central,Nasarawa,Keffi,,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Keffi,North Central,Nasarawa,Keffi,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,University,lga,Keffi,North Central,Nasarawa,Keffi,,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Keffi,North Central,Nasarawa,Keffi,,,1,2,1,1,0,0,0,1,0,1,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Keffi,North Central,Nasarawa,Keffi,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Keffi,North Central,Nasarawa,Keffi,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Keffi,North Central,Nasarawa,Keffi,,,0,1,0,0,0,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Keffi,North Central,Nasarawa,Keffi,,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Akwanga,North Central,Nasarawa,Akwanga,,,57,172,124,52,48,3,0,48,72,4,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Akwanga,North Central,Nasarawa,Akwanga,,,26,78,57,24,22,1,0,21,33,2,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Akwanga,North Central,Nasarawa,Akwanga,,,21,62,45,19,17,1,0,17,26,2,1.8
2022/2023,Female,ALL,NECO,University,lga,Akwanga,North Central,Nasarawa,Akwanga,,,27,80,58,24,22,1,0,22,34,2,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Akwanga,North Central,Nasarawa,Akwanga,,,12,37,26,11,10,1,0,11,15,1,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Akwanga,North Central,Nasarawa,Akwanga,,,10,29,21,9,8,0,0,8,12,1,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Akwanga,North Central,Nasarawa,Akwanga,,,8,25,18,8,7,0,0,7,10,1,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Akwanga,North Central,Nasarawa,Akwanga,,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Akwanga,North Central,Nasarawa,Akwanga,,,3,9,7,3,3,0,0,2,4,0,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Akwanga,North Central,Nasarawa,Akwanga,,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Akwanga,North Central,Nasarawa,Akwanga,,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Akwanga,North Central,Nasarawa,Akwanga,,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NECO,University,lga,Akwanga,North Central,Nasarawa,Akwanga,,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Akwanga,North Central,Nasarawa,Akwanga,,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Akwanga,North Central,Nasarawa,Akwanga,,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Akwanga,North Central,Nasarawa,Akwanga,,,1,2,1,0,0,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Akwanga,North Central,Nasarawa,Akwanga,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Akwanga,North Central,Nasarawa,Akwanga,,,0,1,0,0,0,0,0,1,0,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,38,113,81,34,31,2,0,32,47,3,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,17,51,37,16,14,1,0,14,21,2,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,14,41,30,12,11,1,0,11,18,1,1.8
2022/2023,Female,ALL,NECO,University,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,18,53,38,16,15,1,0,15,22,1,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,8,24,17,7,7,0,0,7,10,0,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,6,19,14,6,5,0,0,5,8,1,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,5,16,12,5,5,0,0,4,7,0,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,University,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,1,2,1,0,0,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Doma,North Central,Nasarawa,Doma,,,38,113,82,34,32,2,0,31,48,2,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Doma,North Central,Nasarawa,Doma,,,17,51,37,16,14,1,0,14,21,2,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Doma,North Central,Nasarawa,Doma,,,14,41,30,13,12,1,0,11,17,1,1.8
2022/2023,Female,ALL,NECO,University,lga,Doma,North Central,Nasarawa,Doma,,,18,53,38,16,15,1,0,15,22,1,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Doma,North Central,Nasarawa,Doma,,,8,24,17,7,7,0,0,7,10,0,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Doma,North Central,Nasarawa,Doma,,,6,19,14,6,5,0,0,5,8,1,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Doma,North Central,Nasarawa,Doma,,,5,16,12,5,5,0,0,4,7,0,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Doma,North Central,Nasarawa,Doma,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Doma,North Central,Nasarawa,Doma,,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Doma,North Central,Nasarawa,Doma,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Doma,North Central,Nasarawa,Doma,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Doma,North Central,Nasarawa,Doma,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,University,lga,Doma,North Central,Nasarawa,Doma,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Doma,North Central,Nasarawa,Doma,,,1,2,1,0,0,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Doma,North Central,Nasarawa,Doma,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Doma,North Central,Nasarawa,Doma,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Doma,North Central,Nasarawa,Doma,,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Doma,North Central,Nasarawa,Doma,,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Male,ALL,WAEC,University,lga,Lafia,North Central,Nasarawa,Lafia,,,33,100,73,30,28,2,0,27,43,2,1.8
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Lafia,North Central,Nasarawa,Lafia,,,15,46,33,14,13,1,0,13,19,1,1.8
2022/2023,Male,ALL,WAEC,College of Education,lga,Lafia,North Central,Nasarawa,Lafia,,,12,36,26,11,10,1,0,10,15,1,1.8
2022/2023,Male,ALL,NECO,University,lga,Lafia,North Central,Nasarawa,Lafia,,,16,47,34,14,13,1,0,13,20,1,1.8
2022/2023,Male,ALL,NECO,Polytechnic,lga,Lafia,North Central,Nasarawa,Lafia,,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Male,ALL,NECO,College of Education,lga,Lafia,North Central,Nasarawa,Lafia,,,6,17,12,5,5,0,0,5,7,0,1.8
2022/2023,Male,ALL,NABTEB,University,lga,Lafia,North Central,Nasarawa,Lafia,,,5,15,11,4,4,0,0,4,7,0,1.8
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Lafia,North Central,Nasarawa,Lafia,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Male,ALL,NABTEB,College of Education,lga,Lafia,North Central,Nasarawa,Lafia,,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Male,Disabled,WAEC,University,lga,Lafia,North Central,Nasarawa,Lafia,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Lafia,North Central,Nasarawa,Lafia,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Male,Disabled,WAEC,College of Education,lga,Lafia,North Central,Nasarawa,Lafia,,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Male,Disabled,NECO,University,lga,Lafia,North Central,Nasarawa,Lafia,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Lafia,North Central,Nasarawa,Lafia,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Male,Disabled,NECO,College of Education,lga,Lafia,North Central,Nasarawa,Lafia,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Male,Disabled,NABTEB,University,lga,Lafia,North Central,Nasarawa,Lafia,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Lafia,North Central,Nasarawa,Lafia,,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Lafia,North Central,Nasarawa,Lafia,,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Male,ALL,WAEC,University,lga,Keffi,North Central,Nasarawa,Keffi,,,38,115,83,35,32,2,0,32,48,3,1.8
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Keffi,North Central,Nasarawa,Keffi,,,17,52,38,16,15,1,0,14,22,1,1.8
2022/2023,Male,ALL,WAEC,College of Education,lga,Keffi,North Central,Nasarawa,Keffi,,,14,42,30,13,12,1,0,12,17,1,1.8
2022/2023,Male,ALL,NECO,University,lga,Keffi,North Central,Nasarawa,Keffi,,,18,54,39,16,15,1,0,15,23,1,1.8
2022/2023,Male,ALL,NECO,Polytechnic,lga,Keffi,North Central,Nasarawa,Keffi,,,8,24,18,7,7,0,0,6,11,0,1.8
2022/2023,Male,ALL,NECO,College of Education,lga,Keffi,North Central,Nasarawa,Keffi,,,6,19,14,6,5,0,0,5,8,1,1.8
2022/2023,Male,ALL,NABTEB,University,lga,Keffi,North Central,Nasarawa,Keffi,,,6,17,12,5,5,0,0,5,7,0,1.8
2022/2023,Male,ALL,NABTEB,Polytechnic,lga,Keffi,North Central,Nasarawa,Keffi,,,3,8,5,2,2,0,0,3,3,0,1.8
2022/2023,Male,ALL,NABTEB,College of Education,lga,Keffi,North Central,Nasarawa,Keffi,,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Male,Disabled,WAEC,University,lga,Keffi,North Central,Nasarawa,Keffi,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Male,Disabled,WAEC,Polytechnic,lga,Keffi,North Central,Nasarawa,Keffi,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Male,Disabled,WAEC,College of Education,lga,Keffi,North Central,Nasarawa,Keffi,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Male,Disabled,NECO,University,lga,Keffi,North Central,Nasarawa,Keffi,,,1,3,3,1,1,0,0,0,2,0,1.8
2022/2023,Male,Disabled,NECO,Polytechnic,lga,Keffi,North Central,Nasarawa,Keffi,,,1,2,1,0,0,0,0,1,1,0,1.8
2022/2023,Male,Disabled,NECO,College of Education,lga,Keffi,North Central,Nasarawa,Keffi,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Male,Disabled,NABTEB,University,lga,Keffi,North Central,Nasarawa,Keffi,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Male,Disabled,NABTEB,Polytechnic,lga,Keffi,North Central,Nasarawa,Keffi,,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Male,Disabled,NABTEB,College of Education,lga,Keffi,North Central,Nasarawa,Keffi,,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Male,ALL,WAEC,University,lga,Akwanga,North Central,Nasarawa,Akwanga,,,55,163,118,49,45,2,0,45,69,4,1.8
2022/2023,Male,ALL,WAEC,Polytechnic,lga,Akwanga,North Central,Nasarawa,Akwanga,,,25,74,54,22,21,1,0,20,32,1,1.8
2022/2023,Male,ALL,WAEC,College of Education,lga,Akwanga,North Central,Nasarawa,Akwanga,,,20,59,43,18,16,1,0,16,25,2,1.8
