session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,lga,Aba North,South East,Abia,Aba North,,,136,407,295,123,114,6,0,112,172,9,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Aba North,South East,Abia,Aba North,,,62,185,134,56,52,3,0,51,78,4,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Aba North,South East,Abia,Aba North,,,49,148,107,45,41,2,0,41,62,4,1.8
2022/2023,Female,ALL,NECO,University,lga,Aba North,South East,Abia,Aba North,,,63,190,138,58,53,3,0,52,80,5,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Aba North,South East,Abia,Aba North,,,29,87,63,26,24,1,0,24,37,2,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Aba North,South East,Abia,Aba North,,,23,69,50,21,19,1,0,19,29,2,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Aba North,South East,Abia,Aba North,,,20,59,43,18,16,1,0,16,25,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Aba North,South East,Abia,Aba North,,,9,27,19,8,7,0,0,8,11,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Aba North,South East,Abia,Aba North,,,7,21,16,7,6,0,0,5,9,1,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Aba North,South East,Abia,Aba North,,,9,26,19,8,7,0,0,7,11,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Aba North,South East,Abia,Aba North,,,4,12,9,4,3,0,0,3,5,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Aba North,South East,Abia,Aba North,,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,NECO,University,lga,Aba North,South East,Abia,Aba North,,,4,12,9,4,3,0,0,3,5,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Aba North,South East,Abia,Aba North,,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Aba North,South East,Abia,Aba North,,,2,5,3,1,1,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Aba North,South East,Abia,Aba North,,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Aba North,South East,Abia,Aba North,,,1,2,1,1,0,0,0,1,0,1,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Aba North,South East,Abia,Aba North,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Aba South,South East,Abia,Aba South,,,239,718,520,218,200,11,0,198,302,18,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Aba South,South East,Abia,Aba South,,,109,326,236,99,91,5,0,90,137,8,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Aba South,South East,Abia,Aba South,,,87,261,189,79,73,4,0,72,110,6,1.8
2022/2023,Female,ALL,NECO,University,lga,Aba South,South East,Abia,Aba South,,,112,336,243,102,93,5,0,93,141,9,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Aba South,South East,Abia,Aba South,,,51,153,110,46,42,2,0,43,64,4,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Aba South,South East,Abia,Aba South,,,41,122,88,37,34,2,0,34,51,3,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Aba South,South East,Abia,Aba South,,,35,104,75,32,29,2,0,29,43,3,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Aba South,South East,Abia,Aba South,,,16,47,34,14,13,1,0,13,20,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Aba South,South East,Abia,Aba South,,,13,38,27,11,11,1,0,11,16,0,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Aba South,South East,Abia,Aba South,,,16,47,34,14,13,1,0,13,20,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Aba South,South East,Abia,Aba South,,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Aba South,South East,Abia,Aba South,,,6,17,12,5,5,0,0,5,7,0,1.8
2022/2023,Female,Disabled,NECO,University,lga,Aba South,South East,Abia,Aba South,,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Aba South,South East,Abia,Aba South,,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Aba South,South East,Abia,Aba South,,,3,8,6,2,2,0,0,2,4,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Aba South,South East,Abia,Aba South,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Aba South,South East,Abia,Aba South,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Aba South,South East,Abia,Aba South,,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Umuahia North,South East,Abia,Umuahia North,,,94,281,204,85,78,4,0,77,119,7,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Umuahia North,South East,Abia,Umuahia North,,,43,128,93,39,36,2,0,35,54,3,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Umuahia North,South East,Abia,Umuahia North,,,34,102,74,31,29,2,0,28,43,2,1.8
2022/2023,Female,ALL,NECO,University,lga,Umuahia North,South East,Abia,Umuahia North,,,44,132,95,40,37,2,0,37,55,3,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Umuahia North,South East,Abia,Umuahia North,,,20,60,43,18,17,1,0,17,25,1,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Umuahia North,South East,Abia,Umuahia North,,,16,48,35,14,13,1,0,13,21,1,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Umuahia North,South East,Abia,Umuahia North,,,14,41,30,12,11,1,0,11,18,1,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Umuahia North,South East,Abia,Umuahia North,,,6,19,13,6,5,0,0,6,7,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Umuahia North,South East,Abia,Umuahia North,,,5,15,11,4,4,0,0,4,7,0,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Umuahia North,South East,Abia,Umuahia North,,,6,18,13,6,5,0,0,5,7,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Umuahia North,South East,Abia,Umuahia North,,,3,8,6,3,2,0,0,2,3,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Umuahia North,South East,Abia,Umuahia North,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NECO,University,lga,Umuahia North,South East,Abia,Umuahia North,,,3,9,6,3,2,0,0,3,3,1,1.8
