session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,1057,3171,2295,961,883,49,0,876,1334,78,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,480,1441,1043,437,401,22,0,398,606,36,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,384,1153,834,350,321,18,0,319,484,29,1.8
2022/2023,Female,ALL,NECO,University,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,494,1483,1073,450,413,23,0,410,623,37,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,225,674,488,204,188,10,0,186,284,16,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,180,539,390,164,150,8,0,149,226,14,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,153,460,333,140,128,7,0,127,193,12,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,70,209,151,63,58,3,0,58,88,5,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,56,167,121,51,47,3,0,46,70,4,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,69,206,149,62,57,3,0,57,87,5,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,31,94,68,28,26,1,0,26,40,2,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,25,75,54,23,21,1,0,21,31,2,1.8
2022/2023,Female,Disabled,NECO,University,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,32,96,70,29,27,1,0,26,41,2,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,15,44,32,13,12,1,0,12,19,1,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,12,35,25,11,10,1,0,10,14,1,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,10,30,22,9,8,0,0,8,13,1,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,644,1933,1399,586,538,30,0,534,813,48,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,293,879,636,266,245,13,0,243,370,21,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,234,703,509,213,196,11,0,194,296,17,1.8
2022/2023,Female,ALL,NECO,University,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,301,904,654,274,252,14,0,250,380,22,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,137,411,297,125,114,6,0,114,172,11,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,110,329,238,100,92,5,0,91,138,8,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,94,281,203,85,78,4,0,78,118,7,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,43,128,92,39,36,2,0,36,53,3,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,34,102,74,31,28,2,0,28,43,3,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,42,126,91,38,35,2,0,35,53,3,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,19,57,41,17,16,1,0,16,24,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,15,46,33,14,13,1,0,13,19,1,1.8
2022/2023,Female,Disabled,NECO,University,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,20,59,43,18,16,1,0,16,25,2,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,9,27,19,8,7,0,0,8,11,1,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,6,18,13,6,5,0,0,5,7,1,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,3,8,6,3,2,0,0,2,3,1,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Okrika,South South,Rivers,Okrika,,,1359,4078,2951,1236,1136,62,0,1127,1715,100,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Okrika,South South,Rivers,Okrika,,,618,1854,1341,562,516,28,0,513,779,46,1.8
