session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,lga,Birnin Kebbi,North West,Kebbi,Birnin Kebbi,,,681,2044,1479,620,569,31,0,565,859,51,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Birnin Kebbi,North West,Kebbi,Birnin Kebbi,,,310,929,672,282,259,14,0,257,390,23,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Birnin Kebbi,North West,Kebbi,Birnin Kebbi,,,248,743,538,225,207,11,0,205,313,18,1.8
2022/2023,Female,ALL,NECO,University,lga,Birnin Kebbi,North West,Kebbi,Birnin Kebbi,,,319,956,692,290,266,15,0,264,402,24,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Birnin Kebbi,North West,Kebbi,Birnin Kebbi,,,145,434,314,132,121,7,0,120,182,11,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Birnin Kebbi,North West,Kebbi,Birnin Kebbi,,,116,348,252,105,97,5,0,96,147,8,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Birnin Kebbi,North West,Kebbi,Birnin Kebbi,,,99,297,215,90,83,5,0,82,125,7,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Birnin Kebbi,North West,Kebbi,Birnin Kebbi,,,45,135,98,41,38,2,0,37,57,3,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Birnin Kebbi,North West,Kebbi,Birnin Kebbi,,,36,108,78,33,30,2,0,30,45,3,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Birnin Kebbi,North West,Kebbi,Birnin Kebbi,,,44,133,96,40,37,2,0,37,56,3,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Birnin Kebbi,North West,Kebbi,Birnin Kebbi,,,20,60,44,18,17,1,0,16,26,1,1.8
