session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,lga,Awka North,South East,Anambra,Awka North,,,70,208,151,63,58,3,0,57,88,5,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Awka North,South East,Anambra,Awka North,,,32,95,69,29,26,1,0,26,40,3,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Awka North,South East,Anambra,Awka North,,,25,76,55,23,21,1,0,21,32,2,1.8
2022/2023,Female,ALL,NECO,University,lga,Awka North,South East,Anambra,Awka North,,,33,97,70,30,27,1,0,27,40,3,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Awka North,South East,Anambra,Awka North,,,15,44,32,13,12,1,0,12,19,1,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Awka North,South East,Anambra,Awka North,,,12,35,26,11,10,1,0,9,15,1,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Awka North,South East,Anambra,Awka North,,,10,30,22,9,8,0,0,8,13,1,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Awka North,South East,Anambra,Awka North,,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Awka North,South East,Anambra,Awka North,,,4,11,8,3,3,0,0,3,5,0,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Awka North,South East,Anambra,Awka North,,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Awka North,South East,Anambra,Awka North,,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Awka North,South East,Anambra,Awka North,,,2,5,4,1,1,0,0,1,3,0,1.8
2022/2023,Female,Disabled,NECO,University,lga,Awka North,South East,Anambra,Awka North,,,2,6,5,2,2,0,0,1,3,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Awka North,South East,Anambra,Awka North,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Awka North,South East,Anambra,Awka North,,,1,2,2,1,1,0,0,0,1,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Awka North,South East,Anambra,Awka North,,,1,2,1,1,1,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Awka North,South East,Anambra,Awka North,,,0,1,1,0,0,0,0,0,1,0,1.8
