session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,lga,Kano Municipal,North West,Kano,Kano Municipal,,,2165,6496,4701,1969,1809,99,0,1795,2732,160,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Kano Municipal,North West,Kano,Kano Municipal,,,984,2953,2137,895,822,45,0,816,1242,73,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Kano Municipal,North West,Kano,Kano Municipal,,,787,2362,1709,716,658,36,0,653,993,58,1.8
2022/2023,Female,ALL,NECO,University,lga,Kano Municipal,North West,Kano,Kano Municipal,,,1013,3038,2199,921,846,47,0,839,1278,75,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Kano Municipal,North West,Kano,Kano Municipal,,,460,1381,999,419,385,21,0,382,580,34,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Kano Municipal,North West,Kano,Kano Municipal,,,368,1105,800,335,308,17,0,305,465,27,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Kano Municipal,North West,Kano,Kano Municipal,,,314,943,682,286,263,14,0,261,396,23,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Kano Municipal,North West,Kano,Kano Municipal,,,143,429,310,130,119,7,0,119,180,11,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Kano Municipal,North West,Kano,Kano Municipal,,,114,343,248,104,95,5,0,95,144,9,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Kano Municipal,North West,Kano,Kano Municipal,,,141,422,306,128,118,6,0,116,178,10,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Kano Municipal,North West,Kano,Kano Municipal,,,64,192,139,58,53,3,0,53,81,5,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Kano Municipal,North West,Kano,Kano Municipal,,,51,154,111,47,43,2,0,43,64,4,1.8
2022/2023,Female,Disabled,NECO,University,lga,Kano Municipal,North West,Kano,Kano Municipal,,,66,198,143,60,55,3,0,55,83,5,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Kano Municipal,North West,Kano,Kano Municipal,,,30,90,65,27,25,1,0,25,38,2,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Kano Municipal,North West,Kano,Kano Municipal,,,24,72,52,22,20,1,0,20,30,2,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Kano Municipal,North West,Kano,Kano Municipal,,,20,61,44,19,17,1,0,17,25,2,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Kano Municipal,North West,Kano,Kano Municipal,,,9,28,20,8,8,0,0,8,12,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Kano Municipal,North West,Kano,Kano Municipal,,,7,22,16,7,6,0,0,6,9,1,1.8
2022/2023,Female,ALL,WAEC,University,lga,Fagge,North West,Kano,Fagge,,,3433,10299,7453,3122,2868,158,0,2846,4331,254,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Fagge,North West,Kano,Fagge,,,1561,4681,3388,1419,1304,72,0,1293,1969,115,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Fagge,North West,Kano,Fagge,,,1248,3745,2710,1135,1043,57,0,1035,1575,92,1.8
2022/2023,Female,ALL,NECO,University,lga,Fagge,North West,Kano,Fagge,,,1606,4817,3486,1460,1342,74,0,1331,2026,118,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Fagge,North West,Kano,Fagge,,,730,2190,1584,664,610,34,0,606,920,54,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Fagge,North West,Kano,Fagge,,,584,1752,1268,531,488,27,0,484,737,43,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Fagge,North West,Kano,Fagge,,,498,1495,1082,453,416,23,0,413,629,37,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Fagge,North West,Kano,Fagge,,,227,680,492,206,189,10,0,188,286,17,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Fagge,North West,Kano,Fagge,,,181,544,393,165,151,8,0,151,228,14,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Fagge,North West,Kano,Fagge,,,223,669,484,203,186,10,0,185,281,17,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Fagge,North West,Kano,Fagge,,,101,304,220,92,85,5,0,84,128,7,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Fagge,North West,Kano,Fagge,,,81,243,176,74,68,4,0,67,102,6,1.8
2022/2023,Female,Disabled,NECO,University,lga,Fagge,North West,Kano,Fagge,,,104,313,227,95,87,5,0,86,132,8,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Fagge,North West,Kano,Fagge,,,47,142,103,43,40,2,0,39,60,3,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Fagge,North West,Kano,Fagge,,,38,114,82,35,32,2,0,32,47,3,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Fagge,North West,Kano,Fagge,,,32,97,70,29,27,1,0,27,41,2,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Fagge,North West,Kano,Fagge,,,15,44,32,13,12,1,0,12,19,1,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Fagge,North West,Kano,Fagge,,,12,35,26,11,10,1,0,9,15,1,1.8
2022/2023,Female,ALL,WAEC,University,lga,Dala,North West,Kano,Dala,,,3312,9938,7191,3012,2768,152,0,2747,4179,244,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Dala,North West,Kano,Dala,,,1506,4517,3269,1369,1258,69,0,1248,1900,111,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Dala,North West,Kano,Dala,,,1205,3614,2615,1095,1006,55,0,999,1520,89,1.8
2022/2023,Female,ALL,NECO,University,lga,Dala,North West,Kano,Dala,,,1549,4648,3364,1409,1295,71,0,1284,1955,114,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Dala,North West,Kano,Dala,,,704,2113,1529,640,588,32,0,584,889,52,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Dala,North West,Kano,Dala,,,563,1690,1223,512,471,26,0,467,711,41,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Dala,North West,Kano,Dala,,,481,1443,1044,437,402,22,0,399,607,35,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Dala,North West,Kano,Dala,,,219,656,474,199,183,10,0,182,275,16,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Dala,North West,Kano,Dala,,,175,525,380,159,146,8,0,145,221,13,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Dala,North West,Kano,Dala,,,215,646,467,196,180,10,0,179,271,16,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Dala,North West,Kano,Dala,,,98,294,212,89,82,5,0,82,123,7,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Dala,North West,Kano,Dala,,,78,235,170,71,65,4,0,65,99,6,1.8
2022/2023,Female,Disabled,NECO,University,lga,Dala,North West,Kano,Dala,,,101,302,219,92,84,5,0,83,127,8,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Dala,North West,Kano,Dala,,,46,137,99,42,38,2,0,38,57,4,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Dala,North West,Kano,Dala,,,37,110,80,33,31,2,0,30,47,2,1.8
