session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,7,20,15,6,6,0,0,5,9,0,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,3,9,7,3,3,0,0,2,4,0,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,ALL,NECO,University,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,3,10,7,3,3,0,0,3,4,0,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,1,4,3,1,1,0,0,1,2,0,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,1,3,2,1,1,0,0,1,1,0,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,1,1,0,0,0,0,0,1,0,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,1,0,0,0,0,0,1,0,0,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,Disabled,NECO,University,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,1,0,0,0,0,0,1,0,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,0,0,0,0,0,0,0,0,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Calabar South,South South,Cross River,Calabar South,,,4,12,9,4,3,0,0,3,5,1,1.8
