session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,lga,Ilorin East,North Central,Kwara,Ilorin East,,,494,1483,1073,450,413,23,0,410,623,37,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Ilorin East,North Central,Kwara,Ilorin East,,,225,674,488,204,188,10,0,186,284,16,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Ilorin East,North Central,Kwara,Ilorin East,,,180,539,390,164,150,8,0,149,226,14,1.8
2022/2023,Female,ALL,NECO,University,lga,Ilorin East,North Central,Kwara,Ilorin East,,,231,694,502,210,193,11,0,192,292,17,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Ilorin East,North Central,Kwara,Ilorin East,,,105,315,228,96,88,5,0,87,132,8,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Ilorin East,North Central,Kwara,Ilorin East,,,84,252,183,77,70,4,0,69,106,7,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Ilorin East,North Central,Kwara,Ilorin East,,,72,215,156,65,60,3,0,59,91,5,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Ilorin East,North Central,Kwara,Ilorin East,,,33,98,71,30,27,1,0,27,41,3,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Ilorin East,North Central,Kwara,Ilorin East,,,26,78,57,24,22,1,0,21,33,2,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Ilorin East,North Central,Kwara,Ilorin East,,,32,96,70,29,27,1,0,26,41,2,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Ilorin East,North Central,Kwara,Ilorin East,,,15,44,32,13,12,1,0,12,19,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Ilorin East,North Central,Kwara,Ilorin East,,,12,35,25,11,10,1,0,10,14,1,1.8
2022/2023,Female,Disabled,NECO,University,lga,Ilorin East,North Central,Kwara,Ilorin East,,,15,45,33,14,13,1,0,12,19,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Ilorin East,North Central,Kwara,Ilorin East,,,7,20,15,6,6,0,0,5,9,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Ilorin East,North Central,Kwara,Ilorin East,,,5,16,12,5,5,0,0,4,7,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Ilorin East,North Central,Kwara,Ilorin East,,,5,14,10,4,4,0,0,4,6,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Ilorin East,North Central,Kwara,Ilorin East,,,2,6,5,2,2,0,0,1,3,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Ilorin East,North Central,Kwara,Ilorin East,,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,ALL,WAEC,University,lga,Ilorin West,North Central,Kwara,Ilorin West,,,537,1613,1167,489,449,25,0,446,678,40,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Ilorin West,North Central,Kwara,Ilorin West,,,244,733,531,222,204,11,0,202,309,18,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Ilorin West,North Central,Kwara,Ilorin West,,,195,587,424,178,163,9,0,163,246,15,1.8
2022/2023,Female,ALL,NECO,University,lga,Ilorin West,North Central,Kwara,Ilorin West,,,251,754,546,229,210,12,0,208,317,19,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Ilorin West,North Central,Kwara,Ilorin West,,,114,343,248,104,95,5,0,95,144,9,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Ilorin West,North Central,Kwara,Ilorin West,,,91,274,199,83,76,4,0,75,116,7,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Ilorin West,North Central,Kwara,Ilorin West,,,78,234,169,71,65,4,0,65,98,6,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Ilorin West,North Central,Kwara,Ilorin West,,,35,106,77,32,30,2,0,29,45,2,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Ilorin West,North Central,Kwara,Ilorin West,,,28,85,62,26,24,1,0,23,36,2,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Ilorin West,North Central,Kwara,Ilorin West,,,35,105,76,32,29,2,0,29,44,3,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Ilorin West,North Central,Kwara,Ilorin West,,,16,48,34,14,13,1,0,14,20,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Ilorin West,North Central,Kwara,Ilorin West,,,13,38,28,12,11,1,0,10,16,1,1.8
