session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,lga,Gusau,North West,Zamfara,Gusau,,,475,1424,1030,431,397,22,0,394,599,34,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Gusau,North West,Zamfara,Gusau,,,216,647,468,196,180,10,0,179,272,16,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Gusau,North West,Zamfara,Gusau,,,173,518,375,157,144,8,0,143,218,13,1.8
2022/2023,Female,ALL,NECO,University,lga,Gusau,North West,Zamfara,Gusau,,,222,666,482,202,185,10,0,184,280,17,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Gusau,North West,Zamfara,Gusau,,,101,303,219,92,84,5,0,84,127,8,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Gusau,North West,Zamfara,Gusau,,,81,242,175,73,67,4,0,67,102,6,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Gusau,North West,Zamfara,Gusau,,,69,207,150,63,58,3,0,57,87,5,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Gusau,North West,Zamfara,Gusau,,,31,94,68,28,26,1,0,26,40,2,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Gusau,North West,Zamfara,Gusau,,,25,75,54,23,21,1,0,21,31,2,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Gusau,North West,Zamfara,Gusau,,,31,93,67,28,26,1,0,26,39,2,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Gusau,North West,Zamfara,Gusau,,,14,42,30,13,12,1,0,12,17,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Gusau,North West,Zamfara,Gusau,,,11,34,24,10,9,0,0,10,14,1,1.8
2022/2023,Female,Disabled,NECO,University,lga,Gusau,North West,Zamfara,Gusau,,,14,43,31,13,12,1,0,12,18,1,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Gusau,North West,Zamfara,Gusau,,,7,20,14,6,5,0,0,6,8,1,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Gusau,North West,Zamfara,Gusau,,,5,16,11,5,4,0,0,5,6,1,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Gusau,North West,Zamfara,Gusau,,,4,13,10,4,4,0,0,3,6,0,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Gusau,North West,Zamfara,Gusau,,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Gusau,North West,Zamfara,Gusau,,,2,5,4,1,1,0,0,1,3,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,646,1937,1402,587,539,30,0,535,815,48,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,294,880,637,267,245,13,0,243,370,22,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,235,704,510,214,196,11,0,194,296,18,1.8
2022/2023,Female,ALL,NECO,University,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,302,906,656,275,252,14,0,250,381,23,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,137,412,298,125,115,6,0,114,173,10,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,110,329,238,100,92,5,0,91,138,8,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,94,281,203,85,78,4,0,78,118,7,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,43,128,92,39,36,2,0,36,53,3,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,34,102,74,31,28,2,0,28,43,3,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,42,126,91,38,35,2,0,35,53,3,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,19,57,41,17,16,1,0,16,24,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,15,46,33,14,13,1,0,13,19,1,1.8
2022/2023,Female,Disabled,NECO,University,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,20,59,43,18,16,1,0,16,25,2,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,9,27,19,8,7,0,0,8,11,1,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,7,21,15,6,6,0,0,6,9,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,6,18,13,6,5,0,0,5,7,1,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,3,8,6,3,2,0,0,2,3,1,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,277,830,600,252,231,13,0,230,348,21,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,126,377,273,114,105,6,0,104,159,9,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,101,302,218,92,84,5,0,84,126,8,1.8
2022/2023,Female,ALL,NECO,University,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,129,388,281,118,108,6,0,107,163,10,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,59,176,128,54,49,3,0,48,74,5,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,47,141,102,43,39,2,0,39,59,4,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,40,120,87,37,34,2,0,33,50,3,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,18,55,40,17,15,1,0,15,23,2,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,15,44,32,13,12,1,0,12,19,1,1.8
