session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,lga,Gboko,North Central,Benue,Gboko,,,178,535,387,162,149,8,0,148,225,13,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Gboko,North Central,Benue,Gboko,,,81,243,176,74,68,4,0,67,102,6,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Gboko,North Central,Benue,Gboko,,,65,194,141,59,54,3,0,53,82,5,1.8
2022/2023,Female,ALL,NECO,University,lga,Gboko,North Central,Benue,Gboko,,,83,250,181,76,70,4,0,69,105,6,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Gboko,North Central,Benue,Gboko,,,38,114,82,35,32,2,0,32,47,3,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Gboko,North Central,Benue,Gboko,,,30,91,66,28,25,1,0,25,38,3,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Gboko,North Central,Benue,Gboko,,,26,78,56,24,22,1,0,22,32,2,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Gboko,North Central,Benue,Gboko,,,12,35,26,11,10,1,0,9,15,1,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Gboko,North Central,Benue,Gboko,,,9,28,20,9,8,0,0,8,11,1,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Gboko,North Central,Benue,Gboko,,,12,35,25,11,10,1,0,10,14,1,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Gboko,North Central,Benue,Gboko,,,5,16,11,5,4,0,0,5,6,1,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Gboko,North Central,Benue,Gboko,,,4,13,9,4,4,0,0,4,5,0,1.8
2022/2023,Female,Disabled,NECO,University,lga,Gboko,North Central,Benue,Gboko,,,5,16,12,5,5,0,0,4,7,0,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Gboko,North Central,Benue,Gboko,,,2,7,5,2,2,0,0,2,3,0,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Gboko,North Central,Benue,Gboko,,,2,6,4,2,2,0,0,2,2,0,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Gboko,North Central,Benue,Gboko,,,2,5,4,2,1,0,0,1,2,1,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Gboko,North Central,Benue,Gboko,,,1,2,2,1,1,0,0,0,1,0,1.8
