session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2022/2023,Female,ALL,WAEC,University,lga,Ibadan North,South West,Oyo,Ibadan North,,,1415,4246,3073,1287,1183,65,0,1173,1786,104,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Ibadan North,South West,Oyo,Ibadan North,,,643,1930,1397,585,538,30,0,533,812,47,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Ibadan North,South West,Oyo,Ibadan North,,,515,1544,1117,468,430,24,0,427,649,38,1.8
2022/2023,Female,ALL,NECO,University,lga,Ibadan North,South West,Oyo,Ibadan North,,,662,1986,1437,602,553,30,0,549,835,49,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Ibadan North,South West,Oyo,Ibadan North,,,301,903,653,274,251,14,0,250,379,23,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Ibadan North,South West,Oyo,Ibadan North,,,241,722,523,219,201,11,0,199,304,18,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Ibadan North,South West,Oyo,Ibadan North,,,205,616,446,187,172,9,0,170,259,15,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Ibadan North,South West,Oyo,Ibadan North,,,93,280,203,85,78,4,0,77,118,7,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Ibadan North,South West,Oyo,Ibadan North,,,75,224,162,68,62,3,0,62,94,6,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Ibadan North,South West,Oyo,Ibadan North,,,92,276,200,84,77,4,0,76,116,7,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Ibadan North,South West,Oyo,Ibadan North,,,42,125,91,38,35,2,0,34,53,3,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Ibadan North,South West,Oyo,Ibadan North,,,33,100,73,30,28,2,0,27,43,2,1.8
2022/2023,Female,Disabled,NECO,University,lga,Ibadan North,South West,Oyo,Ibadan North,,,43,129,93,39,36,2,0,36,54,3,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Ibadan North,South West,Oyo,Ibadan North,,,20,59,42,18,16,1,0,17,24,2,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Ibadan North,South West,Oyo,Ibadan North,,,16,47,34,14,13,1,0,13,20,1,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Ibadan North,South West,Oyo,Ibadan North,,,13,40,29,12,11,1,0,11,17,1,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Ibadan North,South West,Oyo,Ibadan North,,,6,18,13,6,5,0,0,5,7,1,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Ibadan North,South West,Oyo,Ibadan North,,,5,15,11,4,4,0,0,4,7,0,1.8
2022/2023,Female,ALL,WAEC,University,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,3094,9282,6716,2813,2585,142,0,2566,3903,228,1.8
2022/2023,Female,ALL,WAEC,Polytechnic,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,1406,4219,3053,1279,1175,65,0,1166,1774,104,1.8
2022/2023,Female,ALL,WAEC,College of Education,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,1125,3375,2442,1023,940,52,0,933,1419,83,1.8
2022/2023,Female,ALL,NECO,University,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,1447,4341,3142,1316,1209,66,0,1199,1826,107,1.8
2022/2023,Female,ALL,NECO,Polytechnic,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,658,1973,1428,598,550,30,0,545,830,48,1.8
2022/2023,Female,ALL,NECO,College of Education,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,526,1579,1142,478,440,24,0,437,664,38,1.8
2022/2023,Female,ALL,NABTEB,University,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,449,1347,975,408,375,21,0,372,567,33,1.8
2022/2023,Female,ALL,NABTEB,Polytechnic,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,204,612,443,186,171,9,0,169,257,15,1.8
2022/2023,Female,ALL,NABTEB,College of Education,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,163,490,355,148,136,7,0,135,207,12,1.8
2022/2023,Female,Disabled,WAEC,University,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,201,603,437,183,168,9,0,166,254,15,1.8
2022/2023,Female,Disabled,WAEC,Polytechnic,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,91,274,198,83,76,4,0,76,115,7,1.8
2022/2023,Female,Disabled,WAEC,College of Education,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,73,219,159,66,61,3,0,60,93,5,1.8
2022/2023,Female,Disabled,NECO,University,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,94,282,204,86,79,4,0,78,118,7,1.8
2022/2023,Female,Disabled,NECO,Polytechnic,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,43,128,93,39,36,2,0,35,54,3,1.8
2022/2023,Female,Disabled,NECO,College of Education,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,34,103,74,31,29,2,0,29,43,2,1.8
2022/2023,Female,Disabled,NABTEB,University,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,29,88,63,27,24,1,0,25,36,3,1.8
2022/2023,Female,Disabled,NABTEB,Polytechnic,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,13,40,29,12,11,1,0,11,17,1,1.8
2022/2023,Female,Disabled,NABTEB,College of Education,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,11,32,23,10,9,0,0,9,13,1,1.8
2022/2023,Female,ALL,WAEC,University,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,2236,6709,4855,2033,1868,103,0,1854,2822,165,1.8
