session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability_scope,pupil_teacher_ratio
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Female,Public,JSS,,BEd or Equivalent,Qualified,428.0,10,all,42.8
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Female,Public,JSS,,MEd or Equivalent,Qualified,396.0,9,all,44.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Female,Public,JSS,,PGDE,Qualified,523.0,12,all,43.5833
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Female,Public,SSS,,,Unqualified,323.0,8,all,40.375
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Female,Public,SSS,,BEd or Equivalent,Qualified,310.0,7,all,44.2857
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Female,Public,SSS,,MEd or Equivalent,Qualified,229.0,6,all,38.1667
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Male,Public,JSS,,Grade II or Equivalent,Unqualified,767.0,18,all,42.6111
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Male,Public,JSS,,PGDE,Qualified,384.0,9,all,42.6667
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Male,Public,SSS,,Grade II or Equivalent,Unqualified,210.0,5,all,42.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Male,Public,SSS,,MEd or Equivalent,Qualified,286.0,7,all,40.8571
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Male,Public,SSS,,PGDE,Qualified,376.0,9,all,41.7778
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Female,Private,JSS,,,Unqualified,158.0,4,all,39.5
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Female,Private,JSS,,BEd or Equivalent,Qualified,158.0,4,all,39.5
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Female,Private,JSS,,NCE,Qualified,397.0,9,all,44.1111
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Female,Private,JSS,,PGDE,Qualified,174.0,4,all,43.5
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Female,Private,SSS,,Grade II or Equivalent,Unqualified,458.0,11,all,41.6364
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Female,Private,SSS,,PGDE,Qualified,135.0,3,all,45.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Male,Private,JSS,,BEd or Equivalent,Qualified,272.0,6,all,45.3333
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Male,Private,JSS,,MEd or Equivalent,Qualified,224.0,5,all,44.8
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Male,Private,JSS,,NCE,Qualified,272.0,6,all,45.3333
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Male,Private,SSS,,,Unqualified,105.0,3,all,35.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Male,Private,SSS,,BEd or Equivalent,Qualified,90.0,2,all,45.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Male,Private,SSS,,MEd or Equivalent,Qualified,120.0,3,all,40.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Male,Private,SSS,,NCE,Qualified,300.0,7,all,42.8571
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Female,Public,JSS,,BEd or Equivalent,Qualified,111.0,3,all,37.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Female,Public,JSS,,Grade II or Equivalent,Unqualified,285.0,7,all,40.7143
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Female,Public,JSS,,MEd or Equivalent,Qualified,333.0,8,all,41.625
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Female,Public,JSS,,PGDE,Qualified,158.0,4,all,39.5
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Female,Public,SSS,,,Unqualified,229.0,6,all,38.1667
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Female,Public,SSS,,BEd or Equivalent,Qualified,229.0,6,all,38.1667
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Female,Public,SSS,,MEd or Equivalent,Qualified,189.0,5,all,37.8
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Male,Public,JSS,,BEd or Equivalent,Qualified,800.0,18,all,44.4444
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Male,Public,JSS,,PGDE,Qualified,96.0,2,all,48.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Male,Public,SSS,,BEd or Equivalent,Qualified,105.0,3,all,35.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Male,Public,SSS,,Grade II or Equivalent,Unqualified,120.0,3,all,40.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Male,Public,SSS,,MEd or Equivalent,Qualified,241.0,6,all,40.1667
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Male,Public,SSS,,PGDE,Qualified,210.0,5,all,42.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,Public,Adult & Non-Formal Education,,,Unqualified,31.0,1,all,31.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,31.0,1,all,31.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,39.0,1,all,39.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,39.0,1,all,39.0
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,69.0,2,all,34.5
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,Public,JSS,,BEd or Equivalent,Qualified,174.0,4,all,43.5
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,Public,JSS,,Grade II or Equivalent,Unqualified,555.0,12,all,46.25
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,Public,JSS,,NCE,Qualified,428.0,10,all,42.8
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1257.0,33,all,38.0909
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,1180.0,31,all,38.0645
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,Public,Pre-Primary/Primary,Primary 3,MEd or Equivalent,Qualified,1257.0,33,all,38.0909
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,1028.0,27,all,38.0741
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,Public,Pre-Primary/Primary,Primary 5,,Unqualified,1104.0,29,all,38.069
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,1104.0,29,all,38.069
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,Public,SSS,,Grade II or Equivalent,Unqualified,417.0,10,all,41.7
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Female,Public,SSS,,NCE,Qualified,364.0,9,all,40.4444
2019/2020,North Central,Kwara,Edu,Lafiagi I,"Unity College, Edu",Male,Public,Adult & Non-Formal Education,,,Unqualified,49.0,2,all,24.5
