session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability_scope,pupil_teacher_ratio
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,31.0,1,all,31.0
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,39.0,2,all,19.5
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,101.0,4,all,25.25
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,31.0,1,all,31.0
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Public,JSS,,,Unqualified,182.0,6,all,30.3333
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Public,JSS,,Grade II or Equivalent,Unqualified,130.0,4,all,32.5
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Public,JSS,,MEd or Equivalent,Qualified,324.0,10,all,32.4
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Public,JSS,,NCE,Qualified,260.0,8,all,32.5
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1049.0,39,all,26.8974
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,1312.0,49,all,26.7755
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,1012.0,38,all,26.6316
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,1124.0,42,all,26.7619
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,975.0,36,all,27.0833
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Public,Pre-Primary/Primary,Primary 6,PGDE,Qualified,937.0,35,all,26.7714
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Public,SSS,,BEd or Equivalent,Qualified,167.0,6,all,27.8333
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Public,SSS,,Grade II or Equivalent,Unqualified,200.0,7,all,28.5714
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Public,SSS,,NCE,Qualified,111.0,4,all,27.75
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Female,Public,SSS,,PGDE,Qualified,122.0,4,all,30.5
2019/2020,North East,Gombe,Balanga,Bambam,"Community Secondary School, Bambam",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,49.0,2,all,24.5
