session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability_scope,pupil_teacher_ratio
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,58.0,2,all,29.0
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,65.0,2,all,32.5
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,58.0,2,all,29.0
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Public,JSS,,,Unqualified,124.0,3,all,41.3333
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Public,JSS,,MEd or Equivalent,Qualified,361.0,9,all,40.1111
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Public,JSS,,NCE,Qualified,100.0,2,all,50.0
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Public,JSS,,PGDE,Qualified,274.0,7,all,39.1429
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,892.0,25,all,35.68
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,1123.0,32,all,35.0938
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,859.0,24,all,35.7917
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Public,Pre-Primary/Primary,Primary 4,MEd or Equivalent,Qualified,826.0,23,all,35.913
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Public,Pre-Primary/Primary,Primary 5,MEd or Equivalent,Qualified,892.0,25,all,35.68
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,859.0,24,all,35.7917
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Public,SSS,,BEd or Equivalent,Qualified,266.0,7,all,38.0
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Public,SSS,,MEd or Equivalent,Qualified,214.0,6,all,35.6667
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Public,SSS,,NCE,Qualified,71.0,2,all,35.5
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Male,Public,Adult & Non-Formal Education,,,Unqualified,33.0,1,all,33.0
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,78.0,3,all,26.0
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,45.0,2,all,22.5
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,90.0,4,all,22.5
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Male,Public,JSS,,BEd or Equivalent,Qualified,135.0,3,all,45.0
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Male,Public,JSS,,Grade II or Equivalent,Unqualified,86.0,2,all,43.0
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Male,Public,JSS,,NCE,Qualified,221.0,5,all,44.2
2019/2020,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Male,Public,JSS,,PGDE,Qualified,307.0,8,all,38.375
