session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability_scope,pupil_teacher_ratio
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,48.0,2,all,24.0
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,24.0,1,all,24.0
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,56.0,2,all,28.0
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,32.0,1,all,32.0
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,JSS,,BEd or Equivalent,Qualified,253.0,8,all,31.625
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,JSS,,Grade II or Equivalent,Unqualified,270.0,9,all,30.0
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,JSS,,NCE,Qualified,152.0,5,all,30.4
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,JSS,,PGDE,Qualified,152.0,5,all,30.4
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,1092.0,41,all,26.6341
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,1051.0,40,all,26.275
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,728.0,27,all,26.963
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,809.0,30,all,26.9667
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,Pre-Primary/Primary,Primary 5,MEd or Equivalent,Qualified,728.0,27,all,26.963
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,809.0,30,all,26.9667
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,SSS,,,Unqualified,199.0,7,all,28.4286
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,SSS,,BEd or Equivalent,Qualified,186.0,6,all,31.0
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,SSS,,Grade II or Equivalent,Unqualified,199.0,7,all,28.4286
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,37.0,2,all,18.5
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,74.0,4,all,18.5
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,74.0,4,all,18.5
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,24.0,1,all,24.0
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Public,JSS,,,Unqualified,506.0,17,all,29.7647
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Public,JSS,,NCE,Qualified,287.0,9,all,31.8889
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,1005.0,38,all,26.4474
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Public,Pre-Primary/Primary,Primary 2,MEd or Equivalent,Qualified,874.0,33,all,26.4848
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,831.0,31,all,26.8065
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,962.0,36,all,26.7222
2019/2020,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,699.0,26,all,26.8846
