"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","gap_band","institution_type","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","ss3_total","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","all","NABTEB","1-year","University","41","29","8","9","0","1.0","0","0","12","21","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","all","NABTEB","2-year","University","27","19","4","4","0","2.0","0","0","8","15","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","all","NABTEB","3-5-year","University","19","13","4","4","0","1.5","0","0","6","9","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","all","NABTEB","5+-year","University","11","6","4","0","4","1.5","0","0","5","2","4"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","all","NECO","1-year","University","88","59","22","18","4","1.0","0","0","29","37","4"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","all","NECO","2-year","University","59","39","13","9","4","2.0","0","0","20","26","4"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","all","NECO","3-5-year","University","38","25","9","9","0","1.5","0","0","13","16","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","all","NECO","5+-year","University","20","14","4","5","0","1.5","0","0","6","10","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","all","WAEC","1-year","University","93","60","21","19","2","1.0","0","0","33","39","2"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","all","WAEC","2-year","University","62","40","14","11","3","2.0","0","0","22","26","3"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","all","WAEC","3-5-year","University","42","28","7","8","0","1.5","0","0","14","21","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","all","WAEC","5+-year","University","20","13","4","4","0","1.5","0","0","7","9","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","disabled","NABTEB","1-year","University","5","3","4","4","0","1.0","0","0","2","0","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","disabled","NABTEB","2-year","University","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","disabled","NABTEB","3-5-year","University","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","disabled","NABTEB","5+-year","University","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","disabled","NECO","1-year","University","9","6","4","4","0","1.0","0","0","3","2","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","disabled","NECO","2-year","University","6","3","0","0","0","2.0","0","0","3","3","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","disabled","NECO","3-5-year","University","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","disabled","NECO","5+-year","University","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","disabled","WAEC","1-year","University","8","5","4","4","0","1.0","0","0","3","1","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","disabled","WAEC","2-year","University","6","3","0","0","0","2.0","0","0","3","3","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","disabled","WAEC","3-5-year","University","6","3","0","0","0","1.5","0","0","3","3","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Female","disabled","WAEC","5+-year","University","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","all","NABTEB","1-year","University","52","35","8","9","0","1.0","0","0","17","27","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","all","NABTEB","2-year","University","36","22","4","4","0","2.0","0","0","14","18","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","all","NABTEB","3-5-year","University","22","13","4","4","0","1.5","0","0","9","9","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","all","NABTEB","5+-year","University","14","10","4","0","4","1.5","0","0","4","6","4"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","all","NECO","1-year","University","94","59","18","14","4","1.0","0","0","35","41","4"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","all","NECO","2-year","University","62","39","9","9","0","2.0","0","0","23","30","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","all","NECO","3-5-year","University","41","25","9","5","4","1.5","0","0","16","16","4"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","all","NECO","5+-year","University","23","14","4","5","0","1.5","0","0","9","10","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","all","WAEC","1-year","University","129","86","25","23","2","1.0","0","0","43","61","2"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","all","WAEC","2-year","University","73","50","14","15","0","2.0","0","0","23","36","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","all","WAEC","3-5-year","University","53","35","11","11","0","1.5","0","0","18","24","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","all","WAEC","5+-year","University","25","15","7","4","3","1.5","0","0","10","8","3"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","disabled","NABTEB","1-year","University","5","3","0","0","0","1.0","0","0","2","3","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","disabled","NABTEB","2-year","University","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","disabled","NABTEB","3-5-year","University","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","disabled","NABTEB","5+-year","University","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","disabled","NECO","1-year","University","12","6","4","5","0","1.0","0","0","6","2","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","disabled","NECO","2-year","University","6","3","0","0","0","2.0","0","0","3","3","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","disabled","NECO","3-5-year","University","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","disabled","NECO","5+-year","University","3","3","0","0","0","1.5","0","0","0","3","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","disabled","WAEC","1-year","University","11","8","4","4","0","1.0","0","0","3","4","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","disabled","WAEC","2-year","University","8","5","0","0","0","2.0","0","0","3","5","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","disabled","WAEC","3-5-year","University","6","2","0","0","0","1.5","0","0","4","2","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Community Secondary School, Achalla  I","Male","disabled","WAEC","5+-year","University","3","2","0","0","0","1.5","0","0","1","2","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Comprehensive High School, Achalla  I","Female","all","NABTEB","1-year","University","38","26","13","9","4","1.0","0","0","12","13","4"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Comprehensive High School, Achalla  I","Female","all","NABTEB","2-year","University","25","16","8","4","4","2.0","0","0","9","8","4"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Comprehensive High School, Achalla  I","Female","all","NABTEB","3-5-year","University","14","10","4","4","0","1.5","0","0","4","6","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Comprehensive High School, Achalla  I","Female","all","NABTEB","5+-year","University","8","6","0","0","0","1.5","0","0","2","6","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Comprehensive High School, Achalla  I","Female","all","NECO","1-year","University","79","54","18","18","0","1.0","0","0","25","36","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Comprehensive High School, Achalla  I","Female","all","NECO","2-year","University","50","34","13","14","0","2.0","0","0","16","21","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Comprehensive High School, Achalla  I","Female","all","NECO","3-5-year","University","29","20","9","4","5","1.5","0","0","9","11","5"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Comprehensive High School, Achalla  I","Female","all","NECO","5+-year","University","12","8","4","4","0","1.5","0","0","4","4","0"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Comprehensive High School, Achalla  I","Female","all","WAEC","1-year","University","98","71","29","27","2","1.0","0","0","27","42","2"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Comprehensive High School, Achalla  I","Female","all","WAEC","2-year","University","65","45","18","15","3","2.0","0","0","20","27","3"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Comprehensive High School, Achalla  I","Female","all","WAEC","3-5-year","University","45","33","14","11","3","1.5","0","0","12","19","3"
"2019/2020","South East","Anambra","Awka North","Achalla  I","Comprehensive High School, Achalla  I","Female","all","WAEC","5+-year","University","22","15","7","8","0","1.5","0","0","7","8","0"
