session,zone,state,lga,ward,school,gender,disability_scope,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,all,NABTEB,1-year,Polytechnic,29,19,7,8,0,1.0,0,0,10,12,0
2019/2020,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,all,NABTEB,2-year,Polytechnic,20,14,4,4,0,2.0,0,0,6,10,0
2019/2020,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,all,NABTEB,3-5-year,Polytechnic,16,11,4,4,0,1.5,0,0,5,7,0
2019/2020,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,all,NABTEB,5+-year,Polytechnic,7,5,4,0,4,1.5,0,0,2,1,4
2019/2020,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,all,NECO,1-year,Polytechnic,62,45,21,17,4,1.0,0,0,17,24,4
2019/2020,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,all,NECO,2-year,Polytechnic,38,28,12,13,0,2.0,0,0,10,16,0
2019/2020,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,all,NECO,3-5-year,Polytechnic,19,15,4,4,0,1.5,0,0,4,11,0
2019/2020,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,all,NECO,5+-year,Polytechnic,12,8,4,4,0,1.5,0,0,4,4,0
2019/2020,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,all,WAEC,1-year,Polytechnic,62,43,14,14,0,1.0,0,0,19,29,0
2019/2020,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,all,WAEC,2-year,Polytechnic,37,25,10,7,3,2.0,0,0,12,15,3
2019/2020,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,all,WAEC,3-5-year,Polytechnic,23,16,7,4,3,1.5,0,0,7,9,3
