session,zone,state,lga,ward,school,gender,disability_scope,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Female,all,NABTEB,1-year,University,18,11,3,3,0,1.0,0,0,7,8,0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Female,all,NABTEB,2-year,University,12,9,3,3,0,2.0,0,0,3,6,0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Female,all,NABTEB,3-5-year,University,6,5,3,3,0,1.5,0,0,1,2,0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Female,all,NABTEB,5+-year,University,6,5,0,0,0,1.5,0,0,1,5,0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Female,all,NECO,1-year,University,33,23,7,7,0,1.0,0,0,10,16,0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Female,all,NECO,2-year,University,24,17,7,4,3,2.0,0,0,7,10,3
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Female,all,NECO,3-5-year,University,13,8,3,4,0,1.5,0,0,5,5,0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Female,all,NECO,5+-year,University,9,6,3,4,0,1.5,0,0,3,3,0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Female,all,WAEC,1-year,University,44,29,14,13,1,1.0,0,0,15,15,1
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Female,all,WAEC,2-year,University,32,22,9,9,0,2.0,0,0,10,13,0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Female,all,WAEC,3-5-year,University,17,11,6,3,3,1.5,0,0,6,5,3
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Female,all,WAEC,5+-year,University,8,7,3,3,0,1.5,0,0,1,4,0
2019/2020,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Female,disabled,NABTEB,1-year,University,4,2,3,3,0,1.0,0,0,2,0,0
