session,zone,state,lga,ward,school,gender,disability_scope,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,all,NABTEB,1-year,University,64,41,10,10,0,1.0,0,0,23,31,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,all,NABTEB,2-year,University,39,25,10,10,0,2.0,0,0,14,15,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,all,NABTEB,3-5-year,University,25,16,10,0,10,1.5,0,0,9,6,10
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,all,NABTEB,5+-year,University,14,8,0,0,0,1.5,0,0,6,8,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,all,NECO,1-year,University,122,72,21,22,0,1.0,0,0,50,51,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,all,NECO,2-year,University,76,47,14,15,0,2.0,0,0,29,33,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,all,NECO,3-5-year,University,49,32,14,7,7,1.5,0,0,17,18,7
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,all,NECO,5+-year,University,30,18,7,7,0,1.5,0,0,12,11,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,all,WAEC,1-year,University,178,108,37,33,4,1.0,0,0,70,71,4
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,all,WAEC,2-year,University,119,72,24,26,0,2.0,0,0,47,48,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,all,WAEC,3-5-year,University,67,43,18,13,5,1.5,0,0,24,25,5
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,all,WAEC,5+-year,University,30,20,6,6,0,1.5,0,0,10,14,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,disabled,NABTEB,1-year,University,7,4,0,0,0,1.0,0,0,3,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,disabled,NABTEB,2-year,University,4,4,0,0,0,2.0,0,0,0,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,disabled,NABTEB,3-5-year,University,4,0,0,0,0,1.5,0,0,4,0,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,disabled,NECO,1-year,University,11,7,7,7,0,1.0,0,0,4,0,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,disabled,NECO,2-year,University,7,4,0,0,0,2.0,0,0,3,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,disabled,NECO,3-5-year,University,4,4,0,0,0,1.5,0,0,0,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,disabled,NECO,5+-year,University,4,0,0,0,0,1.5,0,0,4,0,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,disabled,WAEC,1-year,University,19,10,6,6,0,1.0,0,0,9,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,disabled,WAEC,2-year,University,11,7,0,0,0,2.0,0,0,4,7,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,disabled,WAEC,3-5-year,University,7,3,0,0,0,1.5,0,0,4,3,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,disabled,WAEC,5+-year,University,4,3,0,0,0,1.5,0,0,1,3,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,all,NABTEB,1-year,University,64,37,10,10,0,1.0,0,0,27,27,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,all,NABTEB,2-year,University,46,25,10,10,0,2.0,0,0,21,15,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,all,NABTEB,3-5-year,University,25,12,0,0,0,1.5,0,0,13,12,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,all,NABTEB,5+-year,University,18,12,0,0,0,1.5,0,0,6,12,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,all,NECO,1-year,University,137,83,22,15,7,1.0,0,0,54,61,7
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,all,NECO,2-year,University,76,47,14,7,7,2.0,0,0,29,33,7
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,all,NECO,3-5-year,University,53,32,7,7,0,1.5,0,0,21,25,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,all,NECO,5+-year,University,23,14,0,0,0,1.5,0,0,9,14,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,all,WAEC,1-year,University,167,101,24,20,4,1.0,0,0,66,77,4
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,all,WAEC,2-year,University,115,72,18,13,5,2.0,0,0,43,54,5
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,all,WAEC,3-5-year,University,82,49,12,13,0,1.5,0,0,33,37,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,all,WAEC,5+-year,University,33,20,6,7,0,1.5,0,0,13,14,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,disabled,NABTEB,1-year,University,7,4,0,0,0,1.0,0,0,3,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,disabled,NABTEB,2-year,University,4,4,0,0,0,2.0,0,0,0,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,disabled,NABTEB,3-5-year,University,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,disabled,NECO,1-year,University,15,7,0,0,0,1.0,0,0,8,7,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,disabled,NECO,2-year,University,8,7,0,0,0,2.0,0,0,1,7,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,disabled,NECO,3-5-year,University,4,4,0,0,0,1.5,0,0,0,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,disabled,NECO,5+-year,University,4,0,0,0,0,1.5,0,0,4,0,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,disabled,WAEC,1-year,University,15,7,0,0,0,1.0,0,0,8,7,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,disabled,WAEC,2-year,University,11,7,0,0,0,2.0,0,0,4,7,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,disabled,WAEC,3-5-year,University,7,3,0,0,0,1.5,0,0,4,3,0
2019/2020,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,disabled,WAEC,5+-year,University,4,3,0,0,0,1.5,0,0,1,3,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,all,NABTEB,1-year,College of Education,28,16,10,10,0,1.0,0,0,12,6,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,all,NABTEB,2-year,College of Education,14,8,0,0,0,2.0,0,0,6,8,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,all,NABTEB,3-5-year,College of Education,11,8,0,0,0,1.5,0,0,3,8,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,all,NABTEB,5+-year,College of Education,7,4,0,0,0,1.5,0,0,3,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,all,NECO,1-year,College of Education,49,29,7,7,0,1.0,0,0,20,22,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,all,NECO,2-year,College of Education,27,14,7,7,0,2.0,0,0,13,7,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,all,NECO,3-5-year,College of Education,19,11,0,0,0,1.5,0,0,8,11,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,all,NECO,5+-year,College of Education,11,7,0,0,0,1.5,0,0,4,7,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,all,WAEC,1-year,College of Education,63,39,12,13,0,1.0,0,0,24,27,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,all,WAEC,2-year,College of Education,37,26,6,6,0,2.0,0,0,11,20,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,all,WAEC,3-5-year,College of Education,26,16,6,6,0,1.5,0,0,10,10,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,all,WAEC,5+-year,College of Education,11,7,6,0,6,1.5,0,0,4,1,6
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,disabled,NABTEB,1-year,College of Education,7,4,0,0,0,1.0,0,0,3,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,disabled,NABTEB,2-year,College of Education,3,4,0,0,0,2.0,0,0,0,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,disabled,NABTEB,3-5-year,College of Education,4,0,0,0,0,1.5,0,0,4,0,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,disabled,NECO,1-year,College of Education,7,4,0,0,0,1.0,0,0,3,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,disabled,NECO,2-year,College of Education,4,4,0,0,0,2.0,0,0,0,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,disabled,NECO,3-5-year,College of Education,4,0,0,0,0,1.5,0,0,4,0,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,disabled,NECO,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,disabled,WAEC,1-year,College of Education,7,3,6,6,0,1.0,0,0,4,0,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,disabled,WAEC,2-year,College of Education,4,3,0,0,0,2.0,0,0,1,3,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,disabled,WAEC,3-5-year,College of Education,4,3,0,0,0,1.5,0,0,1,3,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,disabled,WAEC,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,all,NABTEB,1-year,College of Education,28,16,10,10,0,1.0,0,0,12,6,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,all,NABTEB,2-year,College of Education,18,12,0,0,0,2.0,0,0,6,12,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,all,NABTEB,3-5-year,College of Education,11,8,0,0,0,1.5,0,0,3,8,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,all,NABTEB,5+-year,College of Education,7,4,0,0,0,1.5,0,0,3,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,all,NECO,1-year,College of Education,57,32,7,7,0,1.0,0,0,25,25,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,all,NECO,2-year,College of Education,34,21,7,7,0,2.0,0,0,13,14,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,all,NECO,3-5-year,College of Education,27,14,7,7,0,1.5,0,0,13,7,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,all,NECO,5+-year,College of Education,11,7,0,0,0,1.5,0,0,4,7,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,all,WAEC,1-year,College of Education,63,36,6,6,0,1.0,0,0,27,30,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,all,WAEC,2-year,College of Education,41,23,6,6,0,2.0,0,0,18,17,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,all,WAEC,3-5-year,College of Education,26,16,6,0,6,1.5,0,0,10,10,6
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,all,WAEC,5+-year,College of Education,11,7,0,0,0,1.5,0,0,4,7,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,disabled,NABTEB,1-year,College of Education,7,4,0,0,0,1.0,0,0,3,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,disabled,NABTEB,2-year,College of Education,4,4,0,0,0,2.0,0,0,0,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,disabled,NABTEB,3-5-year,College of Education,4,0,0,0,0,1.5,0,0,4,0,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,disabled,NECO,1-year,College of Education,7,4,0,0,0,1.0,0,0,3,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,disabled,NECO,2-year,College of Education,4,4,0,0,0,2.0,0,0,0,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,disabled,NECO,3-5-year,College of Education,4,0,0,0,0,1.5,0,0,4,0,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,disabled,NECO,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,disabled,WAEC,1-year,College of Education,7,3,0,0,0,1.0,0,0,4,3,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,disabled,WAEC,2-year,College of Education,7,3,0,0,0,2.0,0,0,4,3,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,disabled,WAEC,3-5-year,College of Education,4,3,0,0,0,1.5,0,0,1,3,0
2019/2020,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Male,disabled,WAEC,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,all,NABTEB,1-year,College of Education,78,49,19,10,9,1.0,0,0,29,30,9
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,all,NABTEB,2-year,College of Education,46,29,10,10,0,2.0,0,0,17,19,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,all,NABTEB,3-5-year,College of Education,28,16,10,10,0,1.5,0,0,12,6,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,all,NABTEB,5+-year,College of Education,21,12,0,0,0,1.5,0,0,9,12,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,all,NECO,1-year,College of Education,152,97,36,30,6,1.0,0,0,55,61,6
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,all,NECO,2-year,College of Education,106,68,22,22,0,2.0,0,0,38,46,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,all,NECO,3-5-year,College of Education,65,43,14,7,7,1.5,0,0,22,29,7
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,all,NECO,5+-year,College of Education,34,21,7,7,0,1.5,0,0,13,14,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,all,WAEC,1-year,College of Education,212,131,49,39,10,1.0,0,0,81,82,10
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,all,WAEC,2-year,College of Education,119,75,25,26,0,2.0,0,0,44,50,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,all,WAEC,3-5-year,College of Education,85,56,18,20,0,1.5,0,0,29,38,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,all,WAEC,5+-year,College of Education,48,29,12,6,6,1.5,0,0,19,17,6
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,disabled,NABTEB,1-year,College of Education,7,4,0,0,0,1.0,0,0,3,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,disabled,NABTEB,2-year,College of Education,7,4,0,0,0,2.0,0,0,3,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,disabled,NABTEB,3-5-year,College of Education,4,0,0,0,0,1.5,0,0,4,0,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,disabled,NECO,1-year,College of Education,19,11,7,7,0,1.0,0,0,8,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,disabled,NECO,2-year,College of Education,11,7,0,0,0,2.0,0,0,4,7,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,disabled,NECO,3-5-year,College of Education,8,4,0,0,0,1.5,0,0,4,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,disabled,NECO,5+-year,College of Education,4,4,0,0,0,1.5,0,0,0,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,disabled,WAEC,1-year,College of Education,26,13,6,7,0,1.0,0,0,13,7,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,disabled,WAEC,2-year,College of Education,15,10,6,7,0,2.0,0,0,5,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,disabled,WAEC,3-5-year,College of Education,11,7,0,0,0,1.5,0,0,4,7,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Female,disabled,WAEC,5+-year,College of Education,4,3,0,0,0,1.5,0,0,1,3,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,all,NABTEB,1-year,College of Education,68,41,10,10,0,1.0,0,0,27,31,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,all,NABTEB,2-year,College of Education,46,29,10,10,0,2.0,0,0,17,19,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,all,NABTEB,3-5-year,College of Education,28,21,10,10,0,1.5,0,0,7,11,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,all,NABTEB,5+-year,College of Education,14,8,0,0,0,1.5,0,0,6,8,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,all,NECO,1-year,College of Education,129,79,29,22,7,1.0,0,0,50,50,7
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,all,NECO,2-year,College of Education,91,57,22,15,7,2.0,0,0,34,35,7
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,all,NECO,3-5-year,College of Education,53,32,7,7,0,1.5,0,0,21,25,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,all,NECO,5+-year,College of Education,27,18,7,7,0,1.5,0,0,9,11,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,all,WAEC,1-year,College of Education,190,114,37,33,4,1.0,0,0,76,77,4
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,all,WAEC,2-year,College of Education,123,72,24,26,0,2.0,0,0,51,48,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,all,WAEC,3-5-year,College of Education,71,42,18,13,5,1.5,0,0,29,24,5
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,all,WAEC,5+-year,College of Education,41,23,6,7,0,1.5,0,0,18,17,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,disabled,NABTEB,1-year,College of Education,7,4,0,0,0,1.0,0,0,3,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,disabled,NABTEB,2-year,College of Education,4,4,0,0,0,2.0,0,0,0,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,disabled,NABTEB,3-5-year,College of Education,4,0,0,0,0,1.5,0,0,4,0,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,disabled,NABTEB,5+-year,College of Education,4,0,0,0,0,1.5,0,0,4,0,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,disabled,NECO,1-year,College of Education,19,11,0,0,0,1.0,0,0,8,11,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,disabled,NECO,2-year,College of Education,8,4,0,0,0,2.0,0,0,4,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,disabled,NECO,3-5-year,College of Education,8,4,0,0,0,1.5,0,0,4,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,disabled,NECO,5+-year,College of Education,4,4,0,0,0,1.5,0,0,0,4,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,disabled,WAEC,1-year,College of Education,22,13,6,7,0,1.0,0,0,9,7,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,disabled,WAEC,2-year,College of Education,15,7,0,0,0,2.0,0,0,8,7,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,disabled,WAEC,3-5-year,College of Education,7,3,0,0,0,1.5,0,0,4,3,0
2019/2020,North West,Kano,Dala,Adakawa,"Government Secondary School, Adakawa",Male,disabled,WAEC,5+-year,College of Education,4,3,0,0,0,1.5,0,0,1,3,0
2019/2020,North West,Kano,Dala,Adakawa,"Unity College, Dala",Female,all,NABTEB,1-year,University,68,41,19,10,9,1.0,0,0,27,22,9
2019/2020,North West,Kano,Dala,Adakawa,"Unity College, Dala",Female,all,NABTEB,2-year,University,46,25,10,10,0,2.0,0,0,21,15,0
2019/2020,North West,Kano,Dala,Adakawa,"Unity College, Dala",Female,all,NABTEB,3-5-year,University,28,16,10,10,0,1.5,0,0,12,6,0
2019/2020,North West,Kano,Dala,Adakawa,"Unity College, Dala",Female,all,NABTEB,5+-year,University,14,8,0,0,0,1.5,0,0,6,8,0
2019/2020,North West,Kano,Dala,Adakawa,"Unity College, Dala",Female,all,NECO,1-year,University,129,79,29,30,0,1.0,0,0,50,50,0
2019/2020,North West,Kano,Dala,Adakawa,"Unity College, Dala",Female,all,NECO,2-year,University,87,54,22,15,7,2.0,0,0,33,32,7
2019/2020,North West,Kano,Dala,Adakawa,"Unity College, Dala",Female,all,NECO,3-5-year,University,57,36,14,15,0,1.5,0,0,21,22,0
2019/2020,North West,Kano,Dala,Adakawa,"Unity College, Dala",Female,all,NECO,5+-year,University,27,18,7,7,0,1.5,0,0,9,11,0
2019/2020,North West,Kano,Dala,Adakawa,"Unity College, Dala",Female,all,WAEC,1-year,University,171,101,43,39,4,1.0,0,0,70,58,4
