session,zone,state,lga,ward,school,gender,disability_scope,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,all,NABTEB,1-year,University,17,13,8,8,0,1.0,0,0,4,5,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,all,NABTEB,2-year,University,12,10,0,0,0,2.0,0,0,2,10,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,all,NABTEB,3-5-year,University,10,7,0,0,0,1.5,0,0,3,7,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,all,NABTEB,5+-year,University,5,3,0,0,0,1.5,0,0,2,3,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,all,NECO,1-year,University,32,20,6,6,0,1.0,0,0,12,14,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,all,NECO,2-year,University,21,15,6,6,0,2.0,0,0,6,9,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,all,NECO,3-5-year,University,16,12,6,6,0,1.5,0,0,4,6,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,all,NECO,5+-year,University,8,6,0,0,0,1.5,0,0,2,6,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,all,WAEC,1-year,University,43,31,10,11,0,1.0,0,0,12,21,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,all,WAEC,2-year,University,28,21,5,5,0,2.0,0,0,7,16,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,all,WAEC,3-5-year,University,20,13,5,6,0,1.5,0,0,7,8,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,all,WAEC,5+-year,University,13,8,5,0,5,1.5,0,0,5,3,5
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,disabled,NABTEB,1-year,University,5,3,0,0,0,1.0,0,0,2,3,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,disabled,NABTEB,2-year,University,2,3,0,0,0,2.0,0,0,0,3,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,disabled,NABTEB,3-5-year,University,2,0,0,0,0,1.5,0,0,2,0,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,disabled,NECO,1-year,University,5,3,0,0,0,1.0,0,0,2,3,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,disabled,NECO,2-year,University,3,3,0,0,0,2.0,0,0,0,3,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,disabled,NECO,3-5-year,University,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,disabled,NECO,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,disabled,WAEC,1-year,University,5,3,0,0,0,1.0,0,0,2,3,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,disabled,WAEC,2-year,University,5,3,0,0,0,2.0,0,0,2,3,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,disabled,WAEC,3-5-year,University,2,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,disabled,WAEC,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,all,NABTEB,1-year,University,19,13,8,8,0,1.0,0,0,6,5,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,all,NABTEB,2-year,University,12,7,0,0,0,2.0,0,0,5,7,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,all,NABTEB,3-5-year,University,7,7,0,0,0,1.5,0,0,0,7,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,all,NABTEB,5+-year,University,5,3,0,0,0,1.5,0,0,2,3,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,all,NECO,1-year,University,34,23,6,6,0,1.0,0,0,11,17,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,all,NECO,2-year,University,21,15,6,6,0,2.0,0,0,6,9,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,all,NECO,3-5-year,University,16,9,6,0,6,1.5,0,0,7,3,6
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,all,NECO,5+-year,University,8,6,0,0,0,1.5,0,0,2,6,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,all,WAEC,1-year,University,40,28,10,5,5,1.0,0,0,12,18,5
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,all,WAEC,2-year,University,28,21,5,5,0,2.0,0,0,7,16,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,all,WAEC,3-5-year,University,18,10,5,6,0,1.5,0,0,8,5,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,all,WAEC,5+-year,University,10,8,0,0,0,1.5,0,0,2,8,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,disabled,NABTEB,1-year,University,5,3,0,0,0,1.0,0,0,2,3,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,disabled,NABTEB,2-year,University,2,3,0,0,0,2.0,0,0,0,3,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,disabled,NABTEB,3-5-year,University,2,0,0,0,0,1.5,0,0,2,0,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,disabled,NECO,1-year,University,5,3,0,0,0,1.0,0,0,2,3,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,disabled,NECO,2-year,University,3,3,0,0,0,2.0,0,0,0,3,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,disabled,NECO,3-5-year,University,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,disabled,NECO,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
