session,zone,state,lga,ward,school,gender,disability_scope,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,all,NABTEB,1-year,Polytechnic,44,30,9,9,0,1.0,0,0,14,21,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,all,NABTEB,2-year,Polytechnic,28,20,9,9,0,2.0,0,0,8,11,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,all,NABTEB,3-5-year,Polytechnic,19,10,9,0,9,1.5,0,0,9,1,9
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,all,NABTEB,5+-year,Polytechnic,11,7,0,0,0,1.5,0,0,4,7,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,all,NECO,1-year,Polytechnic,92,59,20,22,0,1.0,0,0,33,39,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,all,NECO,2-year,Polytechnic,58,37,13,14,0,2.0,0,0,21,24,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,all,NECO,3-5-year,Polytechnic,40,28,13,7,6,1.5,0,0,12,15,6
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,all,NECO,5+-year,Polytechnic,25,16,6,7,0,1.5,0,0,9,10,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,all,WAEC,1-year,Polytechnic,107,68,27,23,4,1.0,0,0,39,41,4
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,all,WAEC,2-year,Polytechnic,72,46,22,17,5,2.0,0,0,26,24,5
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,all,WAEC,3-5-year,Polytechnic,49,30,11,12,0,1.5,0,0,19,19,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,all,WAEC,5+-year,Polytechnic,20,14,5,6,0,1.5,0,0,6,9,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,disabled,NABTEB,1-year,Polytechnic,5,3,0,0,0,1.0,0,0,2,3,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,disabled,NABTEB,2-year,Polytechnic,3,3,0,0,0,2.0,0,0,0,3,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,disabled,NABTEB,3-5-year,Polytechnic,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,disabled,NECO,1-year,Polytechnic,12,6,6,7,0,1.0,0,0,6,0,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,disabled,NECO,2-year,Polytechnic,6,3,0,0,0,2.0,0,0,3,3,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,disabled,NECO,3-5-year,Polytechnic,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,disabled,NECO,5+-year,Polytechnic,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,disabled,WAEC,1-year,Polytechnic,11,8,5,6,0,1.0,0,0,3,3,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,disabled,WAEC,2-year,Polytechnic,9,5,0,0,0,2.0,0,0,4,5,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,disabled,WAEC,3-5-year,Polytechnic,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,disabled,WAEC,5+-year,Polytechnic,3,0,0,0,0,1.5,0,0,3,0,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,all,NABTEB,1-year,Polytechnic,55,37,9,9,0,1.0,0,0,18,28,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,all,NABTEB,2-year,Polytechnic,33,24,9,9,0,2.0,0,0,9,15,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,all,NABTEB,3-5-year,Polytechnic,22,17,9,0,9,1.5,0,0,5,8,9
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,all,NABTEB,5+-year,Polytechnic,11,7,0,0,0,1.5,0,0,4,7,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,all,NECO,1-year,Polytechnic,111,74,26,29,0,1.0,0,0,37,48,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,all,NECO,2-year,Polytechnic,74,50,20,14,6,2.0,0,0,24,30,6
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,all,NECO,3-5-year,Polytechnic,46,31,13,7,6,1.5,0,0,15,18,6
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,all,NECO,5+-year,Polytechnic,28,19,7,7,0,1.5,0,0,9,12,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,all,WAEC,1-year,Polytechnic,127,81,27,23,4,1.0,0,0,46,54,4
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,all,WAEC,2-year,Polytechnic,87,57,22,17,5,2.0,0,0,30,35,5
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,all,WAEC,3-5-year,Polytechnic,55,35,11,12,0,1.5,0,0,20,24,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,all,WAEC,5+-year,Polytechnic,29,19,5,6,0,1.5,0,0,10,14,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,disabled,NABTEB,1-year,Polytechnic,8,3,0,0,0,1.0,0,0,5,3,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,disabled,NABTEB,2-year,Polytechnic,5,3,0,0,0,2.0,0,0,2,3,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,disabled,NABTEB,3-5-year,Polytechnic,3,3,0,0,0,1.5,0,0,0,3,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,disabled,NECO,1-year,Polytechnic,12,6,7,7,0,1.0,0,0,6,0,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,disabled,NECO,2-year,Polytechnic,9,6,0,0,0,2.0,0,0,3,6,0
2019/2020,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,disabled,NECO,3-5-year,Polytechnic,6,3,0,0,0,1.5,0,0,3,3,0
