"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","gap_band","institution_type","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","ss3_total","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","South East","Enugu","Aninri","Mpu","CENTRAL SCHOOL, MPU","Female","all","NABTEB","1-year","University","37","21","8","5","3","1.0","0","0","16","13","3"
"2019/2020","South East","Enugu","Aninri","Mpu","COMMAND SCIENCE AND TECHNICAL SCHOOL MPU","Female","all","NABTEB","2-year","University","26","13","4","5","0","2.0","0","0","13","9","0"
"2019/2020","South East","Enugu","Aninri","Mpu","COMMUNITY SCHOOL, EZINATO OHOFIA","Female","all","NABTEB","3-5-year","University","16","8","4","5","0","1.5","0","0","8","4","0"
"2019/2020","South East","Enugu","Aninri","Mpu","COMMUNITY SCHOOL, MPU","Female","all","NABTEB","5+-year","University","13","8","0","0","0","1.5","0","0","5","8","0"
"2019/2020","South East","Enugu","Aninri","Mpu","COMMUNITY SECONDARY SCHOOL, MPU","Female","all","NECO","1-year","University","75","44","17","14","3","1.0","0","0","31","27","3"
"2019/2020","South East","Enugu","Aninri","Mpu","GLORIOUS GRACE ACADEMY PRIMARY SCHOOL, AMAGU MPU","Female","all","NECO","2-year","University","46","27","9","9","0","2.0","0","0","19","18","0"
"2019/2020","South East","Enugu","Aninri","Mpu","HOLY CHILD NURSERY AND PRIMARY SCHOOL MPU","Female","all","NECO","3-5-year","University","29","17","9","4","5","1.5","0","0","12","8","5"
"2019/2020","South East","Enugu","Aninri","Mpu","KINGS FOUNDATION SECONDARY SCHOOL, MPU","Female","all","NECO","5+-year","University","20","12","4","4","0","1.5","0","0","8","8","0"
"2019/2020","South East","Enugu","Aninri","Mpu","LIBERTY PRIMARY SCHOOL, AGUENYI MPU","Female","all","WAEC","1-year","University","102","58","21","14","7","1.0","0","0","44","37","7"
"2019/2020","South East","Enugu","Aninri","Mpu","MODEL SECONDARY SCHOOL, MPU","Female","all","WAEC","2-year","University","61","34","10","11","0","2.0","0","0","27","24","0"
"2019/2020","South East","Enugu","Aninri","Mpu","OUR SAVIOUR SECONDARY SCHOOL, EZZA MPU","Female","all","WAEC","3-5-year","University","41","24","7","7","0","1.5","0","0","17","17","0"
"2019/2020","South East","Enugu","Aninri","Mpu","Our Saviour Primary School","Female","all","WAEC","5+-year","University","19","11","3","4","0","1.5","0","0","8","8","0"
"2019/2020","South East","Enugu","Aninri","Mpu","POWER HOUSE NURSERY AND PRIMARY SCHOOL UBEAGU MPU","Female","disabled","NABTEB","1-year","University","5","3","4","5","0","1.0","0","0","2","0","0"
"2019/2020","South East","Enugu","Aninri","Mpu","PRESBYTERIAN MODERN ACADEMY MPU","Female","disabled","NABTEB","2-year","University","3","3","0","0","0","2.0","0","0","0","3","0"
"2019/2020","South East","Enugu","Aninri","Mpu","PST NATH GLORIOUS BY GRACE ACADAMY AMAGU MPU","Female","disabled","NABTEB","3-5-year","University","3","0","0","0","0","1.5","0","0","3","0","0"
"2019/2020","South East","Enugu","Aninri","Mpu","TOTAL CHILD INTERNATIONAL NURSERY AND PRIMARY SCHOOL AMAGU MPU","Female","disabled","NABTEB","5+-year","University","0","0","0","0","0","1.5","0","0","0","0","0"
"2019/2020","South East","Enugu","Aninri","Mpu","TOWN SCHOOL, AMACHALLA MPU","Female","disabled","NECO","1-year","University","9","5","4","4","0","1.0","0","0","4","1","0"
"2019/2020","South East","Enugu","Aninri","Mpu","UGOCHUKWU EKWEREMADU MEMORIAL INTERNATIONAL ACADEMY SCHOOL MPU","Female","disabled","NECO","2-year","University","6","2","0","0","0","2.0","0","0","4","2","0"
"2019/2020","South East","Enugu","Aninri","Mpu","UKEY UBEAGU PRIMARY SCHOOL, MPU","Female","disabled","NECO","3-5-year","University","3","2","0","0","0","1.5","0","0","1","2","0"
