session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,42867,1081,39.6549
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,2772,70,39.6
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,15048,392,38.3878
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,990,26,38.0769
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,13299,394,33.7538
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,858,25,34.32
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,4686,120,39.05
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,297,8,37.125
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,12573,359,35.0223
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,825,24,34.375
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,4422,105,42.1143
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,297,7,42.4286
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,2970,72,41.25
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,198,5,39.6
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,1023,29,35.2759
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,66,2,33.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,2211,59,37.4746
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,132,4,33.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,792,25,31.68
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Ibadan North,South West,Oyo,Ibadan North,,,66,2,33.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,50721,1212,41.849
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,3300,79,41.7722
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,17820,557,31.9928
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,1155,36,32.0833
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,15741,373,42.2011
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,1023,24,42.625
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,5544,129,42.9767
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,363,8,45.375
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Ibadan South West,South West,Oyo,Ibadan South West,,,14883,369,40.3333
