session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Owerri North,South East,Imo,Owerri North,,,14685,420,34.9643
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Owerri North,South East,Imo,Owerri North,,,957,27,35.4444
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Owerri North,South East,Imo,Owerri North,,,5148,123,41.8537
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Owerri North,South East,Imo,Owerri North,,,330,8,41.25
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Owerri North,South East,Imo,Owerri North,,,4554,143,31.8462
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Owerri North,South East,Imo,Owerri North,,,297,9,33.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Owerri North,South East,Imo,Owerri North,,,1584,49,32.3265
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Owerri North,South East,Imo,Owerri North,,,99,3,33.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Owerri North,South East,Imo,Owerri North,,,4290,105,40.8571
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Owerri North,South East,Imo,Owerri North,,,264,6,44.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Owerri North,South East,Imo,Owerri North,,,1518,44,34.5
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Owerri North,South East,Imo,Owerri North,,,99,3,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Owerri North,South East,Imo,Owerri North,,,1023,25,40.92
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Owerri North,South East,Imo,Owerri North,,,66,2,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Owerri North,South East,Imo,Owerri North,,,363,9,40.3333
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Owerri North,South East,Imo,Owerri North,,,33,1,33.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Owerri North,South East,Imo,Owerri North,,,759,18,42.1667
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Owerri North,South East,Imo,Owerri North,,,33,1,33.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Owerri North,South East,Imo,Owerri North,,,264,8,33.0
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Owerri North,South East,Imo,Owerri North,,,33,1,33.0
