session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Chanchaga,North Central,Niger,Chanchaga,,,7974,118,67.6
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Chanchaga,North Central,Niger,Chanchaga,,,560,8,70.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Chanchaga,North Central,Niger,Chanchaga,,,4102,58,70.7
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Chanchaga,North Central,Niger,Chanchaga,,,283,3,94.3
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Chanchaga,North Central,Niger,Chanchaga,,,3174,51,62.2
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Chanchaga,North Central,Niger,Chanchaga,,,216,4,54.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Chanchaga,North Central,Niger,Chanchaga,,,1008,14,72.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Chanchaga,North Central,Niger,Chanchaga,,,77,1,77.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Chanchaga,North Central,Niger,Chanchaga,,,2833,46,61.6
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Chanchaga,North Central,Niger,Chanchaga,,,196,3,65.3
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Chanchaga,North Central,Niger,Chanchaga,,,919,14,65.6
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Chanchaga,North Central,Niger,Chanchaga,,,56,1,56.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Chanchaga,North Central,Niger,Chanchaga,,,801,13,61.6
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Chanchaga,North Central,Niger,Chanchaga,,,52,1,52.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Chanchaga,North Central,Niger,Chanchaga,,,259,4,64.8
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Chanchaga,North Central,Niger,Chanchaga,,,28,1,28.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Chanchaga,North Central,Niger,Chanchaga,,,337,6,56.2
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,0,0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Chanchaga,North Central,Niger,Chanchaga,,,107,2,53.5
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Chanchaga,North Central,Niger,Chanchaga,,,13,1,13.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Kontagora,North Central,Niger,Kontagora,,,10475,148,70.8
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Kontagora,North Central,Niger,Kontagora,,,731,9,81.2
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Kontagora,North Central,Niger,Kontagora,,,3115,43,72.4
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Kontagora,North Central,Niger,Kontagora,,,213,3,71.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Kontagora,North Central,Niger,Kontagora,,,2459,38,64.7
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Kontagora,North Central,Niger,Kontagora,,,151,2,75.5
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Kontagora,North Central,Niger,Kontagora,,,1097,16,68.6
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Kontagora,North Central,Niger,Kontagora,,,73,1,73.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Kontagora,North Central,Niger,Kontagora,,,2580,39,66.2
