session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,60,2,30.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,0,0,0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,60,2,30.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,0,0,0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,60,2,30.0
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,0,0,0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,60,2,30.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,0,0,0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,60,2,30.0
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,0,0,0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,60,2,30.0
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,0,0,0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,60,2,30.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,0,0,0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,60,2,30.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,0,0,0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,60,2,30.0
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,0,0,0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,60,2,30.0
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Port-Harcourt,South South,Rivers,Port-Harcourt,,,0,0,0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,60,2,30.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,0,0,0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,60,2,30.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,0,0,0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,60,2,30.0
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,0,0,0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,60,2,30.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,0,0,0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,60,2,30.0
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,0,0,0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,60,2,30.0
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,0,0,0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,60,2,30.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,0,0,0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,60,2,30.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,0,0,0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,60,2,30.0
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,0,0,0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,60,2,30.0
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Obio/Akpor,South South,Rivers,Obio/Akpor,,,0,0,0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Okrika,South South,Rivers,Okrika,,,60,2,30.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Okrika,South South,Rivers,Okrika,,,0,0,0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Okrika,South South,Rivers,Okrika,,,60,2,30.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Okrika,South South,Rivers,Okrika,,,0,0,0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Okrika,South South,Rivers,Okrika,,,60,2,30.0
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Okrika,South South,Rivers,Okrika,,,0,0,0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Okrika,South South,Rivers,Okrika,,,60,2,30.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Okrika,South South,Rivers,Okrika,,,0,0,0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Okrika,South South,Rivers,Okrika,,,60,2,30.0
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Okrika,South South,Rivers,Okrika,,,0,0,0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Okrika,South South,Rivers,Okrika,,,60,2,30.0
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Okrika,South South,Rivers,Okrika,,,0,0,0
