session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Akure North,South West,Ondo,Akure North,,,15411,478,32.2406
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Akure North,South West,Ondo,Akure North,,,990,31,31.9355
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Akure North,South West,Ondo,Akure North,,,5412,130,41.6308
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Akure North,South West,Ondo,Akure North,,,363,9,40.3333
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Akure North,South West,Ondo,Akure North,,,4785,128,37.3828
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Akure North,South West,Ondo,Akure North,,,297,8,37.125
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Akure North,South West,Ondo,Akure North,,,1683,51,33.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Akure North,South West,Ondo,Akure North,,,99,3,33.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Akure North,South West,Ondo,Akure North,,,4521,119,37.9916
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Akure North,South West,Ondo,Akure North,,,297,8,37.125
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Akure North,South West,Ondo,Akure North,,,1584,41,38.6341
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Akure North,South West,Ondo,Akure North,,,99,2,49.5
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Akure North,South West,Ondo,Akure North,,,1056,27,39.1111
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Akure North,South West,Ondo,Akure North,,,66,2,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Akure North,South West,Ondo,Akure North,,,363,11,33.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Akure North,South West,Ondo,Akure North,,,33,1,33.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Akure North,South West,Ondo,Akure North,,,792,23,34.4348
