session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Auyo,North West,Jigawa,Auyo,,,5871,79,74.3
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Auyo,North West,Jigawa,Auyo,,,369,5,73.8
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Auyo,North West,Jigawa,Auyo,,,1943,26,74.7
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Auyo,North West,Jigawa,Auyo,,,134,2,67.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Auyo,North West,Jigawa,Auyo,,,1299,18,72.2
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Auyo,North West,Jigawa,Auyo,,,63,1,63.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Auyo,North West,Jigawa,Auyo,,,657,8,82.1
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Auyo,North West,Jigawa,Auyo,,,0,0,0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Auyo,North West,Jigawa,Auyo,,,1557,23,67.7
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Auyo,North West,Jigawa,Auyo,,,83,1,83.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Auyo,North West,Jigawa,Auyo,,,517,7,73.9
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Auyo,North West,Jigawa,Auyo,,,70,1,70.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Auyo,North West,Jigawa,Auyo,,,368,6,61.3
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Auyo,North West,Jigawa,Auyo,,,87,2,43.5
